2026/08/07 16:26:55 maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined
[Current] DELIVERY - Takes(s): 7.3, Count: 30, TPM: 245.4, Sum(ms): 36983.4, Avg(ms): 1230.3, 50th(ms): 1140.9, 90th(ms): 1811.9, 95th(ms): 2550.1, 99th(ms): 2818.6, 99.9th(ms): 2818.6, Max(ms): 2818.6
[Current] NEW_ORDER - Takes(s): 8.3, Count: 386, TPM: 2805.3, Sum(ms): 292877.5, Avg(ms): 758.3, 50th(ms): 771.8, 90th(ms): 1208.0, 95th(ms): 1409.3, 99th(ms): 1677.7, 99.9th(ms): 2147.5, Max(ms): 2147.5
[Current] ORDER_STATUS - Takes(s): 8.3, Count: 37, TPM: 266.1, Sum(ms): 10359.2, Avg(ms): 279.5, 50th(ms): 243.3, 90th(ms): 520.1, 95th(ms): 637.5, 99th(ms): 704.6, 99.9th(ms): 704.6, Max(ms): 704.6
[Current] PAYMENT - Takes(s): 8.4, Count: 377, TPM: 2687.1, Sum(ms): 140134.3, Avg(ms): 372.0, 50th(ms): 369.1, 90th(ms): 637.5, 95th(ms): 704.6, 99th(ms): 906.0, 99.9th(ms): 1073.7, Max(ms): 1073.7
[Current] STOCK_LEVEL - Takes(s): 8.1, Count: 28, TPM: 207.6, Sum(ms): 7126.9, Avg(ms): 253.4, 50th(ms): 176.2, 90th(ms): 436.2, 95th(ms): 939.5, 99th(ms): 1208.0, 99.9th(ms): 1208.0, Max(ms): 1208.0
[Current] DELIVERY - Takes(s): 9.9, Count: 39, TPM: 236.1, Sum(ms): 54438.5, Avg(ms): 1399.4, 50th(ms): 1140.9, 90th(ms): 2684.4, 95th(ms): 2684.4, 99th(ms): 2952.8, 99.9th(ms): 2952.8, Max(ms): 2952.8
[Current] NEW_ORDER - Takes(s): 10.0, Count: 429, TPM: 2575.1, Sum(ms): 369652.3, Avg(ms): 862.8, 50th(ms): 838.9, 90th(ms): 1275.1, 95th(ms): 1409.3, 99th(ms): 1610.6, 99.9th(ms): 2281.7, Max(ms): 2281.7
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 42, TPM: 258.6, Sum(ms): 12052.3, Avg(ms): 288.1, 50th(ms): 251.7, 90th(ms): 503.3, 95th(ms): 536.9, 99th(ms): 838.9, 99.9th(ms): 838.9, Max(ms): 838.9
[Current] PAYMENT - Takes(s): 10.0, Count: 388, TPM: 2331.7, Sum(ms): 169630.0, Avg(ms): 437.4, 50th(ms): 419.4, 90th(ms): 671.1, 95th(ms): 738.2, 99th(ms): 939.5, 99.9th(ms): 1208.0, Max(ms): 1208.0
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 42, TPM: 255.6, Sum(ms): 10324.3, Avg(ms): 245.9, 50th(ms): 176.2, 90th(ms): 402.7, 95th(ms): 805.3, 99th(ms): 906.0, 99.9th(ms): 906.0, Max(ms): 906.0
[Current] DELIVERY - Takes(s): 9.6, Count: 38, TPM: 238.1, Sum(ms): 46656.5, Avg(ms): 1226.5, 50th(ms): 1073.7, 90th(ms): 2415.9, 95th(ms): 2550.1, 99th(ms): 2684.4, 99.9th(ms): 2684.4, Max(ms): 2684.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 450, TPM: 2710.4, Sum(ms): 369287.2, Avg(ms): 821.5, 50th(ms): 805.3, 90th(ms): 1208.0, 95th(ms): 1409.3, 99th(ms): 1610.6, 99.9th(ms): 2415.9, Max(ms): 2415.9
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 45, TPM: 271.3, Sum(ms): 11868.0, Avg(ms): 264.3, 50th(ms): 218.1, 90th(ms): 436.2, 95th(ms): 453.0, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
