87|3010
116|3016
71|3012
68|3011
51|3016
80|3011
70|3017
52|3014
84|3009
92|3013
101|3012
69|3013
114|3012
115|3012
60|3013
97|3012
108|3012
112|3011
22|3013
59|3012
65|3013
127|3013
124|3013
98|3011
73|3013
103|3013
44|3015
11|3011
42|3014
121|3015
117|3011
88|3012
82|3010
125|3012
119|3010
113|3010
40|3016
43|3014
9|3015
120|3010
15|3011
79|3012
26|3013
48|3010
85|3013
72|3015
95|3018
57|3016
19|3015
61|3015
81|3010
77|3012
30|3013
21|3015
3|3012
17|3012
28|3010
37|3012
104|3012
5|3010
56|3012
91|3012
74|3015
54|3014
29|3014
4|3013
34|3011
96|3013
67|3011
83|3014
63|3012
10|3015
90|3012
35|3012
105|3012
45|3012
6|3011
107|3016
86|3013
39|3013
93|3013
89|3013
36|3011
31|3011
50|3017
102|3011
14|3016
66|3013
109|3014
13|3014
118|3014
111|3012
2|3012
16|3014
62|3013
75|3016
123|3012
128|3010
126|3016
99|3011
41|3013
46|3012
53|3013
32|3012
7|3012
100|3012
38|3014
12|3015
78|3013
24|3014
25|3011
122|3013
94|3011
49|3013
47|3010
20|3011
33|3013
1|3013
76|3010
106|3014
18|3012
64|3011
110|3011
55|3012
27|3015
23|3011
58|3013
8|3010
