87|3011
116|3016
71|3014
68|3013
51|3018
80|3012
70|3018
52|3014
84|3009
92|3013
101|3012
69|3013
114|3014
115|3014
60|3015
97|3012
108|3015
112|3011
22|3014
59|3015
65|3015
127|3013
124|3015
98|3012
73|3015
103|3013
44|3015
11|3013
42|3015
121|3016
117|3011
88|3012
82|3011
125|3014
119|3012
113|3011
40|3016
43|3014
9|3015
120|3011
15|3013
79|3013
26|3013
48|3011
85|3013
72|3016
95|3018
57|3018
19|3016
61|3015
81|3011
77|3013
30|3013
21|3015
3|3013
17|3014
28|3011
37|3012
104|3012
5|3011
56|3012
91|3014
74|3016
54|3015
29|3014
4|3013
34|3014
96|3015
67|3014
83|3014
63|3013
10|3016
90|3014
35|3012
105|3013
45|3015
6|3011
107|3016
86|3013
39|3013
93|3014
89|3015
36|3011
31|3012
50|3018
102|3012
14|3017
66|3013
109|3016
13|3014
118|3014
111|3015
2|3012
16|3015
62|3013
75|3019
123|3014
128|3011
126|3016
99|3014
41|3013
46|3013
53|3014
32|3013
7|3014
100|3013
38|3014
12|3015
78|3013
24|3014
25|3012
122|3013
94|3011
49|3013
47|3012
20|3011
33|3013
1|3013
76|3011
106|3016
18|3012
64|3013
110|3013
55|3013
27|3016
23|3012
58|3014
8|3011
