Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

19時38分17秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分18秒        lo     26.00     26.00      3.37      3.37      0.00      0.00      0.00      0.00
19時38分18秒     ens33  33626.00  29222.00  12233.88  10916.15      0.00      0.00      0.00      1.00
19時38分18秒      cni0  15840.00  16463.00   7667.23   8958.53      0.00      0.00      0.00      0.00
19時38分18秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分18秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分18秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分18秒 vethba68c3a0   6234.00   6475.00    730.59    728.31      0.00      0.00      0.00      0.06
19時38分18秒 veth0a72e473   7254.00   7744.00   5132.56   7312.23      0.00      0.00      0.00      0.60
19時38分18秒 veth575532b7   9956.00   9847.00   3792.87   2690.16      0.00      0.00      0.00      0.31

19時38分18秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分19秒        lo     30.00     30.00     10.24     10.24      0.00      0.00      0.00      0.00
19時38分19秒     ens33  32366.00  28233.00  11498.55  10293.62      0.00      0.00      0.00      0.94
19時38分19秒      cni0  15694.00  16362.00   7286.13   8481.16      0.00      0.00      0.00      0.00
19時38分19秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分19秒 veth854270a4     26.00     32.00      9.24      3.50      0.00      0.00      0.00      0.00
19時38分19秒 veth0c9b2fa5     16.00     16.00      2.27      1.68      0.00      0.00      0.00      0.00
19時38分19秒 vethba68c3a0   6126.00   6410.00    723.86    710.79      0.00      0.00      0.00      0.06
19時38分19秒 veth0a72e473   7075.00   7601.00   4844.59   7040.57      0.00      0.00      0.00      0.58
19時38分19秒 veth575532b7  11069.00  10922.00   4005.35   2809.30      0.00      0.00      0.00      0.33

19時38分19秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分20秒        lo      8.00      8.00      1.19      1.19      0.00      0.00      0.00      0.00
19時38分20秒     ens33  33089.00  29308.00  11825.28  11225.80      0.00      0.00      0.00      0.97
19時38分20秒      cni0  16580.00  16845.00   8148.15   8751.20      0.00      0.00      0.00      0.00
19時38分20秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分20秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分20秒 veth0c9b2fa5      1.00      1.00      0.06      0.17      0.00      0.00      0.00      0.00
19時38分20秒 vethba68c3a0   6598.00   6887.00    766.00    758.83      0.00      0.00      0.00      0.06
19時38分20秒 veth0a72e473   7550.00   7695.00   5660.81   7213.66      0.00      0.00      0.00      0.59
19時38分20秒 veth575532b7  11537.00  11367.00   4079.85   2910.32      0.00      0.00      0.00      0.33

19時38分20秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分21秒        lo     12.00     12.00      1.28      1.28      0.00      0.00      0.00      0.00
19時38分21秒     ens33  33955.00  30154.00  12452.71  11142.04      0.00      0.00      0.00      1.02
19時38分21秒      cni0  17128.00  17080.00   8013.78   9314.21      0.00      0.00      0.00      0.00
19時38分21秒 vethbdca3de6      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
19時38分21秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
19時38分21秒 veth0c9b2fa5     35.00     35.00      7.18      4.51      0.00      0.00      0.00      0.00
19時38分21秒 vethba68c3a0   6901.00   7226.00    795.62    801.83      0.00      0.00      0.00      0.07
19時38分21秒 veth0a72e473   7681.00   7539.00   5240.00   7536.27      0.00      0.00      0.00      0.62
19時38分21秒 veth575532b7  12026.00  11795.00   4243.81   3012.27      0.00      0.00      0.00      0.35

19時38分21秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分22秒        lo      8.00      8.00      1.70      1.70      0.00      0.00      0.00      0.00
19時38分22秒     ens33  34074.00  30142.00  11976.88  10947.60      0.00      0.00      0.00      0.98
19時38分22秒      cni0  16803.00  17359.00   7717.89   8762.23      0.00      0.00      0.00      0.00
19時38分22秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分22秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分22秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分22秒 vethba68c3a0   6429.00   6708.00    744.27    747.66      0.00      0.00      0.00      0.06
19時38分22秒 veth0a72e473   7604.00   8079.00   5041.30   7079.82      0.00      0.00      0.00      0.58
19時38分22秒 veth575532b7  11916.00  11718.00   4209.02   2981.72      0.00      0.00      0.00      0.34

19時38分22秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分23秒        lo     22.00     22.00      5.95      5.95      0.00      0.00      0.00      0.00
19時38分23秒     ens33  33861.00  30016.00  11824.65  11202.07      0.00      0.00      0.00      0.97
19時38分23秒      cni0  16663.00  17099.00   7937.56   8571.49      0.00      0.00      0.00      0.00
19時38分23秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分23秒 veth854270a4     11.00     13.00      3.34      1.51      0.00      0.00      0.00      0.00
19時38分23秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
19時38分23秒 vethba68c3a0   6568.00   6873.00    760.13    765.09      0.00      0.00      0.00      0.06
19時38分23秒 veth0a72e473   7574.00   7872.00   5310.01   6929.43      0.00      0.00      0.00      0.57
19時38分23秒 veth575532b7  11105.00  10937.00   4002.01   2786.19      0.00      0.00      0.00      0.33

19時38分23秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分24秒        lo     14.00     14.00      3.07      3.07      0.00      0.00      0.00      0.00
19時38分24秒     ens33  34863.00  30505.00  12258.23  11452.02      0.00      0.00      0.00      1.00
19時38分24秒      cni0  17050.00  17818.00   8206.08   9020.88      0.00      0.00      0.00      0.00
19時38分24秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分24秒 veth854270a4      7.00      7.00      0.60      3.52      0.00      0.00      0.00      0.00
19時38分24秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分24秒 vethba68c3a0   6944.00   7260.00    800.71    797.57      0.00      0.00      0.00      0.07
19時38分24秒 veth0a72e473   7328.00   7963.00   5552.04   7380.82      0.00      0.00      0.00      0.60
19時38分24秒 veth575532b7  12361.00  12177.00   4315.69   3068.75      0.00      0.00      0.00      0.35

19時38分24秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分25秒        lo      6.00      6.00      0.56      0.56      0.00      0.00      0.00      0.00
19時38分25秒     ens33  35920.00  31971.00  12148.15  11870.85      0.00      0.00      0.00      1.00
19時38分25秒      cni0  18342.00  18965.00   8584.42   8896.99      0.00      0.00      0.00      0.00
19時38分25秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分25秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
19時38分25秒 veth0c9b2fa5     34.00     36.00      7.12      4.57      0.00      0.00      0.00      0.00
19時38分25秒 vethba68c3a0   6994.00   7306.00    802.51    810.93      0.00      0.00      0.00      0.07
19時38分25秒 veth0a72e473   8175.00   8668.00   5891.71   7261.09      0.00      0.00      0.00      0.59
19時38分25秒 veth575532b7  12439.00  12253.00   4302.22   2990.26      0.00      0.00      0.00      0.35

19時38分25秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分26秒        lo      2.00      2.00      0.57      0.57      0.00      0.00      0.00      0.00
19時38分26秒     ens33  33963.00  29848.00  11996.10  10999.72      0.00      0.00      0.00      0.98
19時38分26秒      cni0  16239.00  16858.00   7727.02   8724.64      0.00      0.00      0.00      0.00
19時38分26秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分26秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分26秒 veth0c9b2fa5      2.00      2.00      0.11      0.22      0.00      0.00      0.00      0.00
19時38分26秒 vethba68c3a0   5835.00   6111.00    692.89    685.05      0.00      0.00      0.00      0.06
19時38分26秒 veth0a72e473   7703.00   8188.00   5345.55   7253.67      0.00      0.00      0.00      0.59
19時38分26秒 veth575532b7  10367.00  10226.00   3880.85   2756.60      0.00      0.00      0.00      0.32

19時38分26秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分27秒        lo     17.00     17.00      3.45      3.45      0.00      0.00      0.00      0.00
19時38分27秒     ens33  33140.00  29068.00  11664.48  10887.84      0.00      0.00      0.00      0.96
19時38分27秒      cni0  16053.00  16801.00   7772.42   8565.66      0.00      0.00      0.00      0.00
19時38分27秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分27秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
19時38分27秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
19時38分27秒 vethba68c3a0   6184.00   6465.00    715.71    721.82      0.00      0.00      0.00      0.06
19時38分27秒 veth0a72e473   6908.00   7533.00   5336.48   7021.63      0.00      0.00      0.00      0.58
19時38分27秒 veth575532b7  10836.00  10677.00   3662.23   2547.32      0.00      0.00      0.00      0.30

19時38分27秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分28秒        lo     20.00     20.00      2.76      2.76      0.00      0.00      0.00      0.00
19時38分28秒     ens33  32562.00  28471.00  11566.98  10683.82      0.00      0.00      0.00      0.95
19時38分28秒      cni0  15261.00  16012.00   7504.21   8388.49      0.00      0.00      0.00      0.00
19時38分28秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分28秒 veth854270a4      1.00      1.00      0.06      0.06      0.00      0.00      0.00      0.00
19時38分28秒 veth0c9b2fa5      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
19時38分28秒 vethba68c3a0   5618.00   5947.00    657.93    665.98      0.00      0.00      0.00      0.05
19時38分28秒 veth0a72e473   6995.00   7500.00   5278.67   6968.39      0.00      0.00      0.00      0.57
19時38分28秒 veth575532b7   9276.00   9193.00   3446.07   2423.81      0.00      0.00      0.00      0.28

19時38分28秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分29秒        lo     24.00     24.00      9.65      9.65      0.00      0.00      0.00      0.00
19時38分29秒     ens33  34243.00  30077.00  12781.90  11873.30      0.00      0.00      0.00      1.05
19時38分29秒      cni0  17258.00  17470.00   8798.93   9684.54      0.00      0.00      0.00      0.00
19時38分29秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分29秒 veth854270a4     21.00     27.00      6.61      2.82      0.00      0.00      0.00      0.00
19時38分29秒 veth0c9b2fa5     40.00     40.00      7.65      4.94      0.00      0.00      0.00      0.00
19時38分29秒 vethba68c3a0   6322.00   6609.00    750.38    745.33      0.00      0.00      0.00      0.06
19時38分29秒 veth0a72e473   7996.00   8089.00   6048.24   8044.69      0.00      0.00      0.00      0.66
19時38分29秒 veth575532b7  12072.00  11898.00   4455.58   3120.32      0.00      0.00      0.00      0.37

19時38分29秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時38分30秒        lo     13.00     13.00      2.55      2.55      0.00      0.00      0.00      0.00
19時38分30秒     ens33  35036.00  30775.00  12715.90  11690.50      0.00      0.00      0.00      1.04
19時38分30秒      cni0  17294.00  17681.00   8443.90   9462.68      0.00      0.00      0.00      0.00
19時38分30秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分30秒 veth854270a4     10.00      8.00      2.27      2.10      0.00      0.00      0.00      0.00
19時38分30秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時38分30秒 vethba68c3a0   6767.00   7056.00    787.93    778.54      0.00      0.00      0.00      0.06
19時38分30秒 veth0a72e473   8026.00   8274.00   5839.81   7871.68      0.00      0.00      0.00      0.64
