Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

22時55分04秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時55分05秒        lo     19.00     19.00      3.63      3.63      0.00      0.00      0.00      0.00
22時55分05秒     ens33  22779.00  21060.00   7185.85   8068.50      0.00      0.00      0.00      0.66
22時55分05秒      cni0  13059.00  13248.00   6060.33   5257.50      0.00      0.00      0.00      0.00
22時55分05秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時55分05秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
22時55分05秒 veth0c9b2fa5     29.00     29.00      5.84      3.69      0.00      0.00      0.00      0.00
22時55分05秒 veth8c54fcdc    119.00    130.00     13.08     19.05      0.00      0.00      0.00      0.00
22時55分05秒 veth31d8334d   8284.00   8385.00   4641.42   4401.59      0.00      0.00      0.00      0.38
22時55分05秒 veth8017ce2c   6725.00   6801.00   2536.34   1792.99      0.00      0.00      0.00      0.21

22時55分05秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時55分06秒        lo     44.00     44.00     37.77     37.77      0.00      0.00      0.00      0.00
22時55分06秒     ens33  19890.00  18705.00   6554.33   7869.89      0.00      0.00      0.00      0.64
22時55分06秒      cni0  11111.00  10767.00   6016.56   4799.81      0.00      0.00      0.00      0.00
22時55分06秒 vethbdca3de6      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
22時55分06秒 veth854270a4      4.00      4.00      0.30      5.24      0.00      0.00      0.00      0.00
22時55分06秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
22時55分06秒 veth8c54fcdc     39.00     47.00      5.33      4.27      0.00      0.00      0.00      0.00
22時55分06秒 veth31d8334d   7603.00   7214.00   5057.33   4332.02      0.00      0.00      0.00      0.41
22時55分06秒 veth8017ce2c   5525.00   5563.00   2161.19   1514.57      0.00      0.00      0.00      0.18

22時55分06秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時55分07秒        lo      9.00      9.00      1.42      1.42      0.00      0.00      0.00      0.00
22時55分07秒     ens33  19654.00  17854.00   6854.33   7683.40      0.00      0.00      0.00      0.63
22時55分07秒      cni0  10392.00  10493.00   5863.62   5070.82      0.00      0.00      0.00      0.00
22時55分07秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時55分07秒 veth854270a4     10.00     12.00      3.25      1.31      0.00      0.00      0.00      0.00
22時55分07秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
22時55分07秒 veth8c54fcdc     69.00     73.00     11.26     11.48      0.00      0.00      0.00      0.00
22時55分07秒 veth31d8334d   6580.00   6646.00   4711.35   4434.95      0.00      0.00      0.00      0.39
22時55分07秒 veth8017ce2c   5408.00   5438.00   2227.36   1576.88      0.00      0.00      0.00      0.18

22時55分07秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時55分08秒        lo     12.00     12.00      1.66      1.66      0.00      0.00      0.00      0.00
22時55分08秒     ens33  21157.00  19368.00   7028.43   7783.47      0.00      0.00      0.00      0.64
22時55分08秒      cni0  11686.00  11864.00   5883.38   5185.41      0.00      0.00      0.00      0.00
22時55分08秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時55分08秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時55分08秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時55分08秒 veth8c54fcdc     72.00     78.00      7.17     12.22      0.00      0.00      0.00      0.00
22時55分08秒 veth31d8334d   7030.00   7140.00   4495.09   4379.59      0.00      0.00      0.00      0.37
22時55分08秒 veth8017ce2c   6817.00   6877.00   2658.37   1905.15      0.00      0.00      0.00      0.22

22時55分08秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時55分09秒        lo     62.00     62.00     60.96     60.96      0.00      0.00      0.00      0.00
22時55分09秒     ens33  21302.00  19245.00   7450.77   7740.03      0.00      0.00      0.00      0.63
22時55分09秒      cni0  11523.00  11670.00   5858.07   5603.86      0.00      0.00      0.00      0.00
22時55分09秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
