Linux 4.18.0-553.144.1.el8_10.x86_64 (g-test-poc-1) 	07/27/26 	_x86_64_	(4 CPU)

06:27:02     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:27:03     all    4.88    0.00   16.45    1.03    3.08    0.77    0.00    0.00    0.00   73.78
06:27:04     all    3.11    0.00    8.03    0.00    1.55    0.00    0.00    0.00    0.00   87.31
06:27:05     all    2.99    0.00    1.50    0.75    0.75    0.50    0.25    0.00    0.00   93.27
06:27:06     all    2.78    0.00    1.26    0.00    0.76    0.51    0.00    0.00    0.00   94.70
06:27:07     all    3.77    0.00    1.26    0.25    0.75    0.25    0.00    0.00    0.00   93.72
06:27:08     all    3.25    0.00    1.00    1.00    0.75    0.25    0.25    0.00    0.00   93.50
06:27:09     all    3.04    0.00    1.27    0.00    0.51    0.51    0.00    0.00    0.00   94.68
06:27:10     all    3.25    0.00    1.25    0.00    0.75    0.25    0.00    0.00    0.00   94.50
06:27:11     all    3.04    0.00    1.27    0.00    0.51    0.51    0.00    0.00    0.00   94.68
06:27:12     all    3.76    0.00    1.25    0.00    1.00    0.25    0.00    0.00    0.00   93.73
06:27:13     all    3.04    0.00    1.01    0.00    0.25    0.51    0.00    0.00    0.00   95.19
06:27:14     all    3.27    0.00    1.26    0.00    0.76    0.00    0.00    0.00    0.00   94.71
06:27:15     all    3.78    0.00    1.51    0.00    0.76    0.25    0.00    0.00    0.00   93.70
06:27:16     all    5.51    0.00    1.00    0.00    0.75    0.50    0.00    0.00    0.00   92.23
06:27:17     all    3.51    0.00    2.01    0.00    0.75    0.25    0.25    0.00    0.00   93.23
06:27:18     all    3.53    0.00    1.01    0.00    0.50    0.50    0.00    0.00    0.00   94.46
06:27:19     all    3.50    0.00    1.00    0.25    0.75    0.25    0.00    0.00    0.00   94.25
06:27:20     all    3.04    0.00    1.01    0.00    0.51    0.25    0.00    0.00    0.00   95.19
06:27:21     all    3.03    0.00    1.26    0.00    0.51    0.51    0.00    0.00    0.00   94.70
06:27:22     all    2.99    0.00    1.49    0.00    1.00    0.50    0.00    0.00    0.00   94.03
06:27:23     all    4.04    0.00    1.26    0.25    0.76    0.00    0.00    0.00    0.00   93.69
06:27:24     all    2.78    0.00    1.52    0.00    0.25    0.25    0.25    0.00    0.00   94.94
06:27:25     all    3.47    0.00    0.99    0.00    0.99    0.74    0.00    0.00    0.00   93.80
06:27:26     all    2.79    0.00    1.02    0.00    0.25    0.25    0.00    0.00    0.00   95.69
06:27:27     all    3.78    0.00    1.51    0.76    1.01    0.25    0.00    0.00    0.00   92.70
06:27:28     all    2.76    0.00    1.01    0.00    0.75    0.50    0.00    0.00    0.00   94.97
06:27:29     all    3.02    0.00    1.26    0.00    0.25    0.25    0.00    0.00    0.00   95.21
06:27:30     all    3.02    0.00    1.01    0.00    0.75    0.25    0.25    0.00    0.00   94.72
06:27:31     all    2.78    0.00    1.52    0.00    1.01    0.00    0.00    0.00    0.00   94.70
06:27:32     all    3.27    0.00    0.75    0.00    0.25    0.75    0.00    0.00    0.00   94.97
06:27:33     all    3.02    0.00    1.51    0.00    0.75    0.25    0.00    0.00    0.00   94.47
06:27:34     all    3.01    0.00    1.00    0.00    0.75    0.25    0.25    0.00    0.00   94.74
06:27:35     all    3.05    0.00    1.02    0.00    0.51    0.25    0.00    0.00    0.00   95.17
06:27:36     all    3.27    0.00    1.01    0.00    0.75    0.50    0.00    0.00    0.00   94.47
06:27:37     all    3.50    0.00    1.50    0.25    0.75    0.00    0.00    0.00    0.00   94.00
06:27:38     all    3.00    0.00    1.50    0.25    0.50    0.75    0.00    0.00    0.00   94.00
06:27:39     all    3.28    0.00    1.26    0.00    0.76    0.25    0.00    0.00    0.00   94.44
06:27:40     all    3.26    0.00    1.00    0.00    0.50    0.25    0.00    0.00    0.00   94.99
06:27:41     all    3.03    0.00    1.01    0.25    0.51    0.51    0.00    0.00    0.00   94.70
06:27:42     all    2.77    0.00    1.26    0.00    1.01    0.25    0.00    0.00    0.00   94.71
06:27:43     all    3.82    0.00    3.05    1.78    0.76    0.25    0.00    0.00    0.00   90.33
06:27:44     all    3.79    0.00    2.78    0.76    0.25    0.51    0.00    0.00    0.00   91.92
06:27:45     all    3.26    0.00    1.25    0.00    1.00    0.25    0.00    0.00    0.00   94.24
06:27:46     all    2.75    0.00    1.00    0.00    1.00    0.50    0.00    0.00    0.00   94.75
