ts_ns,query_type,latency_ms
1785133622815543972,select,26.652
1785133622847642567,update,50.891
1785133623006143909,select,13.199
1785133623024101195,update,37.294
1785133623169008146,select,11.921
1785133623186662724,update,37.114
1785133623331848695,select,10.935
1785133623348027973,update,36.642
1785133623492346875,select,11.159
1785133623508896122,update,37.011
1785133623653241564,select,10.152
1785133623668395512,update,29.168
1785133623804778363,select,11.373
1785133623821613822,update,36.149
1785133623965229834,select,11.338
1785133623981931032,update,36.654
1785133624126026734,select,11.770
1785133624143129331,update,36.982
1785133624287374702,select,11.421
1785133624304059980,update,36.593
1785133624448128803,select,11.155
1785133624464507610,update,31.134
1785133624602786431,select,10.976
1785133624618962360,update,37.189
1785133624764304681,select,11.475
1785133624781097729,update,29.648
1785133624918206791,select,10.972
1785133624934152980,update,36.431
1785133625078346231,select,11.416
1785133625094440009,update,36.895
1785133625238995232,select,10.567
1785133625254612339,update,36.921
1785133625398542880,select,12.085
1785133625416063308,update,36.942
1785133625560664519,select,11.184
1785133625577317467,update,37.503
1785133625722407818,select,11.168
1785133625739055166,update,35.388
1785133625881833528,select,10.813
1785133625897761916,update,37.659
1785133626043251167,select,10.486
1785133626059286685,update,37.027
1785133626203761247,select,10.797
1785133626219115605,update,39.057
1785133626365831245,select,11.005
1785133626381784054,update,36.783
1785133626526085346,select,11.471
1785133626542311433,update,38.265
1785133626688005645,select,11.639
1785133626704509193,update,37.898
1785133626850274473,select,10.771
1785133626866312562,update,37.668
1785133627011342682,select,10.649
1785133627026824311,update,37.082
1785133627171031822,select,11.443
1785133627187421330,update,218.262
1785133627512531538,select,10.917
1785133627528464077,update,37.925
1785133627673754099,select,10.606
1785133627689602526,update,37.113
1785133627833789128,select,11.597
1785133627850912705,update,36.551
1785133627995101127,select,10.748
1785133628010212085,update,30.647
1785133628148809318,select,11.302
1785133628165012565,update,37.645
1785133628310226567,select,10.967
1785133628325921345,update,36.929
1785133628469943326,select,11.484
1785133628486812484,update,37.283
1785133628632034246,select,10.618
1785133628648046043,update,38.253
1785133628793496385,select,11.219
1785133628809846213,update,36.656
1785133628954268264,select,11.056
1785133628970576262,update,37.128
1785133629115490724,select,11.779
1785133629132254151,update,37.314
1785133629276852633,select,10.868
1785133629293188561,update,37.392
1785133629438230651,select,11.813
1785133629455360709,update,36.829
1785133629599433103,select,11.230
1785133629615727190,update,36.491
1785133629759528593,select,11.134
1785133629775779240,update,35.765
1785133629919147569,select,10.604
1785133629934844278,update,37.206
1785133630079186239,select,10.477
1785133630094121088,update,29.290
1785133630230925331,select,10.860
1785133630247079678,update,37.966
1785133630392736849,select,10.777
1785133630408023017,update,32.700
1785133630547999051,select,11.734
1785133630565216158,update,37.104
1785133630709843048,select,10.679
1785133630725152766,update,39.229
1785133630871890518,select,11.539
1785133630888308226,update,37.865
1785133631033596537,select,10.818
1785133631049123525,update,36.410
1785133631192672617,select,10.238
1785133631208412165,update,29.508
1785133631345346986,select,10.949
1785133631361913655,update,37.743
1785133631506776086,select,14.852
1785133631526644624,update,259.947
1785133631894399168,select,11.097
1785133631910821965,update,39.017
1785133632057108945,select,11.309
1785133632073325604,update,36.756
1785133632217383575,select,11.962
1785133632234212843,update,36.492
1785133632378059694,select,10.762
1785133632393847433,update,31.571
1785133632533011015,select,11.057
1785133632549227852,update,36.251
1785133632693035454,select,10.665
1785133632708284802,update,38.642
1785133632854061095,select,10.683
1785133632869231792,update,30.089
1785133633006618312,select,10.632
1785133633022012951,update,37.084
1785133633166780934,select,10.851
1785133633182813521,update,37.384
1785133633327075943,select,10.707
1785133633342305671,update,37.635
1785133633487518852,select,11.317
1785133633504039420,update,29.720
1785133633641151773,select,11.321
1785133633657523270,update,36.122
1785133633800441132,select,10.374
1785133633815263700,update,29.905
1785133633952457664,select,11.881
1785133633969140691,update,36.651
1785133634113076153,select,10.373
1785133634129204490,update,35.413
1785133634271999642,select,10.597
1785133634286868940,update,29.532
1785133634423279792,select,11.165
1785133634439413360,update,36.939
1785133634584637102,select,10.981
1785133634600790139,update,37.988
1785133634747393420,select,12.753
1785133634767037668,update,37.670
1785133634912528689,select,10.957
1785133634928470858,update,36.701
1785133635072406520,select,10.641
1785133635087504987,update,29.945
1785133635224145719,select,11.228
1785133635240573037,update,37.060
1785133635384966530,select,10.358
1785133635399747717,update,38.251
1785133635545859187,select,10.882
1785133635561697836,update,39.438
1785133635708133347,select,11.201
1785133635724271395,update,37.510
1785133635869409908,select,11.260
1785133635885704775,update,36.128
1785133636029183316,select,10.643
1785133636044291774,update,28.972
1785133636180331077,select,11.540
1785133636196945465,update,30.131
1785133636334155327,select,11.553
1785133636350330435,update,36.232
1785133636493314635,select,10.826
1785133636509016344,update,43.220
1785133636659003687,select,10.864
1785133636674581554,update,38.586
1785133636821456946,select,10.584
1785133636836713693,update,34.124
1785133636978675444,select,10.864
1785133636994207163,update,37.343
1785133637138456524,select,10.976
1785133637154913582,update,37.158
1785133637299560953,select,11.007
1785133637315716181,update,37.557
