ts_ns,query_type,latency_ms
1785133622527887042,select,6.693
1785133622538837528,update,18.520
1785133622665574838,select,7.929
1785133622677624461,update,11.751
1785133622795208021,select,7.662
1785133622806557096,update,9.533
1785133622921208661,select,8.050
1785133622933010656,update,7.678
1785133623045518689,select,7.060
1785133623055596936,update,8.326
1785133623168928976,select,8.700
1785133623181051180,update,7.686
1785133623293346843,select,7.522
1785133623305023741,update,8.170
1785133623419360834,select,8.390
1785133623430844422,update,11.332
1785133623547377296,select,8.794
1785133623560320713,update,8.826
1785133623674420172,select,7.825
1785133623685474542,update,8.524
1785133623800154089,select,8.024
1785133623811336922,update,10.025
1785133623927356314,select,8.303
1785133623938988199,update,9.613
1785133624053425246,select,9.013
1785133624066181713,update,9.037
1785133624180488363,select,8.414
1785133624193849917,update,9.952
1785133624309642603,select,9.058
1785133624322099140,update,9.810
1785133624436863727,select,7.168
1785133624447344247,update,9.593
1785133624561811710,select,7.702
1785133624572951200,update,9.574
1785133624686903186,select,7.257
1785133624697495396,update,10.054
1785133624812822171,select,7.762
1785133624824256194,update,8.581
1785133624938731471,select,7.795
1785133624950252116,update,9.964
1785133625066470131,select,9.557
1785133625079456666,update,8.862
1785133625193345343,select,8.723
1785133625205628752,update,8.725
1785133625321276546,select,8.263
1785133625334063607,update,9.384
1785133625447987486,select,7.559
1785133625458604483,update,9.551
1785133625573040237,select,7.200
1785133625583723908,update,9.156
1785133625698273818,select,8.210
1785133625710260138,update,9.651
1785133625825256328,select,7.620
1785133625836213311,update,8.169
1785133625949160410,select,7.560
1785133625959941615,update,8.595
1785133626074038227,select,6.999
1785133626084049981,update,10.893
1785133626200227263,select,7.603
1785133626210759070,update,8.064
1785133626324329715,select,7.698
1785133626335955270,update,9.626
1785133626450898866,select,7.382
1785133626461557742,update,8.786
1785133626575000561,select,7.372
1785133626585652529,update,8.705
1785133626700277941,select,8.152
1785133626712146815,update,9.228
1785133626826060532,select,8.510
1785133626838211642,update,8.748
1785133626952469413,select,7.084
1785133626962822824,update,9.667
1785133627077534826,select,7.563
1785133627089003757,update,8.037
1785133627203379005,select,9.046
1785133627215802088,update,8.481
1785133627329750454,select,8.295
1785133627341089078,update,8.261
1785133627454672145,select,7.841
1785133627466042772,update,10.365
1785133627581219923,select,8.581
1785133627592789094,update,9.591
1785133627708158804,select,7.792
1785133627719308340,update,8.278
1785133627832474649,select,7.201
1785133627843105481,update,8.183
1785133627957391375,select,7.335
1785133627967999113,update,10.334
1785133628085874980,select,7.332
1785133628096812197,update,8.685
1785133628210443308,select,7.678
1785133628221337564,update,9.155
1785133628336087184,select,7.459
1785133628347478779,update,9.548
1785133628462548725,select,8.611
1785133628474447335,update,9.800
1785133628590077713,select,7.355
1785133628601341887,update,9.272
1785133628716681469,select,6.878
1785133628727166100,update,8.823
1785133628841918992,select,7.771
1785133628853259381,update,9.106
1785133628968103534,select,8.544
1785133628980079556,update,8.487
1785133629093584124,select,8.852
1785133629106589991,update,8.667
1785133629220318805,select,7.908
1785133629232178219,update,9.523
1785133629346519797,select,7.074
1785133629356795192,update,8.381
1785133629470631630,select,8.160
1785133629482027087,update,9.270
1785133629596272358,select,9.007
1785133629610356944,update,10.088
1785133629726034421,select,9.742
1785133629739392226,update,8.106
1785133629852097520,select,7.130
1785133629862679323,update,9.169
1785133629977004143,select,7.937
1785133629988163819,update,8.629
1785133630101618148,select,9.513
1785133630116050719,update,8.950
1785133630229501970,select,8.810
1785133630242089214,update,10.225
1785133630356889505,select,8.569
1785133630369182066,update,9.058
1785133630483094374,select,8.315
1785133630495642422,update,9.537
1785133630610299180,select,7.893
1785133630621415277,update,11.133
1785133630738878413,select,8.718
1785133630750864358,update,8.726
1785133630864075099,select,8.576
1785133630875906834,update,9.076
1785133630990026314,select,8.663
1785133631002738880,update,11.313
1785133631119353188,select,7.795
1785133631130613563,update,10.189
1785133631245839906,select,8.663
1785133631258557573,update,9.469
1785133631373320878,select,8.581
1785133631385102199,update,8.702
1785133631499317406,select,7.841
1785133631510150153,update,8.219
1785133631622908276,select,7.681
1785133631633855662,update,8.103
1785133631746777062,select,8.384
1785133631758708619,update,10.606
1785133631874417214,select,7.899
1785133631886597537,update,8.527
1785133631999693193,select,9.391
1785133632013276268,update,9.339
1785133632127912422,select,8.532
1785133632140818369,update,9.645
1785133632255184971,select,7.704
1785133632266138013,update,9.341
1785133632381200178,select,8.485
1785133632393573687,update,8.851
1785133632507394431,select,7.940
1785133632518555137,update,10.259
1785133632633530406,select,8.284
1785133632645095707,update,8.234
1785133632758554526,select,8.133
1785133632771544252,update,9.266
1785133632885451272,select,7.458
1785133632896103872,update,9.156
1785133633010346448,select,8.579
1785133633022659930,update,8.665
1785133633135614482,select,7.078
1785133633145735100,update,9.595
1785133633259911398,select,6.841
1785133633271408905,update,8.016
1785133633384379203,select,7.914
1785133633396014153,update,12.260
1785133633513786029,select,8.371
1785133633525569380,update,9.110
1785133633639470711,select,8.237
1785133633652006924,update,10.589
1785133633767453710,select,8.244
1785133633778974187,update,9.864
1785133633894244403,select,8.100
1785133633905493775,update,9.518
1785133634021785372,select,10.154
1785133634036577023,update,8.824
1785133634150785960,select,7.660
1785133634161821030,update,8.930
1785133634275616092,select,7.436
1785133634286372532,update,9.917
1785133634401048547,select,7.932
1785133634412446455,update,8.465
1785133634525764512,select,7.871
