Linux 4.18.0-553.144.1.el8_10.x86_64 (g-test-poc-3) 	07/27/26 	_x86_64_	(4 CPU)

06:27:02     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:27:03     all    1.00    0.00    1.25    0.25    0.50    0.25    0.00    0.00    0.00   96.76
06:27:04     all    0.50    0.00    0.25    0.00    0.50    0.25    0.00    0.00    0.00   98.49
06:27:05     all    0.50    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   98.75
06:27:06     all    0.50    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.75
06:27:07     all    0.76    0.00    0.50    0.00    0.25    0.25    0.00    0.00    0.00   98.24
06:27:08     all    0.75    0.00    0.75    0.25    0.75    0.00    0.00    0.00    0.00   97.51
06:27:09     all    0.50    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.74
06:27:10     all    0.50    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.75
06:27:11     all    0.99    0.00    0.99    0.25    0.74    0.00    0.00    0.00    0.00   97.02
06:27:12     all    0.00    0.00    0.51    0.00    0.25    0.25    0.00    0.00    0.00   98.99
06:27:13     all    0.75    0.00    0.50    0.25    0.25    0.00    0.00    0.00    0.00   98.25
06:27:14     all    0.50    0.00    0.75    0.00    0.50    0.00    0.00    0.00    0.00   98.25
06:27:15     all    0.25    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.99
06:27:16     all    1.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.75
06:27:17     all    0.50    0.00    1.00    0.00    0.75    0.25    0.00    0.00    0.00   97.51
06:27:18     all    0.50    0.00    0.75    0.00    0.25    0.50    0.00    0.00    0.00   98.00
06:27:19     all    0.76    0.00    0.25    0.00    0.25    0.00    0.00    0.00    0.00   98.74
06:27:20     all    0.25    0.00    0.75    0.00    0.50    0.00    0.00    0.00    0.00   98.49
06:27:21     all    0.75    0.00    0.50    0.25    0.00    0.25    0.00    0.00    0.00   98.26
06:27:22     all    0.25    0.00    0.50    0.00    0.50    0.00    0.00    0.00    0.00   98.75
06:27:23     all    0.50    0.00    0.50    0.25    0.25    0.25    0.25    0.00    0.00   98.00
06:27:24     all    0.50    0.00    0.75    0.00    0.25    0.25    0.00    0.00    0.00   98.25
06:27:25     all    0.75    0.00    0.25    0.00    0.50    0.00    0.00    0.00    0.00   98.50
06:27:26     all    0.50    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.25
06:27:27     all    0.50    0.00    1.01    0.00    0.50    0.00    0.25    0.00    0.00   97.74
06:27:28     all    0.75    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.49
06:27:29     all    0.50    0.00    0.75    0.00    0.25    0.25    0.00    0.00    0.00   98.26
06:27:30     all    0.75    0.00    0.25    0.00    0.25    0.25    0.00    0.00    0.00   98.49
06:27:31     all    0.25    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   98.25
06:27:32     all    0.75    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.49
06:27:33     all    0.50    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.75
06:27:34     all    0.50    0.00    0.25    0.00    0.25    0.25    0.00    0.00    0.00   98.74
06:27:35     all    0.50    0.00    0.50    0.00    0.25    0.50    0.00    0.00    0.00   98.25
06:27:36     all    0.75    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.50
06:27:37     all    0.25    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   98.25
06:27:38     all    1.00    0.00    1.00    0.00    0.25    0.00    0.00    0.00    0.00   97.75
06:27:39     all    0.75    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.50
06:27:40     all    1.00    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   97.51
06:27:41     all    0.00    0.00    0.25    0.25    0.25    0.25    0.00    0.00    0.00   98.99
06:27:42     all    1.00    0.00    0.50    0.25    0.25    0.00    0.00    0.00    0.00   98.00
06:27:43     all    0.50    0.00    0.75    0.00    0.25    0.25    0.00    0.00    0.00   98.25
