2026/06/08 22:47:27 maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined
[Current] DELIVERY - Takes(s): 9.7, Count: 169, TPM: 1042.3, Sum(ms): 17128.8, Avg(ms): 101.4, 50th(ms): 100.7, 90th(ms): 125.8, 95th(ms): 142.6, 99th(ms): 159.4, 99.9th(ms): 184.5, Max(ms): 184.5
[Current] NEW_ORDER - Takes(s): 9.8, Count: 1765, TPM: 10751.6, Sum(ms): 85326.2, Avg(ms): 48.3, 50th(ms): 46.1, 90th(ms): 62.9, 95th(ms): 71.3, 99th(ms): 113.2, 99.9th(ms): 167.8, Max(ms): 176.2
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 164, TPM: 1006.6, Sum(ms): 3311.1, Avg(ms): 20.2, 50th(ms): 18.9, 90th(ms): 30.4, 95th(ms): 33.6, 99th(ms): 37.7, 99.9th(ms): 48.2, Max(ms): 48.2
[Current] PAYMENT - Takes(s): 9.9, Count: 1717, TPM: 10431.2, Sum(ms): 44491.1, Avg(ms): 25.9, 50th(ms): 24.1, 90th(ms): 33.6, 95th(ms): 39.8, 99th(ms): 58.7, 99.9th(ms): 96.5, Max(ms): 151.0
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 143, TPM: 869.1, Sum(ms): 4931.8, Avg(ms): 34.5, 50th(ms): 18.9, 90th(ms): 75.5, 95th(ms): 142.6, 99th(ms): 243.3, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] DELIVERY - Takes(s): 10.0, Count: 164, TPM: 986.3, Sum(ms): 16655.3, Avg(ms): 101.5, 50th(ms): 100.7, 90th(ms): 125.8, 95th(ms): 134.2, 99th(ms): 167.8, 99.9th(ms): 218.1, Max(ms): 218.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1872, TPM: 11239.2, Sum(ms): 88163.4, Avg(ms): 47.1, 50th(ms): 46.1, 90th(ms): 62.9, 95th(ms): 67.1, 99th(ms): 96.5, 99.9th(ms): 134.2, Max(ms): 142.6
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 181, TPM: 1086.2, Sum(ms): 3616.5, Avg(ms): 20.0, 50th(ms): 18.9, 90th(ms): 31.5, 95th(ms): 35.7, 99th(ms): 44.0, 99.9th(ms): 58.7, Max(ms): 58.7
[Current] PAYMENT - Takes(s): 10.0, Count: 1767, TPM: 10602.9, Sum(ms): 44593.6, Avg(ms): 25.2, 50th(ms): 24.1, 90th(ms): 32.5, 95th(ms): 37.7, 99th(ms): 56.6, 99.9th(ms): 79.7, Max(ms): 92.3
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 164, TPM: 1007.0, Sum(ms): 4157.3, Avg(ms): 25.3, 50th(ms): 18.9, 90th(ms): 50.3, 95th(ms): 71.3, 99th(ms): 113.2, 99.9th(ms): 113.2, Max(ms): 113.2
[Current] DELIVERY - Takes(s): 9.8, Count: 172, TPM: 1051.7, Sum(ms): 16974.0, Avg(ms): 98.7, 50th(ms): 96.5, 90th(ms): 125.8, 95th(ms): 142.6, 99th(ms): 201.3, 99.9th(ms): 218.1, Max(ms): 218.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1914, TPM: 11485.0, Sum(ms): 88192.3, Avg(ms): 46.1, 50th(ms): 46.1, 90th(ms): 60.8, 95th(ms): 65.0, 99th(ms): 104.9, 99.9th(ms): 134.2, Max(ms): 151.0
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 150, TPM: 903.8, Sum(ms): 2990.3, Avg(ms): 19.9, 50th(ms): 17.8, 90th(ms): 31.5, 95th(ms): 35.7, 99th(ms): 48.2, 99.9th(ms): 54.5, Max(ms): 54.5
[Current] PAYMENT - Takes(s): 10.0, Count: 1817, TPM: 10904.5, Sum(ms): 44658.6, Avg(ms): 24.6, 50th(ms): 24.1, 90th(ms): 31.5, 95th(ms): 35.7, 99th(ms): 52.4, 99.9th(ms): 75.5, Max(ms): 79.7
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 181, TPM: 1091.4, Sum(ms): 4184.2, Avg(ms): 23.1, 50th(ms): 18.9, 90th(ms): 33.6, 95th(ms): 58.7, 99th(ms): 96.5, 99.9th(ms): 167.8, Max(ms): 167.8
[Current] DELIVERY - Takes(s): 10.0, Count: 179, TPM: 1074.0, Sum(ms): 19049.9, Avg(ms): 106.4, 50th(ms): 104.9, 90th(ms): 134.2, 95th(ms): 151.0, 99th(ms): 201.3, 99.9th(ms): 243.3, Max(ms): 243.3
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1817, TPM: 10906.7, Sum(ms): 86683.8, Avg(ms): 47.7, 50th(ms): 46.1, 90th(ms): 62.9, 95th(ms): 71.3, 99th(ms): 104.9, 99.9th(ms): 134.2, Max(ms): 142.6
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 144, TPM: 872.2, Sum(ms): 2767.1, Avg(ms): 19.3, 50th(ms): 18.9, 90th(ms): 26.2, 95th(ms): 30.4, 99th(ms): 44.0, 99.9th(ms): 48.2, Max(ms): 48.2
[Current] PAYMENT - Takes(s): 10.0, Count: 1768, TPM: 10617.7, Sum(ms): 44950.1, Avg(ms): 25.4, 50th(ms): 24.1, 90th(ms): 33.6, 95th(ms): 37.7, 99th(ms): 54.5, 99.9th(ms): 83.9, Max(ms): 113.2
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 183, TPM: 1106.5, Sum(ms): 3812.0, Avg(ms): 20.9, 50th(ms): 18.9, 90th(ms): 27.3, 95th(ms): 44.0, 99th(ms): 56.6, 99.9th(ms): 60.8, Max(ms): 60.8
[Current] DELIVERY - Takes(s): 10.0, Count: 163, TPM: 982.4, Sum(ms): 17699.6, Avg(ms): 108.7, 50th(ms): 104.9, 90th(ms): 130.0, 95th(ms): 159.4, 99th(ms): 201.3, 99.9th(ms): 234.9, Max(ms): 234.9
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1781, TPM: 10691.2, Sum(ms): 86890.5, Avg(ms): 48.8, 50th(ms): 48.2, 90th(ms): 65.0, 95th(ms): 71.3, 99th(ms): 109.1, 99.9th(ms): 151.0, Max(ms): 159.4
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 154, TPM: 925.0, Sum(ms): 3057.6, Avg(ms): 19.9, 50th(ms): 17.8, 90th(ms): 29.4, 95th(ms): 33.6, 99th(ms): 37.7, 99.9th(ms): 62.9, Max(ms): 62.9
[Current] PAYMENT - Takes(s): 10.0, Count: 1733, TPM: 10415.9, Sum(ms): 45862.9, Avg(ms): 26.5, 50th(ms): 25.2, 90th(ms): 35.7, 95th(ms): 41.9, 99th(ms): 62.9, 99.9th(ms): 104.9, Max(ms): 109.1
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 169, TPM: 1015.6, Sum(ms): 3618.3, Avg(ms): 21.4, 50th(ms): 19.9, 90th(ms): 30.4, 95th(ms): 35.7, 99th(ms): 52.4, 99.9th(ms): 62.9, Max(ms): 62.9
[Current] DELIVERY - Takes(s): 9.9, Count: 137, TPM: 829.4, Sum(ms): 15000.3, Avg(ms): 109.5, 50th(ms): 109.1, 90th(ms): 134.2, 95th(ms): 151.0, 99th(ms): 209.7, 99.9th(ms): 218.1, Max(ms): 218.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1788, TPM: 10746.3, Sum(ms): 90896.3, Avg(ms): 50.8, 50th(ms): 50.3, 90th(ms): 67.1, 95th(ms): 75.5, 99th(ms): 100.7, 99.9th(ms): 142.6, Max(ms): 151.0
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 159, TPM: 967.7, Sum(ms): 3313.3, Avg(ms): 20.9, 50th(ms): 19.9, 90th(ms): 31.5, 95th(ms): 35.7, 99th(ms): 37.7, 99.9th(ms): 50.3, Max(ms): 50.3
[Current] PAYMENT - Takes(s): 10.0, Count: 1641, TPM: 9847.4, Sum(ms): 44479.7, Avg(ms): 27.1, 50th(ms): 26.2, 90th(ms): 35.7, 95th(ms): 39.8, 99th(ms): 54.5, 99.9th(ms): 75.5, Max(ms): 96.5
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 157, TPM: 949.7, Sum(ms): 3286.8, Avg(ms): 21.0, 50th(ms): 19.9, 90th(ms): 27.3, 95th(ms): 29.4, 99th(ms): 37.7, 99.9th(ms): 50.3, Max(ms): 50.3
[Current] DELIVERY - Takes(s): 10.0, Count: 158, TPM: 951.1, Sum(ms): 17382.1, Avg(ms): 110.0, 50th(ms): 104.9, 90th(ms): 142.6, 95th(ms): 151.0, 99th(ms): 209.7, 99.9th(ms): 243.3, Max(ms): 243.3
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1670, TPM: 10043.1, Sum(ms): 86654.5, Avg(ms): 51.9, 50th(ms): 50.3, 90th(ms): 67.1, 95th(ms): 79.7, 99th(ms): 104.9, 99.9th(ms): 130.0, Max(ms): 134.2
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 154, TPM: 924.6, Sum(ms): 3268.7, Avg(ms): 21.2, 50th(ms): 19.9, 90th(ms): 31.5, 95th(ms): 37.7, 99th(ms): 44.0, 99.9th(ms): 58.7, Max(ms): 58.7
[Current] PAYMENT - Takes(s): 10.0, Count: 1643, TPM: 9866.6, Sum(ms): 46809.2, Avg(ms): 28.5, 50th(ms): 27.3, 90th(ms): 37.7, 95th(ms): 44.0, 99th(ms): 65.0, 99.9th(ms): 96.5, Max(ms): 117.4
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 137, TPM: 837.6, Sum(ms): 3014.8, Avg(ms): 22.0, 50th(ms): 21.0, 90th(ms): 28.3, 95th(ms): 32.5, 99th(ms): 48.2, 99.9th(ms): 71.3, Max(ms): 71.3
[Current] DELIVERY - Takes(s): 10.0, Count: 162, TPM: 973.2, Sum(ms): 18185.2, Avg(ms): 112.5, 50th(ms): 104.9, 90th(ms): 151.0, 95th(ms): 159.4, 99th(ms): 226.5, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1740, TPM: 10443.8, Sum(ms): 87741.7, Avg(ms): 50.5, 50th(ms): 50.3, 90th(ms): 67.1, 95th(ms): 75.5, 99th(ms): 100.7, 99.9th(ms): 176.2, Max(ms): 184.5
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 143, TPM: 873.6, Sum(ms): 3132.3, Avg(ms): 21.9, 50th(ms): 19.9, 90th(ms): 32.5, 95th(ms): 35.7, 99th(ms): 41.9, 99.9th(ms): 79.7, Max(ms): 79.7
[Current] PAYMENT - Takes(s): 10.0, Count: 1622, TPM: 9736.1, Sum(ms): 45015.9, Avg(ms): 27.8, 50th(ms): 26.2, 90th(ms): 37.7, 95th(ms): 41.9, 99th(ms): 58.7, 99.9th(ms): 96.5, Max(ms): 142.6
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 152, TPM: 912.2, Sum(ms): 3121.5, Avg(ms): 20.6, 50th(ms): 19.9, 90th(ms): 26.2, 95th(ms): 30.4, 99th(ms): 48.2, 99.9th(ms): 79.7, Max(ms): 79.7
[Current] DELIVERY - Takes(s): 9.9, Count: 185, TPM: 1125.9, Sum(ms): 20471.8, Avg(ms): 110.8, 50th(ms): 104.9, 90th(ms): 142.6, 95th(ms): 159.4, 99th(ms): 218.1, 99.9th(ms): 226.5, Max(ms): 226.5
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1678, TPM: 10068.9, Sum(ms): 84836.8, Avg(ms): 50.6, 50th(ms): 50.3, 90th(ms): 67.1, 95th(ms): 75.5, 99th(ms): 104.9, 99.9th(ms): 125.8, Max(ms): 151.0
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 143, TPM: 877.0, Sum(ms): 3011.1, Avg(ms): 21.0, 50th(ms): 18.9, 90th(ms): 31.5, 95th(ms): 37.7, 99th(ms): 46.1, 99.9th(ms): 48.2, Max(ms): 48.2
[Current] PAYMENT - Takes(s): 10.0, Count: 1675, TPM: 10050.8, Sum(ms): 45594.0, Avg(ms): 27.2, 50th(ms): 26.2, 90th(ms): 35.7, 95th(ms): 39.8, 99th(ms): 58.7, 99.9th(ms): 100.7, Max(ms): 113.2
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 167, TPM: 1007.7, Sum(ms): 3263.7, Avg(ms): 19.6, 50th(ms): 18.9, 90th(ms): 25.2, 95th(ms): 27.3, 99th(ms): 35.7, 99.9th(ms): 37.7, Max(ms): 37.7
[Current] DELIVERY - Takes(s): 10.0, Count: 157, TPM: 945.9, Sum(ms): 16362.2, Avg(ms): 104.2, 50th(ms): 100.7, 90th(ms): 125.8, 95th(ms): 134.2, 99th(ms): 218.1, 99.9th(ms): 226.5, Max(ms): 226.5
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1802, TPM: 10815.9, Sum(ms): 87337.5, Avg(ms): 48.5, 50th(ms): 48.2, 90th(ms): 62.9, 95th(ms): 71.3, 99th(ms): 83.9, 99.9th(ms): 134.2, Max(ms): 151.0
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 164, TPM: 986.1, Sum(ms): 3564.7, Avg(ms): 21.8, 50th(ms): 19.9, 90th(ms): 32.5, 95th(ms): 39.8, 99th(ms): 48.2, 99.9th(ms): 52.4, Max(ms): 52.4
[Current] PAYMENT - Takes(s): 10.0, Count: 1769, TPM: 10613.9, Sum(ms): 47031.1, Avg(ms): 26.6, 50th(ms): 26.2, 90th(ms): 35.7, 95th(ms): 39.8, 99th(ms): 54.5, 99.9th(ms): 96.5, Max(ms): 109.1
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 148, TPM: 894.6, Sum(ms): 3007.4, Avg(ms): 20.3, 50th(ms): 18.9, 90th(ms): 26.2, 95th(ms): 30.4, 99th(ms): 62.9, 99.9th(ms): 83.9, Max(ms): 83.9
