Linux 4.18.0-553.129.1.el8_10.x86_64 (g-test-poc-2) 	06/22/26 	_x86_64_	(4 CPU)

14:40:32     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:40:33     all    2.75    0.00    1.75    1.00    0.75    0.50    0.00    0.00    0.00   93.25
14:40:34     all    1.27    0.00    0.51    0.25    0.25    0.00    0.00    0.00    0.00   97.71
14:40:35     all    1.52    0.00    0.76    0.51    0.25    0.51    0.00    0.00    0.00   96.46
14:40:36     all    3.79    0.00    1.52    1.26    0.76    0.00    0.00    0.00    0.00   92.68
14:40:37     all    4.05    0.00    1.52    3.54    0.25    0.51    0.00    0.00    0.00   90.13
14:40:38     all    4.80    0.00    2.27    4.29    0.76    0.51    0.25    0.00    0.00   87.12
14:40:39     all   23.76    0.00    3.92    5.22    1.57    0.26    0.00    0.00    0.00   65.27
14:40:40     all   21.23    0.00    4.09    5.37    1.53    0.51    0.00    0.00    0.00   67.26
14:40:41     all    2.28    0.00    1.02    0.76    0.00    0.51    0.00    0.00    0.00   95.43
14:40:42     all    4.05    0.00    1.01    1.01    1.01    0.00    0.00    0.00    0.00   92.91
14:40:43     all    5.58    0.00    1.78    0.76    0.00    0.00    0.25    0.00    0.00   91.62
14:40:44     all    8.84    0.00    2.27    0.25    1.01    0.25    0.00    0.00    0.00   87.37
14:40:45     all    2.53    0.00    1.01    1.01    0.00    0.51    0.00    0.00    0.00   94.94
14:40:46     all    3.75    0.00    1.25    0.75    0.75    0.25    0.00    0.00    0.00   93.25
14:40:47     all    1.02    0.00    0.76    0.25    0.25    0.00    0.00    0.00    0.00   97.71
14:40:48     all    1.26    0.00    1.01    0.51    0.00    0.00    0.00    0.00    0.00   97.22
14:40:49     all    2.00    0.00    1.25    0.75    1.00    0.50    0.00    0.00    0.00   94.50
14:40:50     all    3.06    0.00    1.28    2.04    0.00    0.00    0.26    0.00    0.00   93.37
14:40:51     all    2.02    0.00    1.01    1.26    0.76    0.50    0.00    0.00    0.00   94.46
14:40:52     all    2.02    0.00    0.76    1.01    0.25    0.51    0.00    0.00    0.00   95.45
14:40:53     all    2.26    0.00    1.51    0.50    0.50    0.00    0.00    0.00    0.00   95.23
14:40:54     all    1.75    0.00    0.75    0.50    0.50    0.00    0.00    0.00    0.00   96.49
14:40:55     all    3.32    0.00    1.53    2.55    0.51    0.51    0.00    0.00    0.00   91.58
14:40:56     all    5.29    0.00    1.51    3.27    0.76    0.25    0.00    0.00    0.00   88.92
14:40:57     all    2.80    0.00    1.78    2.80    0.25    0.51    0.00    0.00    0.00   91.86
14:40:58     all    1.26    0.00    1.01    0.50    0.25    0.25    0.00    0.00    0.00   96.73
14:40:59     all    3.01    0.00    1.00    0.50    0.75    0.25    0.00    0.00    0.00   94.49
14:41:00     all    2.78    0.00    1.01    1.01    0.25    0.51    0.25    0.00    0.00   94.19
14:41:01     all    2.78    0.00    0.76    0.76    0.76    0.00    0.00    0.00    0.00   94.95
14:41:02     all    1.76    0.00    1.26    0.76    0.00    0.00    0.25    0.00    0.00   95.97
14:41:03     all    2.28    0.00    0.51    0.76    0.51    0.25    0.00    0.00    0.00   95.69
14:41:04     all    2.75    0.00    1.75    2.00    0.50    0.50    0.00    0.00    0.00   92.50
14:41:05     all    2.03    0.00    1.01    0.76    0.51    0.00    0.00    0.00    0.00   95.70
14:41:06     all    4.51    0.00    1.25    1.25    0.50    0.25    0.00    0.00    0.00   92.23
14:41:07     all    3.03    0.00    1.26    2.02    0.51    0.76    0.00    0.00    0.00   92.42
14:41:08     all    1.52    0.00    1.26    1.52    0.51    0.00    0.00    0.00    0.00   95.20
14:41:09     all    2.52    0.00    0.76    0.76    0.50    0.25    0.25    0.00    0.00   94.96
14:41:10     all    2.30    0.00    0.77    0.00    0.00    0.26    0.00    0.00    0.00   96.68
14:41:11     all    2.49    0.00    1.25    1.25    0.75    0.25    0.00    0.00    0.00   94.01
14:41:12     all    1.52    0.00    1.27    0.76    0.25    0.00    0.00    0.00    0.00   96.20
14:41:13     all    2.01    0.00    1.25    0.50    0.75    0.25    0.00    0.00    0.00   95.24
14:41:14     all    1.27    0.00    0.25    0.00    0.25    0.00    0.00    0.00    0.00   98.22
14:41:15     all    1.75    0.00    1.50    1.00    0.00    0.25    0.00    0.00    0.00   95.49
14:41:16     all    3.54    0.00    1.01    0.76    0.76    0.51    0.00    0.00    0.00   93.42
14:41:17     all    1.52    0.00    0.76    0.51    0.25    0.25    0.00    0.00    0.00   96.72
14:41:18     all    1.26    0.00    1.01    0.25    0.50    0.00    0.00    0.00    0.00   96.98
14:41:19     all    2.77    0.00    0.76    0.25    0.50    0.25    0.00    0.00    0.00   95.47
14:41:20     all    2.04    0.00    1.02    0.77    0.00    0.00    0.00    0.00    0.00   96.17
14:41:21     all    2.78    0.00    0.76    0.76    1.01    0.00    0.00    0.00    0.00   94.70
14:41:22     all    1.51    0.00    1.51    1.26    0.00    0.25    0.00    0.00    0.00   95.48
14:41:23     all    2.01    0.00    1.26    0.50    0.75    0.50    0.00    0.00    0.00   94.97
14:41:24     all    1.51    0.00    1.26    0.25    0.25    0.00    0.00    0.00    0.00   96.73
14:41:25     all    2.03    0.00    0.76    0.76    0.00    0.25    0.00    0.00    0.00   96.19
14:41:26     all    3.75    0.00    1.25    1.00    1.00    0.25    0.00    0.00    0.00   92.75
14:41:27     all    1.76    0.00    0.75    0.25    0.00    0.25    0.50    0.00    0.00   96.48
14:41:28     all    1.01    0.00    1.01    0.00    1.01    0.00    0.00    0.00    0.00   96.97
14:41:29     all    2.28    0.00    1.27    0.51    0.00    0.00    0.00    0.00    0.00   95.94
14:41:30     all    2.02    0.00    1.01    0.76    0.50    0.50    0.00    0.00    0.00   95.21
14:41:31     all    2.52    0.00    1.26    1.26    0.50    0.25    0.00    0.00    0.00   94.21
14:41:32     all    1.27    0.00    1.01    0.51    0.00    0.00    0.00    0.00    0.00   97.22
14:41:33     all    3.27    0.00    2.77    0.76    1.01    0.25    0.00    0.00    0.00   91.94
14:41:34     all    1.26    0.00    1.26    0.25    0.00    0.25    0.25    0.00    0.00   96.73
14:41:35     all    2.00    0.00    1.00    0.50    1.00    0.25    0.25    0.00    0.00   95.00
14:41:36     all    3.79    0.00    1.26    1.26    0.25    0.25    0.00    0.00    0.00   93.18
14:41:37     all    1.52    0.00    1.01    0.00    0.25    0.25    0.00    0.00    0.00   96.97
14:41:38     all    1.50    0.00    1.00    0.50    0.50    0.25    0.00    0.00    0.00   96.24
14:41:39     all    2.04    0.00    1.02    0.76    0.25    0.00    0.00    0.00    0.00   95.93
14:41:40     all    2.78    0.00    0.76    0.25    0.76    0.00    0.00    0.00    0.00   95.45
14:41:41     all   18.81    0.00    3.35    3.87    1.03    0.52    0.00    0.00    0.00   72.42
14:41:42     all   21.50    0.00    3.37    4.66    1.30    0.26    0.00    0.00    0.00   68.91
14:41:43     all   11.45    0.00    2.29    2.29    1.02    0.00    0.00    0.00    0.00   82.95
14:41:44     all    1.52    0.00    0.51    0.25    0.00    0.25    0.00    0.00    0.00   97.46
14:41:45     all    1.50    0.00    1.50    0.75    1.00    0.50    0.00    0.00    0.00   94.74
14:41:46     all    3.81    0.00    1.02    0.76    0.00    0.25    0.00    0.00    0.00   94.16
14:41:47     all    1.02    0.00    0.76    0.00    0.51    0.00    0.00    0.00    0.00   97.72
14:41:48     all    1.26    0.00    1.26    0.25    0.50    0.00    0.00    0.00    0.00   96.73
14:41:49     all    2.26    0.00    1.25    0.75    0.25    0.25    0.25    0.00    0.00   94.99
14:41:50     all    2.27    0.00    1.01    0.50    0.76    0.25    0.00    0.00    0.00   95.21
14:41:51     all    2.28    0.00    1.01    1.27    0.00    0.00    0.00    0.00    0.00   95.44
14:41:52     all    1.26    0.00    1.01    0.76    0.51    0.51    0.00    0.00    0.00   95.96
14:41:53     all    2.51    0.00    1.25    0.50    0.50    0.25    0.00    0.00    0.00   94.99
14:41:54     all    1.76    0.00    0.75    0.50    0.50    0.25    0.00    0.00    0.00   96.23
14:41:55     all    2.28    0.00    1.01    0.51    0.51    0.00    0.00    0.00    0.00   95.70
14:41:56     all    3.82    0.00    0.76    0.76    0.00    0.25    0.00    0.00    0.00   94.40
14:41:57     all    1.25    0.00    1.25    0.75    0.50    0.25    0.00    0.00    0.00   96.01
14:41:58     all    1.26    0.00    1.01    0.00    0.51    0.25    0.25    0.00    0.00   96.72
14:41:59     all    2.27    0.00    1.26    0.76    0.50    0.00    0.00    0.00    0.00   95.21
14:42:00     all    3.27    0.00    1.51    0.50    0.50    0.25    0.25    0.00    0.00   93.70
14:42:01     all    2.27    0.00    1.01    1.26    0.25    0.25    0.00    0.00    0.00   94.96
14:42:02     all    1.52    0.00    1.01    0.25    0.51    0.00    0.00    0.00    0.00   96.71
14:42:03     all    2.28    0.00    1.01    0.76    0.51    0.00    0.00    0.00    0.00   95.44
14:42:04     all    1.26    0.00    1.01    0.25    0.25    0.75    0.00    0.00    0.00   96.48
14:42:05     all    2.24    0.00    1.49    0.50    0.75    0.25    0.00    0.00    0.00   94.78
14:42:06     all    3.80    0.00    1.27    1.01    0.00    0.00    0.00    0.00    0.00   93.92
14:42:07     all    1.27    0.00    1.02    0.25    0.25    0.00    0.00    0.00    0.00   97.21
14:42:08     all    4.01    0.00    1.75    3.26    0.75    0.50    0.00    0.00    0.00   89.72
14:42:09     all    4.03    0.00    2.02    3.78    1.01    0.50    0.25    0.00    0.00   88.41
14:42:10     all    2.53    0.00    0.76    0.25    0.00    0.51    0.00    0.00    0.00   95.95
14:42:11     all    2.52    0.00    1.01    1.01    0.50    0.25    0.00    0.00    0.00   94.71
14:42:12     all    1.52    0.00    0.76    0.76    0.51    0.00    0.00    0.00    0.00   96.46
14:42:13     all    2.02    0.00    1.01    0.76    0.51    0.25    0.25    0.00    0.00   95.20
14:42:14     all    1.26    0.00    1.26    0.25    0.50    0.25    0.00    0.00    0.00   96.47
14:42:15     all    2.26    0.00    1.26    0.50    0.25    0.00    0.00    0.00    0.00   95.73
14:42:16     all    3.77    0.00    1.26    1.01    0.25    0.25    0.00    0.00    0.00   93.47
14:42:17     all    1.76    0.00    1.01    0.00    0.50    0.00    0.00    0.00    0.00   96.73
14:42:18     all    0.76    0.00    0.25    1.01    0.51    0.25    0.00    0.00    0.00   97.22
14:42:19     all    2.52    0.00    1.26    0.25    0.50    0.25    0.00    0.00    0.00   95.21
14:42:20     all    2.53    0.00    1.01    0.51    0.25    0.00    0.00    0.00    0.00   95.71
14:42:21     all    2.03    0.00    0.76    1.27    0.25    0.25    0.00    0.00    0.00   95.43
14:42:22     all    1.01    0.00    1.26    0.51    0.51    0.25    0.00    0.00    0.00   96.46
14:42:23     all    4.29    0.00    1.52    3.03    0.51    0.51    0.25    0.00    0.00   89.90
14:42:24     all    2.99    0.00    2.24    2.74    0.75    0.50    0.00    0.00    0.00   90.77
14:42:25     all    1.53    0.00    0.76    0.25    0.25    0.00    0.00    0.00    0.00   97.20
14:42:26     all    3.78    0.00    1.01    1.01    0.76    0.25    0.00    0.00    0.00   93.20
14:42:27     all    1.51    0.00    1.01    0.50    0.25    0.25    0.00    0.00    0.00   96.47
14:42:28     all    0.76    0.00    1.02    0.51    0.00    0.00    0.00    0.00    0.00   97.71
14:42:29     all    2.76    0.00    1.00    0.50    0.75    0.25    0.00    0.00    0.00   94.74
14:42:30     all    2.03    0.00    0.76    0.76    0.25    0.51    0.00    0.00    0.00   95.70
14:42:31     all    2.51    0.00    1.01    0.75    0.50    0.25    0.00    0.00    0.00   94.97
14:42:32     all    2.27    0.00    1.01    1.77    0.51    0.00    0.00    0.00    0.00   94.44
14:42:33     all    5.38    0.00    2.82    2.82    0.51    0.77    0.00    0.00    0.00   87.69
14:42:34     all    1.26    0.00    1.26    0.76    0.50    0.25    0.00    0.00    0.00   95.97
14:42:35     all    2.01    0.00    1.01    0.75    0.50    0.00    0.00    0.00    0.00   95.73
14:42:36     all    5.04    0.00    1.76    2.27    0.76    0.50    0.00    0.00    0.00   89.67
14:42:37     all    1.77    0.00    0.76    1.01    0.00    0.25    0.25    0.00    0.00   95.96
14:42:38     all    1.76    0.00    1.26    1.51    0.76    0.00    0.25    0.00    0.00   94.46
14:42:39     all    3.27    0.00    0.75    0.75    0.25    0.25    0.00    0.00    0.00   94.72
14:42:40     all    1.52    0.00    0.76    0.76    0.25    0.51    0.00    0.00    0.00   96.19
14:42:41     all    2.77    0.00    1.26    0.76    0.76    0.00    0.00    0.00    0.00   94.46
14:42:42     all    1.51    0.00    1.26    0.76    0.25    0.25    0.00    0.00    0.00   95.97
14:42:43     all    3.54    0.00    1.27    2.03    0.76    0.25    0.00    0.00    0.00   92.15
14:42:44     all    2.02    0.00    1.26    1.77    0.25    0.51    0.00    0.00    0.00   94.19
14:42:45     all   17.14    0.00    2.56    2.81    1.28    0.26    0.51    0.00    0.00   75.45
14:42:46     all   23.59    0.00    4.10    5.13    1.54    0.51    0.00    0.00    0.00   65.13
14:42:47     all    7.71    0.00    2.31    2.31    0.51    0.00    0.00    0.00    0.00   87.15
14:42:48     all    1.27    0.00    0.76    0.00    0.51    0.00    0.00    0.00    0.00   97.46
14:42:49     all    6.52    0.00    1.00    0.75    0.50    0.00    0.00    0.00    0.00   91.23
14:42:50     all    2.52    0.00    1.26    0.76    0.25    0.50    0.00    0.00    0.00   94.71
14:42:51     all    2.53    0.00    1.01    1.01    0.25    0.25    0.00    0.00    0.00   94.95
14:42:52     all    1.52    0.00    1.01    0.76    0.51    0.00    0.00    0.00    0.00   96.20
14:42:53     all    2.49    0.00    1.25    0.75    0.50    0.25    0.00    0.00    0.00   94.76
14:42:54     all    1.77    0.00    0.76    0.00    0.25    0.51    0.00    0.00    0.00   96.72
14:42:55     all    1.51    0.00    1.01    1.01    0.50    0.00    0.00    0.00    0.00   95.97
14:42:56     all    3.54    0.00    1.01    0.76    0.51    0.25    0.00    0.00    0.00   93.94
14:42:57     all    1.27    0.00    1.52    0.25    0.25    0.00    0.00    0.00    0.00   96.71
14:42:58     all    0.76    0.00    0.76    0.00    0.76    0.51    0.00    0.00    0.00   97.22
14:42:59     all    2.54    0.00    1.02    1.02    0.00    0.00    0.00    0.00    0.00   95.43
14:43:00     all    2.76    0.00    1.51    0.50    1.01    0.00    0.25    0.00    0.00   93.97
14:43:01     all    2.53    0.00    1.27    0.76    0.00    0.25    0.00    0.00    0.00   95.19
14:43:02     all    1.50    0.00    0.25    1.00    0.50    0.75    0.00    0.00    0.00   95.99
14:43:03     all    1.78    0.00    1.27    0.51    0.51    0.00    0.00    0.00    0.00   95.94
14:43:04     all    1.53    0.00    0.76    0.25    0.00    0.00    0.00    0.00    0.00   97.46
14:43:05     all    2.25    0.00    1.25    0.50    1.00    0.25    0.00    0.00    0.00   94.75
14:43:06     all    7.34    0.00    2.53    7.85    0.76    0.76    0.00    0.00    0.00   80.76
14:43:07     all    3.30    0.00    2.28    4.31    0.25    0.25    0.00    0.00    0.00   89.59
14:43:08     all    2.54    0.00    1.27    4.58    1.02    0.76    0.25    0.00    0.00   89.57
14:43:09     all    4.55    0.00    2.53    4.55    0.25    0.76    0.25    0.00    0.00   87.12
14:43:10     all    4.30    0.00    2.03    5.06    1.01    0.25    0.00    0.00    0.00   87.34
14:43:11     all    3.81    0.00    2.03    4.31    1.02    0.76    0.00    0.00    0.00   88.07
14:43:12     all    3.59    0.00    1.79    4.87    0.00    0.26    0.00    0.00    0.00   89.49
14:43:13     all    4.05    0.00    1.77    4.56    1.01    0.76    0.00    0.00    0.00   87.85
14:43:14     all    3.79    0.00    1.77    4.29    0.76    0.51    0.00    0.00    0.00   88.89
14:43:15     all    2.27    0.00    1.26    1.52    0.25    0.25    0.00    0.00    0.00   94.44
14:43:16     all    3.54    0.00    1.27    0.76    0.51    0.25    0.00    0.00    0.00   93.67
14:43:17     all    1.25    0.00    1.25    0.25    0.50    0.25    0.25    0.00    0.00   96.25
14:43:18     all    1.75    0.00    1.00    0.75    0.25    0.00    0.00    0.00    0.00   96.24
14:43:19     all    1.78    0.00    1.02    0.25    0.76    0.25    0.00    0.00    0.00   95.94
14:43:20     all    2.26    0.00    1.01    0.75    0.25    0.25    0.25    0.00    0.00   95.23
14:43:21     all   19.38    0.00    2.58    2.84    1.03    0.26    0.00    0.00    0.00   73.90
14:43:22     all   20.68    0.00    4.71    5.50    1.05    0.00    0.00    0.00    0.00   68.06
14:43:23     all   10.38    0.00    2.28    3.04    1.01    0.25    0.00    0.00    0.00   83.04
14:43:24     all    1.26    0.00    0.76    0.50    0.76    0.25    0.00    0.00    0.00   96.47
14:43:25     all    2.00    0.00    1.50    0.50    0.25    0.50    0.00    0.00    0.00   95.26
14:43:26     all    3.55    0.00    1.02    0.76    0.51    0.25    0.00    0.00    0.00   93.91
14:43:27     all    1.01    0.00    1.01    0.76    0.51    0.00    0.00    0.00    0.00   96.72
14:43:28     all    1.27    0.00    0.76    0.00    0.00    0.00    0.00    0.00    0.00   97.97
14:43:29     all    2.50    0.00    1.25    0.75    0.75    0.00    0.00    0.00    0.00   94.75
14:43:30     all    2.01    0.00    1.26    0.75    0.25    0.50    0.25    0.00    0.00   94.97
14:43:31     all    2.29    0.00    0.76    0.76    0.25    0.25    0.00    0.00    0.00   95.67
14:43:32     all    1.25    0.00    1.00    1.00    0.75    0.00    0.00    0.00    0.00   96.00
14:43:33     all    3.31    0.00    2.54    0.25    0.25    0.51    0.00    0.00    0.00   93.13
14:43:34     all    2.00    0.00    1.00    0.50    0.50    0.25    0.00    0.00    0.00   95.76
14:43:35     all    1.27    0.00    1.27    0.76    0.51    0.00    0.00    0.00    0.00   96.19
14:43:36     all    4.07    0.00    0.76    0.76    0.25    0.00    0.00    0.00    0.00   94.15
14:43:37     all    1.00    0.00    1.00    0.00    0.75    0.50    0.00    0.00    0.00   96.75
14:43:38     all    1.01    0.00    1.01    2.27    0.00    0.25    0.00    0.00    0.00   95.45
14:43:39     all    2.27    0.00    1.01    0.76    0.76    0.00    0.00    0.00    0.00   95.20
14:43:40     all    2.27    0.00    1.01    0.51    0.25    0.00    0.00    0.00    0.00   95.96
14:43:41     all    2.04    0.00    1.02    1.02    0.00    0.25    0.00    0.00    0.00   95.67
14:43:42     all    1.50    0.00    1.00    0.50    1.00    0.25    0.00    0.00    0.00   95.75
14:43:43     all    2.52    0.00    1.01    0.50    0.00    0.25    0.25    0.00    0.00   95.47
14:43:44     all    2.26    0.00    1.75    2.26    1.00    0.50    0.25    0.00    0.00   91.98
14:43:45     all    4.79    0.00    2.02    3.78    0.25    0.50    0.00    0.00    0.00   88.66
14:43:46     all    5.37    0.00    1.53    3.58    0.77    0.51    0.00    0.00    0.00   88.24
14:43:47     all    2.79    0.00    2.28    3.55    0.76    0.25    0.00    0.00    0.00   90.36
14:43:48     all    1.78    0.00    1.27    1.27    0.25    0.25    0.00    0.00    0.00   95.17
14:43:49     all    2.26    0.00    1.50    0.75    0.25    0.50    0.00    0.00    0.00   94.74
