87|3017
116|3023
71|3018
68|3019
51|3023
80|3020
70|3024
52|3020
84|3013
92|3020
101|3021
69|3016
114|3018
115|3019
60|3022
97|3018
108|3021
112|3017
22|3022
59|3018
65|3020
127|3018
124|3018
98|3016
73|3022
103|3017
44|3019
11|3018
42|3019
121|3023
117|3018
88|3018
82|3018
125|3022
119|3018
113|3016
40|3020
43|3019
9|3020
120|3016
15|3020
79|3018
26|3019
48|3017
85|3020
72|3021
95|3022
57|3022
19|3019
61|3019
81|3017
77|3018
30|3021
21|3019
3|3018
17|3017
28|3015
37|3019
104|3018
5|3017
56|3016
91|3020
74|3016
54|3020
29|3016
4|3017
34|3022
96|3018
67|3021
83|3025
63|3020
10|3019
90|3020
35|3019
105|3020
45|3019
6|3015
107|3027
86|3019
39|3018
93|3017
89|3019
36|3017
31|3018
50|3024
102|3018
14|3021
66|3020
109|3023
13|3018
118|3019
111|3021
2|3021
16|3020
62|3018
75|3020
123|3020
128|3019
126|3020
99|3020
41|3021
46|3017
53|3020
32|3017
7|3025
100|3018
38|3019
12|3019
78|3020
24|3021
25|3017
122|3018
94|3017
49|3020
47|3018
20|3017
33|3017
1|3018
76|3017
106|3022
18|3020
64|3017
110|3016
55|3018
27|3021
23|3020
58|3017
8|3018
