ts_ns,query_type,latency_ms
1784335651048099235,select,31.937
1784335651086538917,update,136.681
1784335651328495653,select,22.749
1784335651355918953,update,78.607
1784335651539576355,select,20.937
1784335651563528126,update,78.021
1784335651746245349,select,19.926
1784335651769374455,update,71.054
1784335651944831875,select,23.009
1784335651970922623,update,70.857
1784335652146198465,select,20.615
1784335652169798949,update,76.532
1784335652351048826,select,22.264
1784335652376798800,update,73.040
1784335652555294789,select,21.150
1784335652579333402,update,87.852
1784335652771542821,select,21.706
1784335652796150556,update,74.898
1784335652976055705,select,20.119
1784335652999703870,update,69.003
1784335653173167520,select,20.107
1784335653196446822,update,76.001
1784335653377563530,select,21.060
1784335653402058260,update,73.543
1784335653580589382,select,20.924
1784335653604799661,update,74.740
1784335653784611332,select,24.020
1784335653811987177,update,80.630
1784335653997681790,select,24.265
1784335654025444013,update,117.659
1784335654248633616,select,21.917
1784335654274237909,update,77.987
1784335654456855425,select,19.533
1784335654479460259,update,67.822
1784335654652115451,select,20.603
1784335654677026799,update,69.445
1784335654851029754,select,19.169
1784335654873264802,update,71.032
1784335655048691307,select,19.626
1784335655071577571,update,69.475
1784335655245459003,select,18.960
1784335655268660021,update,72.343
1784335655446198284,select,20.389
1784335655469666230,update,77.682
1784335655651792333,select,20.982
1784335655676195224,update,70.263
1784335655850549633,select,18.187
1784335655871795850,update,67.563
1784335656043905103,select,19.126
1784335656065874756,update,72.327
1784335656242846063,select,19.118
1784335656264963837,update,68.287
1784335656438360258,select,21.317
1784335656464004581,update,67.997
1784335656636251636,select,20.402
1784335656659940217,update,74.684
1784335656839693716,select,20.836
1784335656863549017,update,71.972
1784335657040044966,select,19.397
1784335657062945740,update,67.687
1784335657235914789,select,21.009
1784335657259919972,update,71.533
1784335657435699381,select,19.245
1784335657458229172,update,71.091
1784335657634843341,select,19.817
1784335657657862241,update,66.233
1784335657828515876,select,19.825
1784335657852101434,update,72.036
1784335658029173736,select,18.897
1784335658051187586,update,68.540
1784335658224388554,select,20.831
1784335658248286507,update,105.346
1784335658458392310,select,20.651
1784335658482275903,update,76.025
1784335658663433322,select,21.086
1784335658687873364,update,69.768
1784335658862462456,select,19.925
1784335658885418005,update,73.180
1784335659063113267,select,21.391
1784335659087490702,update,71.271
1784335659263175307,select,19.469
1784335659285746602,update,69.408
1784335659459554877,select,20.640
1784335659483565610,update,71.447
1784335659659518968,select,21.533
1784335659684764352,update,73.850
1784335659864009491,select,20.321
1784335659887461045,update,71.539
1784335660063462327,select,19.826
1784335660086235656,update,70.177
1784335660260575508,select,24.951
1784335660288655258,update,78.638
1784335660471871950,select,22.679
1784335660497503746,update,80.942
1784335660682830312,select,20.616
1784335660706500127,update,77.299
1784335660887913685,select,20.474
1784335660911350143,update,77.537
1784335661093625144,select,21.065
1784335661117640953,update,89.256
1784335661311936240,select,21.563
1784335661336778384,update,72.116
1784335661513935299,select,22.984
1784335661540177476,update,76.897
1784335661721416692,select,19.908
1784335661744427410,update,99.897
1784335661948971002,select,19.026
1784335661971472250,update,72.603
1784335662148842484,select,20.464
1784335662172440906,update,72.160
1784335662349756225,select,21.232
1784335662374579490,update,69.370
1784335662548648151,select,20.590
1784335662572313491,update,78.722
1784335662755325798,select,21.744
1784335662780292961,update,80.592
1784335662965447659,select,21.233
1784335662990768201,update,77.645
1784335663172777501,select,19.405
1784335663195529771,update,67.510
1784335663368405808,select,21.394
1784335663393402031,update,71.902
1784335663569652633,select,19.982
1784335663592850971,update,75.263
1784335663772289957,select,18.455
1784335663793787282,update,69.559
1784335663967479667,select,19.562
1784335663990104531,update,71.154
1784335664166404978,select,20.009
1784335664189707774,update,68.530
1784335664363564477,select,20.258
1784335664386948106,update,71.261
1784335664562809376,select,20.310
1784335664586505402,update,71.981
1784335664763144929,select,20.372
1784335664786528715,update,71.057
1784335664962205288,select,18.954
1784335664984967174,update,71.612
1784335665160944850,select,20.376
1784335665184349271,update,73.825
1784335665364239615,select,21.069
1784335665388519864,update,75.793
1784335665569307761,select,21.953
1784335665594370593,update,74.314
1784335665772927514,select,22.306
1784335665798201158,update,70.985
1784335665974229273,select,19.596
1784335665997048175,update,72.853
1784335666174460154,select,20.160
1784335666198109886,update,70.549
1784335666372845639,select,20.414
1784335666396446069,update,68.260
1784335666568802465,select,19.664
1784335666591817015,update,69.939
1784335666766066188,select,19.514
1784335666788718210,update,71.970
1784335666964987376,select,20.019
1784335666987859454,update,74.156
1784335667167200655,select,23.132
1784335667194108982,update,72.856
1784335667371264339,select,20.931
1784335667395367423,update,70.374
1784335667570802530,select,18.158
1784335667592260071,update,93.532
1784335667790504933,select,19.343
1784335667812842179,update,68.099
1784335667985603710,select,20.304
1784335668008948764,update,71.068
1784335668184393364,select,19.360
1784335668206934121,update,68.301
1784335668380534258,select,20.801
1784335668405655764,update,71.562
1784335668581716655,select,19.528
1784335668605039296,update,71.028
1784335668781331611,select,19.542
1784335668803764954,update,67.893
1784335668976861423,select,20.404
1784335669000618649,update,69.418
1784335669175649812,select,21.890
1784335669201675670,update,74.284
1784335669380806362,select,21.050
1784335669404878711,update,70.205
1784335669580189958,select,20.736
1784335669604458010,update,74.247
1784335669783239510,select,20.686
1784335669806936677,update,70.171
1784335669981347056,select,20.212
1784335670004720101,update,74.435
1784335670184079180,select,19.692
1784335670206521971,update,71.563
1784335670382690811,select,20.685
1784335670406352775,update,71.547
1784335670582318676,select,21.292
1784335670606948995,update,79.512
1784335670791162189,select,21.080
1784335670815664557,update,76.328
1784335670996232189,select,19.616
1784335671018795322,update,71.477
1784335671195857093,select,20.366
1784335671219313688,update,71.077
1784335671394710736,select,21.402
1784335671419936572,update,73.924
1784335671598248846,select,18.845
1784335671620271904,update,76.260
1784335671801146353,select,19.728
1784335671823801244,update,78.514
1784335672006495434,select,19.984
1784335672029869852,update,68.701
1784335672204471533,select,18.284
1784335672225920460,update,70.089
1784335672400635078,select,18.964
1784335672423933092,update,74.319
1784335672602618418,select,20.915
1784335672626507243,update,71.478
1784335672803560398,select,20.409
1784335672827027413,update,70.713
1784335673003103513,select,20.441
1784335673027287702,update,67.267
1784335673200819123,select,19.607
1784335673223909726,update,70.474
1784335673399331033,select,21.427
1784335673424143000,update,74.623
1784335673603797174,select,23.535
1784335673631397010,update,71.968
1784335673808551688,select,19.543
1784335673831964078,update,72.376
1784335674009060678,select,20.753
1784335674033210497,update,73.458
1784335674212385704,select,21.125
1784335674237208315,update,75.788
1784335674417571537,select,22.916
1784335674443623958,update,76.021
1784335674624225427,select,28.280
1784335674655701656,update,76.385
1784335674836704846,select,22.240
1784335674864169653,update,105.341
1784335675074467338,select,19.629
1784335675097235892,update,69.678
1784335675272340701,select,21.795
1784335675297168964,update,76.200
1784335675480078521,select,22.472
1784335675506181986,update,71.217
1784335675682341104,select,21.177
1784335675706430586,update,73.507
1784335675884426501,select,19.838
1784335675907785953,update,72.287
