2026/06/21 00:30:29 maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined
[Current] DELIVERY - Takes(s): 9.2, Count: 19, TPM: 124.5, Sum(ms): 10355.7, Avg(ms): 546.1, 50th(ms): 453.0, 90th(ms): 805.3, 95th(ms): 1040.2, 99th(ms): 1140.9, 99.9th(ms): 1140.9, Max(ms): 1140.9
[Current] NEW_ORDER - Takes(s): 9.7, Count: 244, TPM: 1511.3, Sum(ms): 75882.2, Avg(ms): 311.3, 50th(ms): 302.0, 90th(ms): 469.8, 95th(ms): 570.4, 99th(ms): 771.8, 99.9th(ms): 805.3, Max(ms): 805.3
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 28, TPM: 171.0, Sum(ms): 2038.8, Avg(ms): 73.1, 50th(ms): 79.7, 90th(ms): 83.9, 95th(ms): 88.1, 99th(ms): 92.3, 99.9th(ms): 92.3, Max(ms): 92.3
[Current] PAYMENT - Takes(s): 9.8, Count: 260, TPM: 1597.4, Sum(ms): 66997.1, Avg(ms): 257.3, 50th(ms): 209.7, 90th(ms): 453.0, 95th(ms): 570.4, 99th(ms): 872.4, 99.9th(ms): 973.1, Max(ms): 973.1
[Current] STOCK_LEVEL - Takes(s): 8.7, Count: 25, TPM: 173.3, Sum(ms): 1313.4, Avg(ms): 52.4, 50th(ms): 52.4, 90th(ms): 54.5, 95th(ms): 54.5, 99th(ms): 56.6, 99.9th(ms): 56.6, Max(ms): 56.6
[Current] DELIVERY - Takes(s): 9.0, Count: 20, TPM: 133.5, Sum(ms): 9991.5, Avg(ms): 500.4, 50th(ms): 453.0, 90th(ms): 704.6, 95th(ms): 805.3, 99th(ms): 872.4, 99.9th(ms): 872.4, Max(ms): 872.4
[Current] NEW_ORDER - Takes(s): 9.9, Count: 253, TPM: 1526.5, Sum(ms): 80482.7, Avg(ms): 317.8, 50th(ms): 302.0, 90th(ms): 486.5, 95th(ms): 570.4, 99th(ms): 637.5, 99.9th(ms): 671.1, Max(ms): 671.1
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 21, TPM: 126.2, Sum(ms): 1544.7, Avg(ms): 73.4, 50th(ms): 79.7, 90th(ms): 88.1, 95th(ms): 96.5, 99th(ms): 96.5, 99.9th(ms): 96.5, Max(ms): 96.5
[Current] PAYMENT - Takes(s): 10.0, Count: 269, TPM: 1621.7, Sum(ms): 65425.5, Avg(ms): 243.3, 50th(ms): 201.3, 90th(ms): 436.2, 95th(ms): 503.3, 99th(ms): 570.4, 99.9th(ms): 771.8, Max(ms): 771.8
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 30, TPM: 182.4, Sum(ms): 1586.6, Avg(ms): 52.9, 50th(ms): 52.4, 90th(ms): 56.6, 95th(ms): 60.8, 99th(ms): 67.1, 99.9th(ms): 67.1, Max(ms): 67.1
[Current] DELIVERY - Takes(s): 9.7, Count: 17, TPM: 105.2, Sum(ms): 8232.9, Avg(ms): 488.0, 50th(ms): 453.0, 90th(ms): 671.1, 95th(ms): 671.1, 99th(ms): 671.1, 99.9th(ms): 671.1, Max(ms): 671.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 290, TPM: 1742.9, Sum(ms): 88971.9, Avg(ms): 306.4, 50th(ms): 302.0, 90th(ms): 436.2, 95th(ms): 503.3, 99th(ms): 637.5, 99.9th(ms): 671.1, Max(ms): 671.1
[Current] ORDER_STATUS - Takes(s): 9.3, Count: 22, TPM: 142.0, Sum(ms): 1596.8, Avg(ms): 72.6, 50th(ms): 79.7, 90th(ms): 83.9, 95th(ms): 83.9, 99th(ms): 88.1, 99.9th(ms): 88.1, Max(ms): 88.1
[Current] PAYMENT - Takes(s): 10.0, Count: 260, TPM: 1561.5, Sum(ms): 59209.1, Avg(ms): 227.6, 50th(ms): 201.3, 90th(ms): 385.9, 95th(ms): 436.2, 99th(ms): 570.4, 99.9th(ms): 637.5, Max(ms): 637.5
[Current] STOCK_LEVEL - Takes(s): 8.6, Count: 24, TPM: 167.2, Sum(ms): 1243.8, Avg(ms): 51.9, 50th(ms): 52.4, 90th(ms): 54.5, 95th(ms): 56.6, 99th(ms): 58.7, 99.9th(ms): 58.7, Max(ms): 58.7
[Current] DELIVERY - Takes(s): 10.0, Count: 18, TPM: 108.3, Sum(ms): 8804.4, Avg(ms): 490.3, 50th(ms): 453.0, 90th(ms): 536.9, 95th(ms): 671.1, 99th(ms): 872.4, 99.9th(ms): 872.4, Max(ms): 872.4
[Current] NEW_ORDER - Takes(s): 9.9, Count: 260, TPM: 1570.3, Sum(ms): 83321.6, Avg(ms): 321.0, 50th(ms): 318.8, 90th(ms): 469.8, 95th(ms): 536.9, 99th(ms): 637.5, 99.9th(ms): 872.4, Max(ms): 872.4
