Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

19時03分09秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時03分10秒        lo      6.00      6.00      0.64      0.64      0.00      0.00      0.00      0.00
19時03分10秒     ens33  30040.00  26877.00   9486.45   9451.61      0.00      0.00      0.00      0.78
19時03分10秒      cni0  15135.00  15943.00   6600.38   6691.97      0.00      0.00      0.00      0.00
19時03分10秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分10秒 veth854270a4     10.00     13.00      3.27      1.38      0.00      0.00      0.00      0.00
19時03分10秒 veth0c9b2fa5      5.00      5.00      0.46      0.43      0.00      0.00      0.00      0.00
19時03分10秒 vethba68c3a0   7837.00   8285.00    867.03    885.68      0.00      0.00      0.00      0.07
19時03分10秒 veth0a72e473   7342.00   7703.00   5155.20   5540.33      0.00      0.00      0.00      0.45
19時03分10秒 veth575532b7   6129.00   6124.00   1972.74   1455.49      0.00      0.00      0.00      0.16

19時03分10秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時03分11秒        lo     12.00     12.00      1.46      1.46      0.00      0.00      0.00      0.00
19時03分11秒     ens33  28079.00  24677.00   9091.33   8836.72      0.00      0.00      0.00      0.74
19時03分11秒      cni0  14225.00  15269.00   6280.63   6579.82      0.00      0.00      0.00      0.00
19時03分11秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分11秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分11秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
19時03分11秒 vethba68c3a0   7486.00   7907.00    811.39    824.07      0.00      0.00      0.00      0.07
19時03分11秒 veth0a72e473   6829.00   7488.00   4733.59   5487.44      0.00      0.00      0.00      0.45
19時03分11秒 veth575532b7   7249.00   7213.00   2299.89   1638.58      0.00      0.00      0.00      0.19

19時03分11秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時03分12秒        lo     17.00     17.00      2.31      2.31      0.00      0.00      0.00      0.00
19時03分12秒     ens33  24354.00  21585.00   7951.53   7339.76      0.00      0.00      0.00      0.65
19時03分12秒      cni0  12458.00  13125.00   5130.03   5777.68      0.00      0.00      0.00      0.00
19時03分12秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分12秒 veth854270a4     11.00     14.00      3.37      1.48      0.00      0.00      0.00      0.00
19時03分12秒 veth0c9b2fa5     17.00     17.00      3.15      2.06      0.00      0.00      0.00      0.00
19時03分12秒 vethba68c3a0   6693.00   7053.00    730.28    736.89      0.00      0.00      0.00      0.06
19時03分12秒 veth0a72e473   5980.00   6313.00   3799.87   4831.45      0.00      0.00      0.00      0.40
19時03分12秒 veth575532b7   6639.00   6611.00   2127.26   1569.43      0.00      0.00      0.00      0.17

19時03分12秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時03分13秒        lo     21.00     21.00      3.55      3.55      0.00      0.00      0.00      0.00
19時03分13秒     ens33  27410.00  24561.00   8736.81   8637.36      0.00      0.00      0.00      0.72
19時03分13秒      cni0  13905.00  14613.00   6067.53   6224.03      0.00      0.00      0.00      0.00
19時03分13秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分13秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分13秒 veth0c9b2fa5     18.00     18.00      4.03      2.44      0.00      0.00      0.00      0.00
19時03分13秒 vethba68c3a0   7439.00   7842.00    812.28    820.66      0.00      0.00      0.00      0.07
19時03分13秒 veth0a72e473   6775.00   7083.00   4751.58   5314.36      0.00      0.00      0.00      0.44
19時03分13秒 veth575532b7   6789.00   6784.00   2173.74   1570.39      0.00      0.00      0.00      0.18

19時03分13秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時03分14秒        lo     17.00     17.00      3.46      3.46      0.00      0.00      0.00      0.00
19時03分14秒     ens33  27622.00  24467.00   8810.20   8696.25      0.00      0.00      0.00      0.72
19時03分14秒      cni0  14064.00  14962.00   6147.40   6307.11      0.00      0.00      0.00      0.00
19時03分14秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分14秒 veth854270a4     23.00     20.00      5.97      2.06      0.00      0.00      0.00      0.00
19時03分14秒 veth0c9b2fa5      5.00      5.00      0.46      0.43      0.00      0.00      0.00      0.00
19時03分14秒 vethba68c3a0   7530.00   7963.00    808.98    823.09      0.00      0.00      0.00      0.07
19時03分14秒 veth0a72e473   6701.00   7226.00   4745.65   5325.99      0.00      0.00      0.00      0.44
19時03分14秒 veth575532b7   7104.00   7047.00   2219.43   1595.85      0.00      0.00      0.00      0.18

19時03分14秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時03分15秒        lo     18.00     18.00      4.21      4.21      0.00      0.00      0.00      0.00
19時03分15秒     ens33  27171.00  23644.00   8851.09   8247.80      0.00      0.00      0.00      0.73
19時03分15秒      cni0  13689.00  14862.00   5833.34   6479.68      0.00      0.00      0.00      0.00
19時03分15秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分15秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分15秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
19時03分15秒 vethba68c3a0   7754.00   8174.00    857.33    852.48      0.00      0.00      0.00      0.07
19時03分15秒 veth0a72e473   6176.00   6924.00   4283.24   5380.06      0.00      0.00      0.00      0.44
19時03分15秒 veth575532b7   7291.00   7297.00   2298.58   1666.94      0.00      0.00      0.00      0.19

19時03分15秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時03分16秒        lo      4.00      4.00      0.54      0.54      0.00      0.00      0.00      0.00
19時03分16秒     ens33  28622.00  25429.00   9089.80   8664.06      0.00      0.00      0.00      0.74
19時03分16秒      cni0  14480.00  15446.00   5987.50   6469.06      0.00      0.00      0.00      0.00
19時03分16秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分16秒 veth854270a4     10.00     13.00      3.27      1.38      0.00      0.00      0.00      0.00
19時03分16秒 veth0c9b2fa5     17.00     17.00      3.15      2.06      0.00      0.00      0.00      0.00
19時03分16秒 vethba68c3a0   7671.00   8146.00    829.54    846.61      0.00      0.00      0.00      0.07
19時03分16秒 veth0a72e473   6855.00   7366.00   4491.27   5388.96      0.00      0.00      0.00      0.44
19時03分16秒 veth575532b7   7280.00   7257.00   2262.00   1633.81      0.00      0.00      0.00      0.19

19時03分16秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時03分17秒        lo     19.00     19.00      3.18      3.18      0.00      0.00      0.00      0.00
19時03分17秒     ens33  27357.00  24397.00   8759.38   8329.50      0.00      0.00      0.00      0.72
19時03分17秒      cni0  13958.00  14715.00   5760.43   6248.35      0.00      0.00      0.00      0.00
19時03分17秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分17秒 veth854270a4      3.00      2.00      0.23      0.29      0.00      0.00      0.00      0.00
19時03分17秒 veth0c9b2fa5     18.00     18.00      4.03      2.44      0.00      0.00      0.00      0.00
19時03分17秒 vethba68c3a0   7497.00   7879.00    816.36    821.75      0.00      0.00      0.00      0.07
19時03分17秒 veth0a72e473   6674.00   7083.00   4310.49   5239.72      0.00      0.00      0.00      0.43
19時03分17秒 veth575532b7   7240.00   7209.00   2334.27   1698.67      0.00      0.00      0.00      0.19

19時03分17秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時03分18秒        lo     14.00     14.00      6.44      6.44      0.00      0.00      0.00      0.00
19時03分18秒     ens33  26842.00  23888.00   8673.17   8330.74      0.00      0.00      0.00      0.71
19時03分18秒      cni0  13886.00  14646.00   5932.92   6320.02      0.00      0.00      0.00      0.00
19時03分18秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時03分18秒 veth854270a4     20.00     26.00      6.54      2.76      0.00      0.00      0.00      0.00
19時03分18秒 veth0c9b2fa5     10.00     10.00      0.93      0.87      0.00      0.00      0.00      0.00
19時03分18秒 vethba68c3a0   7550.00   7973.00    816.03    825.64      0.00      0.00      0.00      0.07
19時03分18秒 veth0a72e473   6636.00   7002.00   4539.38   5342.48      0.00      0.00      0.00      0.44
19時03分18秒 veth575532b7   7444.00   7407.00   2341.10   1729.09      0.00      0.00      0.00      0.19

19時03分18秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
