87|3018
116|3020
71|3018
68|3020
51|3016
80|3016
70|3020
52|3018
84|3019
92|3024
101|3016
69|3017
114|3018
115|3018
60|3022
97|3020
108|3017
112|3018
22|3017
59|3022
65|3017
127|3018
124|3018
98|3016
73|3017
103|3017
44|3022
11|3022
42|3024
121|3022
117|3017
88|3020
82|3022
125|3017
119|3020
113|3019
40|3019
43|3017
9|3018
120|3019
15|3016
79|3020
26|3021
48|3022
85|3020
72|3020
95|3018
57|3019
19|3019
61|3019
81|3014
77|3016
30|3022
21|3020
3|3019
17|3025
28|3021
37|3016
104|3019
5|3017
56|3020
91|3021
74|3016
54|3016
29|3021
4|3024
34|3018
96|3021
67|3019
83|3021
63|3018
10|3019
90|3016
35|3018
105|3021
45|3020
6|3023
107|3020
86|3020
39|3017
93|3017
89|3021
36|3020
31|3023
50|3018
102|3021
14|3016
66|3018
109|3019
13|3019
118|3019
111|3022
2|3021
16|3018
62|3020
75|3015
123|3021
128|3017
126|3021
99|3019
41|3021
46|3020
53|3018
32|3017
7|3021
100|3021
38|3023
12|3016
78|3021
24|3021
25|3017
122|3025
94|3020
49|3017
47|3017
20|3020
33|3020
1|3019
76|3016
106|3024
18|3020
64|3019
110|3015
55|3019
27|3018
23|3015
58|3018
8|3018
