87|3016
116|3017
71|3016
68|3016
51|3014
80|3015
70|3019
52|3014
84|3016
92|3023
101|3013
69|3017
114|3017
115|3015
60|3019
97|3019
108|3014
112|3017
22|3015
59|3020
65|3015
127|3016
124|3017
98|3015
73|3017
103|3015
44|3019
11|3020
42|3022
121|3019
117|3015
88|3018
82|3016
125|3016
119|3015
113|3016
40|3015
43|3015
9|3016
120|3017
15|3014
79|3019
26|3021
48|3019
85|3020
72|3018
95|3015
57|3019
19|3017
61|3019
81|3013
77|3014
30|3022
21|3018
3|3016
17|3023
28|3020
37|3015
104|3018
5|3016
56|3017
91|3018
74|3013
54|3015
29|3018
4|3019
34|3015
96|3020
67|3016
83|3017
63|3015
10|3017
90|3013
35|3016
105|3019
45|3018
6|3022
107|3019
86|3017
39|3016
93|3015
89|3019
36|3017
31|3019
50|3017
102|3016
14|3015
66|3016
109|3019
13|3018
118|3016
111|3020
2|3019
16|3016
62|3016
75|3013
123|3016
128|3017
126|3017
99|3018
41|3020
46|3018
53|3017
32|3014
7|3015
100|3019
38|3019
12|3014
78|3019
24|3020
25|3016
122|3023
94|3017
49|3016
47|3014
20|3016
33|3019
1|3015
76|3016
106|3021
18|3020
64|3016
110|3013
55|3015
27|3018
23|3011
58|3017
8|3016
