59	3011
101	3008
9	3010
15	3010
25	3012
84	3016
37	3009
67	3010
71	3009
12	3009
30	3012
22	3009
96	3011
83	3008
28	3011
107	3014
70	3008
113	3011
117	3012
109	3012
51	3011
26	3011
2	3008
23	3012
45	3011
46	3010
73	3012
34	3009
106	3010
127	3009
94	3009
31	3012
7	3009
41	3009
8	3010
105	3008
48	3012
36	3007
18	3010
82	3009
72	3010
57	3010
60	3010
98	3014
47	3013
111	3008
39	3009
6	3011
62	3011
79	3010
35	3010
40	3011
19	3010
90	3009
78	3011
116	3009
108	3010
50	3012
124	3012
75	3011
10	3008
21	3009
64	3010
38	3011
68	3009
17	3010
42	3011
65	3013
110	3009
49	3010
114	3010
58	3015
56	3012
44	3007
27	3015
115	3012
63	3010
119	3009
122	3011
43	3014
103	3008
81	3014
112	3011
3	3013
74	3009
85	3011
14	3009
24	3010
121	3012
76	3012
66	3011
120	3011
53	3012
86	3012
102	3010
118	3014
97	3009
92	3012
32	3011
126	3010
128	3009
29	3011
61	3013
52	3010
11	3008
13	3010
77	3007
55	3012
99	3010
125	3013
87	3010
89	3011
80	3010
54	3009
100	3011
33	3010
104	3010
69	3012
91	3009
1	3012
20	3011
95	3009
123	3011
93	3011
88	3010
16	3007
4	3012
5	3012
