procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0   2560 861136   5796 6617520    0    0     0     1    0    0  0  0 100  0  0
 1  0   2560 831776   5796 6617772    0    0     0     0 13491 12063  8  7 85  0  0
 1  0   2560 831208   5796 6617772    0    0     0     0 10254 11223  1  3 96  0  0
 0  0   2560 831324   5796 6617772    0    0     0     0 9569 10700  1  2 97  0  0
 0  0   2560 831948   5796 6617772    0    0     0     0 12279 13547  1  2 96  0  0
 1  0   2560 831956   5796 6617772    0    0     0     0 11831 12986  1  3 96  0  0
 0  0   2560 829796   5796 6617772    0    0     0     0 11801 13145  1  2 97  0  0
 0  0   2560 829652   5796 6617772    0    0     0     0 11990 13143  2  3 96  0  0
 0  0   2560 829724   5796 6617772    0    0     0     0 9897 10953  1  2 97  0  0
 0  0   2560 829724   5796 6617772    0    0     0     0 10676 11897  1  3 96  0  0
 0  0   2560 829312   5796 6617772    0    0     0     0 9504 10579  1  2 97  0  0
 0  0   2560 829412   5796 6617780    0    0     0     0 6307 7146  1  2 97  0  0
 0  0   2560 828840   5796 6617784    0    0     0     0 8747 9812  1  2 97  0  0
 0  0   2560 828740   5796 6617784    0    0     0     0 7604 8419  1  2 97  0  0
 1  0   2560 828612   5796 6617796    0    0     0     0 6070 6864  1  1 98  0  0
 0  0   2560 828644   5796 6617804    0    0     0     0 6063 6867  1  1 98  0  0
 0  0   2560 828808   5796 6617804    0    0     0     0 7075 7964  1  2 97  0  0
 1  0   2560 828932   5796 6617804    0    0     0     0 7131 7884  1  2 97  0  0
 1  0   2560 804652   5796 6617812    0    0     0    16 8060 8697  3  3 94  0  0
 0  0   2560 804696   5796 6617812    0    0     0     0 8012 8880  1  2 97  0  0
 0  0   2560 804516   5796 6617816    0    0     0     0 7302 8187  1  2 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   2560 804076   5796 6617820    0    0     0     0 7754 8636  1  2 97  0  0
 1  0   2560 804428   5796 6617828    0    0     0     0 8539 9490  1  3 96  0  0
 0  0   2560 804464   5796 6617828    0    0     0     0 6753 7575  1  1 98  0  0
 2  0   2560 804464   5796 6617828    0    0     0     0 5188 5807  1  1 98  0  0
 0  0   2560 804176   5796 6617828    0    0     0     0 5817 6733  1  2 98  0  0
 0  0   2560 803936   5796 6617828    0    0     0     0 6968 7694  1  2 97  0  0
 0  0   2560 804740   5796 6617840    0    0     0     0 8671 9584  1  3 96  0  0
 0  0   2560 804924   5796 6617844    0    0     0     0 9176 10227  1  2 96  0  0
 0  0   2560 804844   5796 6617844    0    0     0   103 6751 7644  1  2 97  0  0
 0  0   2560 804844   5796 6617844    0    0     0     0 5592 6380  1  2 97  0  0
 0  0   2560 804268   5796 6617848    0    0     0     0 6244 7013  1  2 97  0  0
 1  0   2560 804168   5796 6617860    0    0     0     0 6863 7526  1  2 97  0  0
 0  0   2560 804136   5796 6617860    0    0     0   208 8484 9049  1  2 97  0  0
 0  0   2560 804068   5796 6617860    0    0     0     0 7847 8475  1  2 97  0  0
 0  0   2560 804388   5796 6617860    0    0     0     0 8786 9615  1  2 97  0  0
 2  0   2560 827276   5796 6617860    0    0     0    44 10826 11655  2  3 95  0  0
 0  0   2560 828776   5796 6617856    0    0     0   228 9197 9600  6  4 90  0  0
 0  0   2560 828936   5796 6617856    0    0     0     0 7500 7857  1  2 97  0  0
 1  0   2560 828584   5796 6617856    0    0     0     0 10786 11802  1  3 96  0  0
 0  0   2560 828460   5796 6617888    0    0     0     0 6300 6995  1  2 97  0  0
 0  0   2560 828008   5796 6617888    0    0     0     0 7500 8171  1  2 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   2560 828192   5796 6617900    0    0     0     0 9930 10646  2  3 96  0  0
 0  0   2560 828104   5796 6617908    0    0     0     0 7668 8444  1  2 97  0  0
 1  0   2560 828072   5796 6617920    0    0     0     0 9941 10567  1  2 97  0  0
 0  0   2560 828404   5796 6617920    0    0     0     0 9555 10098  1  2 97  0  0
