Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

20時20分29秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時20分30秒        lo     20.79     20.79      3.42      3.42      0.00      0.00      0.00      0.00
20時20分30秒     ens33  31645.54  28080.20  10342.27  14860.73      0.00      0.00      0.00      1.22
20時20分30秒      cni0  13077.23  14321.78  11414.31   6936.82      0.00      0.00      0.00      0.00
20時20分30秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時20分30秒 veth854270a4     23.76     22.77      5.78      3.73      0.00      0.00      0.00      0.00
20時20分30秒 veth0c9b2fa5      5.94      5.94      0.50      0.47      0.00      0.00      0.00      0.00
20時20分30秒 vethba68c3a0   3018.81   3140.59    379.61    368.93      0.00      0.00      0.00      0.03
20時20分30秒 veth0a72e473   6952.48   8944.55  10332.95   6774.86      0.00      0.00      0.00      0.85
20時20分30秒 veth575532b7   7999.01   7132.67   3249.94   2164.76      0.00      0.00      0.00      0.27

20時20分30秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時20分31秒        lo     24.00     24.00     20.84     20.84      0.00      0.00      0.00      0.00
20時20分31秒     ens33  32563.00  28350.00  11179.25  16017.65      0.00      0.00      0.00      1.31
20時20分31秒      cni0  12785.00  14215.00  12340.46   7568.60      0.00      0.00      0.00      0.00
20時20分31秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時20分31秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時20分31秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
20時20分31秒 vethba68c3a0   2359.00   2410.00    368.66    303.83      0.00      0.00      0.00      0.03
20時20分31秒 veth0a72e473   6818.00   9014.00  11147.19   7379.48      0.00      0.00      0.00      0.91
20時20分31秒 veth575532b7   8383.00   7564.00   3659.78   2545.94      0.00      0.00      0.00      0.30

20時20分31秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時20分32秒        lo     19.00     19.00      5.22      5.22      0.00      0.00      0.00      0.00
20時20分32秒     ens33  32042.00  27719.00  11130.39  15558.88      0.00      0.00      0.00      1.27
20時20分32秒      cni0  13211.00  14680.00  12248.25   7817.54      0.00      0.00      0.00      0.00
20時20分32秒 vethbdca3de6      1.00      1.00      0.04      0.04      0.00      0.00      0.00      0.00
20時20分32秒 veth854270a4     11.00     13.00      3.35      1.45      0.00      0.00      0.00      0.00
20時20分32秒 veth0c9b2fa5     17.00     17.00      3.15      2.06      0.00      0.00      0.00      0.00
20時20分32秒 vethba68c3a0   3034.00   3194.00    379.55    374.58      0.00      0.00      0.00      0.03
20時20分32秒 veth0a72e473   6273.00   8700.00  10928.81   7585.63      0.00      0.00      0.00      0.90
20時20分32秒 veth575532b7   9151.00   8033.00   3952.39   2692.57      0.00      0.00      0.00      0.32

20時20分32秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
