ts_ns,query_type,latency_ms
1783020231486382685,select,9.459
1783020231509679790,update,9.652
1783020231624296507,select,7.515
1783020231634964257,update,10.675
1783020231751626534,select,7.293
1783020231762072516,update,8.668
1783020231876051866,select,9.065
1783020231888039080,update,8.797
1783020232001592015,select,7.517
1783020232012963533,update,9.636
1783020232128944964,select,7.895
1783020232140455670,update,8.463
1783020232253779327,select,7.378
1783020232264321314,update,8.138
1783020232377721303,select,7.375
1783020232388171325,update,8.161
1783020232501322619,select,8.677
1783020232513047846,update,8.531
1783020232626215364,select,7.500
1783020232637044097,update,9.015
1783020232751498505,select,6.998
1783020232761974271,update,10.931
1783020232879405011,select,8.375
1783020232891832320,update,8.726
1783020233005479205,select,8.709
1783020233017625814,update,8.776
1783020233131458170,select,7.502
1783020233142898593,update,9.963
1783020233257253407,select,8.464
1783020233269342083,update,8.427
1783020233382536236,select,7.384
1783020233392968413,update,8.973
1783020233507185736,select,7.889
1783020233518577628,update,8.361
1783020233632390429,select,7.953
1783020233643757161,update,8.858
1783020233757619191,select,7.824
1783020233768653125,update,8.575
1783020233882382932,select,7.885
1783020233893866857,update,11.689
1783020234010575403,select,9.298
1783020234023227231,update,10.196
1783020234139340289,select,7.586
1783020234150778399,update,10.071
1783020234265935992,select,7.925
1783020234277274491,update,9.443
1783020234391982450,select,8.392
1783020234403689515,update,10.618
1783020234519933652,select,7.344
1783020234530649004,update,11.956
1783020234647729438,select,8.625
1783020234660074434,update,9.097
1783020234774742440,select,11.648
1783020234790307555,update,11.015
1783020234906550226,select,7.630
1783020234917474748,update,10.446
1783020235032962899,select,8.703
1783020235044898412,update,8.773
1783020235158589747,select,8.340
1783020235170029665,update,8.929
1783020235283600153,select,7.243
1783020235294403919,update,9.175
1783020235408866719,select,9.930
1783020235422177617,update,9.836
1783020235537283046,select,7.388
1783020235547898234,update,11.289
1783020235665320034,select,9.191
1783020235678067204,update,8.315
1783020235791442703,select,8.449
1783020235802826833,update,8.929
1783020235916268712,select,8.532
1783020235928179309,update,8.022
1783020236041672240,select,9.433
1783020236054878339,update,10.188
1783020236171140478,select,7.873
1783020236182027794,update,8.834
1783020236295520886,select,7.228
1783020236307546501,update,8.947
1783020236421283842,select,8.962
1783020236433472899,update,10.023
1783020236548966592,select,7.154
1783020236559518868,update,8.545
1783020236674418730,select,8.599
1783020236686639988,update,9.683
1783020236802795499,select,7.275
1783020236813268509,update,9.138
1783020236926826964,select,7.473
1783020236937965988,update,8.985
1783020237052393621,select,8.213
1783020237064265002,update,8.724
1783020237177634618,select,7.495
1783020237188707702,update,9.145
1783020237303162958,select,8.227
1783020237314476996,update,9.296
1783020237428310577,select,7.854
1783020237439648135,update,8.485
1783020237552695785,select,8.715
1783020237564755794,update,8.718
1783020237678212590,select,9.321
1783020237690777411,update,8.348
1783020237803549510,select,7.020
1783020237813772548,update,8.438
1783020237926902487,select,7.214
1783020237937310829,update,8.790
1783020238050877340,select,7.493
1783020238062088525,update,9.572
1783020238176925778,select,8.682
1783020238189006642,update,8.914
1783020238303292903,select,8.926
1783020238315887704,update,11.261
1783020238433364792,select,7.400
1783020238444438757,update,9.836
1783020238559533840,select,8.079
1783020238571933605,update,9.144
1783020238686582334,select,7.957
1783020238697961214,update,8.769
1783020238811465303,select,8.520
1783020238823753926,update,9.336
1783020238939901920,select,7.426
1783020238950948301,update,8.457
1783020239064813614,select,8.949
1783020239076972041,update,9.186
1783020239191282540,select,8.626
1783020239204826093,update,8.397
1783020239317962990,select,7.382
1783020239328995278,update,9.260
1783020239444420317,select,7.345
1783020239455227869,update,8.643
1783020239569721081,select,8.267
1783020239581394531,update,8.266
1783020239694867224,select,7.763
1783020239705729038,update,9.194
