procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0   2560 1084344   5796 6418972    0    0     0     1    0    0  0  0 100  0  0
 1  0   2560 1072552   5796 6419020    0    0     0     0 33496 33841  4  6 90  0  0
 0  0   2560 1070952   5796 6419020    0    0     0    20 30383 33257  3  5 92  0  0
 1  0   2560 1066888   5796 6419052    0    0     0    39 30121 33004  3  6 90  0  0
 1  0   2560 1069200   5796 6419052    0    0     0     0 29958 32597  2  6 92  0  0
 0  0   2560 1068712   5796 6419052    0    0     0     0 28898 31165  2  5 93  0  0
 0  0   2560 1068280   5796 6419052    0    0     0     0 29386 31941  3  5 92  0  0
 0  0   2560 1068212   5796 6419052    0    0     0     0 31049 34032  2  5 92  0  0
 1  0   2560 1067988   5796 6419052    0    0     0    16 30478 33698  2  5 93  0  0
 0  0   2560 1068444   5796 6419084    0    0     0    33 28354 30951  4  7 89  0  0
 0  0   2560 1068284   5796 6419084    0    0     0     0 28989 31488  2  5 93  0  0
 2  0   2560 1067792   5796 6419092    0    0     0   233 29485 32352  2  6 92  0  0
 1  0   2560 1067672   5796 6419092    0    0     0     0 28575 30971  3  6 91  0  0
 0  0   2560 1068044   5796 6419096    0    0     0     8 28431 30542  2  6 92  0  0
 0  0   2560 1066372   5796 6419104    0    0     0     0 27544 29744  3  5 93  0  0
 0  0   2560 1067584   5796 6419132    0    0     0    26 30007 32146  4  7 89  0  0
 1  0   2560 1067140   5796 6419132    0    0     0     0 28596 30756  2  5 93  0  0
 0  0   2560 1067688   5796 6419132    0    0     0     0 30551 32866  3  6 91  0  0
 1  0   2560 1067676   5796 6419132    0    0     0     0 29109 31514  2  6 92  0  0
 2  0   2560 1067344   5796 6419132    0    0     0     0 31026 33724  2  6 92  0  0
 2  0   2560 1065760   5796 6419140    0    0     0     0 29743 31992  3  6 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   2560 1067024   5796 6419156    0    0     0    26 29609 32279  3  6 92  0  0
 0  0   2560 1066828   5796 6419156    0    0     0     0 32209 35009  3  6 91  0  0
 1  0   2560 1067424   5796 6419156    0    0     0     0 31874 34881  2  5 93  0  0
 1  0   2560 1067240   5796 6419156    0    0     0     0 29969 33088  2  5 93  0  0
 1  0   2560 1067504   5796 6419156    0    0     0     0 30096 33152  2  5 92  0  0
 2  0   2560 1067084   5796 6419196    0    0     0    26 31889 34305  3  7 90  0  0
 0  0   2560 1067208   5796 6419208    0    0     0     0 28860 31822  2  6 92  0  0
 0  0   2560 1066812   5796 6419208    0    0     0     0 29361 32839  2  5 93  0  0
 0  0   2560 1066860   5796 6419208    0    0     0     0 30538 33763  2  5 93  0  0
 1  0   2560 1066548   5796 6419208    0    0     0     0 29253 32177  2  6 92  0  0
 2  0   2560 1066320   5796 6419208    0    0     0     0 27968 29742  3  5 92  0  0
 1  0   2560 1067352   5796 6419236    0    0     0    23 30360 32727  4  8 88  0  0
 0  0   2560 1067788   5796 6419236    0    0     0   124 29944 32929  2  5 93  0  0
 0  0   2560 1067320   5796 6419236    0    0     0     0 30334 32796  3  5 92  0  0
 0  0   2560 1067164   5796 6419236    0    0     0     0 30332 32259  3  6 92  0  0
 0  0   2560 1067064   5796 6419236    0    0     0     0 28404 31259  3  5 92  0  0
 3  0   2560 1066640   5796 6419252    0    0     0    28 29312 31708  4  6 90  0  0
 1  0   2560 1067144   5796 6419264    0    0     0    46 28830 31179  3  7 90  0  0
 0  0   2560 1067344   5796 6419264    0    0     0     0 28665 31620  3  5 92  0  0
 0  0   2560 1067624   5796 6419284    0    0     0     0 29607 32287  2  5 93  0  0
 1  0   2560 1067648   5796 6419284    0    0     0    88 32334 35143  2  6 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   2560 1043424   5796 6419288    0    0     0     4 28290 30500  5  6 89  0  0
 1  0   2560 1042496   5796 6419316    0    0     0    34 28662 31085  4  7 90  0  0
 0  0   2560 1042468   5796 6419320    0    0     0     0 29824 32598  3  5 93  0  0
 0  0   2560 1042284   5796 6419320    0    0     0     0 28989 30931  2  6 92  0  0
 0  0   2560 1042232   5796 6419320    0    0     0     0 29772 32478  3  6 92  0  0
 0  0   2560 1041992   5796 6419320    0    0     0     0 30767 33657  3  6 91  0  0
 1  0   2560 1041452   5796 6419320    0    0     0     0 29741 32537  2  5 93  0  0
 0  0   2560 1041972   5796 6419348    0    0     0    22 29417 31909  4  6 90  0  0
 0  0   2560 1042516   5796 6419348    0    0     0     0 30098 32789  2  6 92  0  0
 1  0   2560 1042656   5796 6419356    0    0     0     0 30459 32997  2  6 92  0  0
 0  0   2560 1042796   5796 6419356    0    0     0     0 30415 33282  3  5 93  0  0
 1  0   2560 1042460   5796 6419368    0    0     0     0 29105 31994  2  5 93  0  0
 1  0   2560 1039700   5796 6419384    0    0     0     0 30219 32676  2  6 91  0  0
 1  0   2560 1042068   5796 6419392    0    0     0    27 30100 32475  3  6 90  0  0
 0  0   2560 1042900   5796 6419392    0    0     0     0 30445 32925  2  6 92  0  0
 0  0   2560 1042868   5796 6419392    0    0     0     0 32495 35261  3  6 92  0  0
 0  0   2560 1041972   5796 6419392    0    0     0     0 31640 35215  2  6 92  0  0
 0  0   2560 1042172   5796 6419392    0    0     0     0 30788 33963  2  5 93  0  0
 0  0   2560 1040216   5796 6419416    0    0     0    26 30571 33068  3  6 90  0  0
