Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月09日 	_x86_64_	(4 CPU)

00時12分18秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時12分19秒        lo      7.00      7.00      0.65      0.65      0.00      0.00      0.00      0.00
00時12分19秒     ens33  24491.00  22269.00   9274.76  10751.05      0.00      0.00      0.00      0.88
00時12分19秒      cni0   7156.00   7713.00   4402.20   2919.53      0.00      0.00      0.00      0.00
00時12分19秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時12分19秒 veth854270a4     24.00     26.00      6.80      3.08      0.00      0.00      0.00      0.00
00時12分19秒 veth0c9b2fa5     16.00     16.00      2.27      1.68      0.00      0.00      0.00      0.00
00時12分19秒 veth8c54fcdc     55.00     63.00      6.64     10.72      0.00      0.00      0.00      0.00
00時12分19秒 veth31d8334d   3258.00   3209.00   1284.17   1825.96      0.00      0.00      0.00      0.15
00時12分19秒 veth8017ce2c   4056.00   4652.00   3341.83   1219.77      0.00      0.00      0.00      0.27

00時12分19秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時12分20秒        lo     21.00     21.00      3.03      3.03      0.00      0.00      0.00      0.00
00時12分20秒     ens33  26417.00  22765.00   9855.65   8451.09      0.00      0.00      0.00      0.81
00時12分20秒      cni0  11740.00  12420.00   5895.13   7271.29      0.00      0.00      0.00      0.00
00時12分20秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時12分20秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時12分20秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時12分20秒 veth8c54fcdc     43.00     51.00      4.06      4.57      0.00      0.00      0.00      0.00
00時12分20秒 veth31d8334d   7496.00   7385.00   3867.19   6056.40      0.00      0.00      0.00      0.50
00時12分20秒 veth8017ce2c   5762.00   6546.00   3037.42   2063.48      0.00      0.00      0.00      0.25

00時12分20秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時12分21秒        lo     10.00     10.00      1.06      1.06      0.00      0.00      0.00      0.00
00時12分21秒     ens33  23905.00  20843.00   9082.24   7747.52      0.00      0.00      0.00      0.74
00時12分21秒      cni0  10587.00  10855.00   5393.06   6695.50      0.00      0.00      0.00      0.00
00時12分21秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時12分21秒 veth854270a4     11.00     14.00      3.34      1.56      0.00      0.00      0.00      0.00
00時12分21秒 veth0c9b2fa5     29.00     29.00      5.84      3.69      0.00      0.00      0.00      0.00
00時12分21秒 veth8c54fcdc     83.00     89.00     14.05     15.06      0.00      0.00      0.00      0.00
00時12分21秒 veth31d8334d   6721.00   6599.00   3508.71   5468.86      0.00      0.00      0.00      0.45
00時12分21秒 veth8017ce2c   5060.00   5440.00   2646.71   1847.04      0.00      0.00      0.00      0.22

00時12分21秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時12分22秒        lo     17.00     17.00      3.40      3.40      0.00      0.00      0.00      0.00
00時12分22秒     ens33  24840.00  21790.00  10028.76   7468.58      0.00      0.00      0.00      0.82
00時12分22秒      cni0  10251.00  10031.00   4836.53   7329.13      0.00      0.00      0.00      0.00
00時12分22秒 vethbdca3de6      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
00時12分22秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時12分22秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
00時12分22秒 veth8c54fcdc     79.00     88.00      9.19     12.87      0.00      0.00      0.00      0.00
00時12分22秒 veth31d8334d   6600.00   6223.00   3180.15   6301.02      0.00      0.00      0.00      0.52
