ts_ns,query_type,latency_ms
1784277771978904566,select,16.073
1784277772000450308,update,57.996
1784277772167284685,select,13.655
1784277772187139545,update,24.321
1784277772320379584,select,13.481
1784277772339441667,update,23.877
1784277772472363464,select,13.965
1784277772492242092,update,23.479
1784277772624261339,select,13.606
1784277772643812917,update,22.995
1784277772775541336,select,13.358
1784277772794899637,update,23.787
1784277772927721384,select,13.232
1784277772946837870,update,23.465
1784277773078719764,select,12.887
1784277773097389957,update,23.153
1784277773228991269,select,13.975
1784277773248739993,update,23.768
1784277773381117198,select,12.779
1784277773399344322,update,22.608
1784277773530175159,select,13.092
1784277773548820981,update,23.810
1784277773680911870,select,13.185
1784277773699744382,update,22.667
1784277773830750009,select,12.839
1784277773849150375,update,24.292
1784277773981525214,select,13.084
1784277774000792017,update,25.614
1784277774135256103,select,13.571
1784277774155107618,update,23.718
1784277774287772567,select,13.761
1784277774307353489,update,23.175
1784277774438840208,select,12.595
1784277774456975126,update,23.168
1784277774588359143,select,12.516
1784277774606463038,update,22.812
1784277774737559943,select,13.199
1784277774756785466,update,23.853
1784277774889487952,select,13.031
1784277774908576840,update,23.623
1784277775040715726,select,13.637
1784277775060545879,update,23.627
1784277775192603946,select,13.220
1784277775211602539,update,24.244
1784277775344257895,select,14.579
1784277775364499736,update,25.520
1784277775498793045,select,12.852
1784277775517287313,update,23.120
1784277775648806464,select,13.091
1784277775667424938,update,22.710
1784277775798745281,select,13.065
1784277775818169742,update,23.566
1784277775950584176,select,13.327
1784277775969826301,update,23.022
1784277776101236155,select,13.254
1784277776120430177,update,23.386
1784277776252947724,select,13.902
1784277776273145200,update,24.147
1784277776406216277,select,12.806
1784277776424718221,update,23.133
1784277776556282508,select,13.373
1784277776575308732,update,24.125
1784277776708164416,select,12.959
1784277776726836870,update,22.947
1784277776857798398,select,14.088
1784277776877406422,update,24.862
1784277777011280484,select,14.457
1784277777031603528,update,23.352
1784277777163545205,select,14.687
1784277777184005319,update,29.557
1784277777322232656,select,13.332
1784277777340928328,update,23.204
1784277777472383679,select,13.087
1784277777491397847,update,24.066
1784277777623874383,select,14.209
1784277777643851592,update,23.487
1784277777776061716,select,13.785
1784277777795723345,update,23.673
1784277777928198237,select,13.566
1784277777947854736,update,23.830
1784277778080770549,select,13.033
1784277778099684141,update,23.913
1784277778232663429,select,13.834
1784277778252629059,update,24.228
1784277778385575519,select,13.446
1784277778404872653,update,23.233
1784277778536921376,select,13.017
1784277778555656127,update,23.966
1784277778687741006,select,13.874
1784277778707584777,update,23.663
1784277778839580499,select,12.633
1784277778857733654,update,23.049
1784277778989185903,select,13.097
1784277779008421374,update,23.571
1784277779140684208,select,13.259
1784277779159842395,update,23.551
1784277779292004384,select,12.937
1784277779310442174,update,23.886
1784277779442821860,select,13.025
1784277779461862294,update,23.829
1784277779594506834,select,13.012
1784277779612883554,update,24.752
1784277779746509282,select,13.049
1784277779765315679,update,24.013
1784277779898247048,select,13.077
1784277779917403233,update,24.288
1784277780050342983,select,13.938
1784277780070324943,update,24.754
1784277780203383920,select,14.571
1784277780224146203,update,24.300
1784277780357969795,select,14.484
1784277780378346166,update,23.008
1784277780509997138,select,13.856
1784277780529516462,update,26.749
1784277780664993728,select,13.581
1784277780684391290,update,24.881
1784277780817635006,select,12.849
1784277780836358830,update,23.942
1784277780969150258,select,13.181
1784277780987940798,update,23.424
1784277781121149335,select,13.739
1784277781140683636,update,23.682
1784277781272683651,select,13.247
1784277781291641871,update,23.658
1784277781423860739,select,13.299
1784277781443121069,update,23.060
1784277781574580999,select,12.760
1784277781592699915,update,22.657
1784277781723457763,select,12.850
1784277781741845576,update,22.768
1784277781873091080,select,12.769
1784277781892320608,update,23.384
1784277782025333421,select,13.102
1784277782044452001,update,23.561
1784277782177119272,select,15.731
1784277782199458104,update,24.502
1784277782332525596,select,13.744
1784277782352121976,update,24.438
1784277782484652606,select,12.592
1784277782502938032,update,23.642
1784277782634992322,select,14.256
1784277782655677849,update,23.753
1784277782788269907,select,13.410
1784277782807644697,update,23.856
1784277782940317590,select,13.304
1784277782959871037,update,23.066
1784277783091556689,select,13.418
1784277783111318206,update,23.521
1784277783243566881,select,14.023
1784277783263713300,update,24.573
1784277783397075848,select,13.396
1784277783416007360,update,22.942
1784277783547273146,select,13.203
1784277783566196398,update,23.147
1784277783697778343,select,13.214
1784277783716692309,update,23.254
1784277783848544896,select,13.682
1784277783867869396,update,24.038
1784277784000402233,select,13.667
1784277784021248369,update,24.468
1784277784154681616,select,13.440
1784277784173698969,update,23.567
1784277784305806594,select,13.555
1784277784324952174,update,24.123
1784277784458016230,select,13.340
1784277784477600036,update,24.566
1784277784610926909,select,13.485
1784277784630535623,update,23.823
1784277784763211367,select,13.241
1784277784781956760,update,23.353
1784277784913756424,select,13.230
1784277784932787472,update,24.111
1784277785065630444,select,13.763
1784277785085234971,update,23.544
1784277785217578243,select,12.603
1784277785236139174,update,23.357
1784277785368211446,select,13.307
1784277785387029721,update,23.550
1784277785519647315,select,12.521
1784277785537821642,update,24.183
1784277785670761252,select,13.280
1784277785689990266,update,23.577
1784277785821720011,select,13.138
1784277785840629345,update,23.493
1784277785972600736,select,12.853
1784277785991488150,update,23.594
1784277786123729059,select,14.105
1784277786143693625,update,23.146
1784277786274922008,select,14.107
1784277786294833164,update,23.323
1784277786427212225,select,14.232
1784277786447291005,update,23.735
1784277786579649000,select,13.133
1784277786598509615,update,24.115
1784277786731626147,select,12.856
1784277786749890467,update,24.047
1784277786882347121,select,13.130
1784277786901360302,update,23.989
1784277787034089959,select,13.527
1784277787053569154,update,22.986
1784277787185521011,select,13.588
1784277787205589963,update,24.145
1784277787338592193,select,13.929
1784277787358303612,update,23.520
1784277787490742131,select,14.206
1784277787511017025,update,23.217
1784277787643207559,select,14.091
1784277787662929978,update,23.440
1784277787794739854,select,14.495
1784277787815438039,update,32.182
1784277787956587435,select,13.923
1784277787976467555,update,24.411
1784277788109662822,select,13.680
1784277788129690049,update,23.732
1784277788262604256,select,13.676
1784277788282217149,update,23.773
1784277788414553479,select,13.885
1784277788434494760,update,23.105
1784277788566690835,select,13.485
1784277788585906132,update,23.582
1784277788718086478,select,13.298
1784277788737352291,update,24.118
1784277788870074804,select,12.922
1784277788888562545,update,23.443
1784277789020753124,select,13.565
1784277789040273203,update,23.739
1784277789172712296,select,13.403
1784277789191961727,update,23.323
1784277789324012895,select,13.622
1784277789343723573,update,25.166
1784277789477795211,select,13.530
1784277789496935147,update,23.571
1784277789629378701,select,13.414
1784277789648717153,update,23.459
1784277789780638470,select,13.666
1784277789799884311,update,23.907
