Linux 4.18.0-425.3.1.el8.x86_64 (l-dbm-labroom-1) 	西元2026年05月19日 	_x86_64_	(4 CPU)

19時11分32秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19時11分33秒  all    6.08    0.00    4.30    0.00    1.01    2.53    0.00    0.00    0.00   86.08
19時11分34秒  all    2.78    0.00    3.04    0.00    0.76    2.28    0.00    0.00    0.00   91.14
19時11分35秒  all    2.78    0.00    2.53    0.00    0.51    2.03    0.00    0.00    0.00   92.15
19時11分36秒  all    2.53    0.00    3.28    0.00    0.76    2.02    0.00    0.00    0.00   91.41
19時11分37秒  all    2.28    0.00    2.79    0.00    1.02    2.03    0.00    0.00    0.00   91.88
19時11分38秒  all    2.54    0.00    3.05    0.00    0.76    2.29    0.00    0.00    0.00   91.35
19時11分39秒  all    3.05    0.00    3.05    0.00    1.02    2.28    0.00    0.00    0.00   90.61
19時11分40秒  all    2.55    0.00    3.06    0.00    0.51    1.79    0.00    0.00    0.00   92.09
19時11分41秒  all    2.02    0.00    2.77    0.00    1.01    1.76    0.00    0.00    0.00   92.44
19時11分42秒  all    2.54    0.00    2.80    0.00    0.51    2.29    0.00    0.00    0.00   91.86
19時11分43秒  all    2.54    0.00    2.80    0.00    1.02    2.04    0.00    0.00    0.00   91.60
19時11分44秒  all    2.54    0.00    3.30    0.00    0.76    1.52    0.00    0.00    0.00   91.88
19時11分45秒  all    3.02    0.00    3.27    0.00    0.50    2.01    0.00    0.00    0.00   91.21
19時11分46秒  all    2.03    0.00    3.05    0.00    0.76    2.03    0.00    0.00    0.00   92.13
19時11分47秒  all    3.25    0.00    3.25    0.00    1.25    2.00    0.00    0.00    0.00   90.25
19時11分48秒  all    3.02    0.00    3.78    0.00    0.50    2.02    0.00    0.00    0.00   90.68
19時11分49秒  all    2.52    0.00    2.27    0.00    0.50    1.26    0.00    0.00    0.00   93.45
19時11分50秒  all    2.30    0.00    1.79    0.00    0.77    1.79    0.00    0.00    0.00   93.37
19時11分51秒  all    2.28    0.00    3.54    0.00    0.76    2.03    0.00    0.00    0.00   91.39
