ts_ns,query_type,latency_ms
1784050668545701410,select,291.072
1784050668840021341,update,248.410
1784050669193013053,select,242.634
1784050669438615736,update,249.508
1784050669792503436,select,234.600
1784050670030115104,update,235.748
1784050670370240530,select,248.076
1784050670621403437,update,242.309
1784050670968892102,select,236.138
1784050671208423430,update,241.407
1784050671555289221,select,234.603
1784050671792959978,update,252.111
1784050672149248837,select,238.047
1784050672391149973,update,237.656
1784050672733181243,select,241.822
1784050672979018523,update,246.059
1784050673330342692,select,239.833
1784050673573405784,update,249.146
1784050673927820964,select,234.219
1784050674165491986,update,242.116
1784050674513076953,select,229.576
1784050674746419008,update,247.996
1784050675099161911,select,227.797
1784050675329986800,update,244.867
1784050675679410970,select,241.785
1784050675924898542,update,249.758
1784050676278973591,select,226.027
1784050676507860752,update,237.328
1784050676850990206,select,244.314
1784050677098156341,update,236.519
1784050677438952905,select,221.335
1784050677663187385,update,231.932
1784050677999805490,select,228.017
1784050678230983754,update,246.733
1784050678582145864,select,236.023
1784050678821164237,update,243.470
1784050679169594825,select,238.940
1784050679411405718,update,234.305
1784050679749812796,select,244.612
1784050679997363474,update,247.495
1784050680349500596,select,244.589
1784050680597359426,update,229.699
1784050680931754757,select,222.494
1784050681157298640,update,240.961
1784050681502544869,select,232.366
1784050681738385180,update,230.171
1784050682073148451,select,237.803
1784050682314236639,update,247.091
1784050682666425333,select,239.430
1784050682909314685,update,228.540
1784050683243236331,select,240.578
1784050683486672376,update,236.065
1784050683826991121,select,241.407
1784050684072173082,update,232.486
1784050684409650297,select,220.422
1784050684633084581,update,227.009
1784050684964911634,select,219.953
1784050685187864240,update,254.875
1784050685547430020,select,237.622
1784050685788202588,update,231.540
1784050686124161760,select,238.673
1784050686367726528,update,239.355
1784050686711993742,select,249.529
1784050686965103754,update,238.703
1784050687309480092,select,239.376
1784050687551901005,update,243.443
1784050687900281406,select,234.334
1784050688138670066,update,229.081
1784050688472709415,select,229.981
1784050688705873016,update,233.136
1784050689044018950,select,242.751
1784050689290821338,update,242.934
1784050689638616189,select,241.033
1784050689882988542,update,248.942
1784050690236083713,select,233.741
1784050690472963785,update,244.325
1784050690821894186,select,238.205
1784050691062938058,update,243.419
1784050691410719412,select,241.855
1784050691655954137,update,244.710
1784050692005605186,select,227.691
1784050692236789215,update,227.136
1784050692569199331,select,224.171
1784050692796718418,update,234.092
1784050693135471603,select,232.347
1784050693370869872,update,229.281
1784050693705062318,select,223.715
1784050693931752347,update,228.441
1784050694264457387,select,236.138
1784050694503858740,update,235.375
1784050694844099271,select,249.981
1784050695097506104,update,270.022
1784050695472361137,select,252.688
1784050695728301903,update,257.755
1784050696090984363,select,241.493
1784050696335851538,update,257.079
1784050696697668314,select,236.996
1784050696937854186,update,281.225
1784050697324407062,select,272.821
1784050697601074121,update,314.023
1784050698020794200,select,298.778
1784050698323340577,update,305.761
1784050698736421929,select,284.816
1784050699025258964,update,301.314
1784050699432074235,select,325.987
1784050699761600866,update,304.267
1784050700171607760,select,277.197
1784050700452553702,update,291.415
1784050700849484346,select,301.454
1784050701154454868,update,310.192
1784050701570022047,select,278.745
1784050701852289764,update,305.988
1784050702263804241,select,290.072
1784050702557544127,update,322.146
1784050702985228065,select,300.955
1784050703289874771,update,396.767
1784050703793010325,select,309.681
1784050704106991955,update,332.015
1784050704545088355,select,297.804
1784050704846706192,update,317.692
1784050705270796922,select,292.673
1784050705567414785,update,297.450
1784050705970472254,select,285.089
1784050706259085402,update,320.700
1784050706685196929,select,293.295
1784050706982151540,update,353.446
1784050707441579440,select,293.466
1784050707738779155,update,318.414
1784050708163297084,select,291.346
1784050708459107903,update,340.175
1784050708905419012,select,282.547
1784050709191562163,update,318.631
1784050709616168391,select,280.311
1784050709899958840,update,310.318
1784050710316031261,select,287.083
1784050710607016498,update,428.068
1784050711140406351,select,279.392
1784050711423482518,update,309.937
1784050711838953702,select,279.978
1784050712122365500,update,307.632
1784050712535542908,select,288.197
1784050712827800490,update,319.588
1784050713253008057,select,293.748
1784050713550771835,update,301.724
1784050713958875928,select,310.751
1784050714273624450,update,375.319
1784050714754775605,select,304.968
1784050715064409483,update,325.959
1784050715497165984,select,309.452
1784050715810520907,update,290.024
1784050716206225554,select,289.109
1784050716499349999,update,323.605
1784050716928344601,select,290.038
1784050717221997741,update,310.200
1784050717638508822,select,306.553
1784050717949328807,update,323.353
1784050718379291612,select,312.449
1784050718695799592,update,323.968
1784050719125997896,select,306.514
1784050719436409122,update,330.171
1784050719872667198,select,294.170
1784050720170884415,update,319.289
1784050720596346010,select,305.013
1784050720905250574,update,326.029
1784050721337375085,select,308.426
1784050721649587541,update,310.185
1784050722066075066,select,290.308
1784050722360072097,update,321.132
1784050722787200048,select,303.830
1784050723095389647,update,353.304
1784050723554639650,select,282.789
1784050723841827280,update,324.075
1784050724272001128,select,310.078
1784050724586271023,update,322.656
1784050725015137905,select,298.184
1784050725316903769,update,326.931
1784050725749871520,select,287.560
1784050726041032433,update,302.103
1784050726449251331,select,281.736
1784050726734980028,update,314.717
1784050727155609575,select,309.598
1784050727469067874,update,315.573
1784050727890184850,select,278.595
1784050728172594427,update,329.740
