Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-2) 	西元2026年06月19日 	_x86_64_	(4 CPU)

05時00分45秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05時01分18秒  all   15.71    0.00   13.09   23.04    1.57    2.88    0.00    0.00    0.00   43.72
05時01分19秒  all   13.98    0.00   12.14   24.80    2.11    2.64    0.00    0.00    0.00   44.33
05時01分20秒  all   15.28    0.00   13.73   23.32    1.81    2.33    0.00    0.00    0.00   43.52
05時01分21秒  all   15.17    0.00   13.88   22.88    1.54    2.57    0.00    0.00    0.00   43.96
05時01分22秒  all   14.40    0.00   13.87   22.51    1.83    2.62    0.00    0.00    0.00   44.76
05時01分23秒  all   15.71    0.00   14.66   21.47    2.09    2.36    0.00    0.00    0.00   43.72
05時01分24秒  all   15.76    0.00   12.66   23.26    2.07    2.84    0.00    0.00    0.00   43.41
05時01分25秒  all   15.50    0.00   12.66   21.96    1.55    2.07    0.00    0.00    0.00   46.25
05時01分26秒  all   15.94    0.00   13.88   22.88    1.80    2.83    0.00    0.00    0.00   42.67
05時01分27秒  all   16.88    0.00   13.77   21.56    1.82    2.34    0.00    0.00    0.00   43.64
05時01分28秒  all   16.20    0.00   13.62   22.11    2.06    3.08    0.00    0.00    0.00   42.93
05時01分29秒  all   16.62    0.00   14.83   21.99    1.79    2.30    0.00    0.00    0.00   42.46
05時01分30秒  all   16.84    0.00   12.69   22.28    1.81    2.59    0.00    0.00    0.00   43.78
05時01分31秒  all   16.45    0.00   14.65   21.59    1.54    2.57    0.00    0.00    0.00   43.19
05時01分32秒  all   15.54    0.00   14.51   22.28    2.33    3.11    0.00    0.00    0.00   42.23
05時01分33秒  all   18.16    0.00   13.68   21.84    1.84    2.63    0.00    0.00    0.00   41.84
05時01分34秒  all   16.07    0.00   15.05   22.70    1.79    2.30    0.00    0.00    0.00   42.09
05時01分35秒  all   14.70    0.00   13.65   22.83    1.84    2.89    0.00    0.00    0.00   44.09
05時01分36秒  all   16.02    0.00   13.70   23.51    2.07    2.58    0.00    0.00    0.00   42.12
05時01分37秒  all   16.36    0.00   12.93   23.75    1.85    2.64    0.00    0.00    0.00   42.48
05時01分38秒  all   15.84    0.00   13.25   23.90    1.56    2.86    0.00    0.00    0.00   42.60
05時01分39秒  all   16.41    0.00   12.82   20.77    2.31    2.56    0.00    0.00    0.00   45.13
05時01分40秒  all   16.06    0.00   12.95   23.83    1.55    2.59    0.00    0.00    0.00   43.01
05時01分41秒  all   17.31    0.00   14.47   22.22    1.55    2.33    0.00    0.00    0.00   42.12
05時01分42秒  all   17.66    0.00   14.55   22.86    2.08    2.60    0.00    0.00    0.00   40.26
05時01分43秒  all   16.75    0.00   14.43   21.39    2.06    2.84    0.00    0.00    0.00   42.53
05時01分44秒  all   16.10    0.00   14.29   23.38    1.56    2.34    0.00    0.00    0.00   42.34
05時01分45秒  all   14.77    0.00   12.18   19.69    1.55    2.59    0.00    0.00    0.00   49.22
05時01分46秒  all    3.54    0.00    2.53    0.25    0.76    0.25    0.00    0.00    0.00   92.68
05時01分47秒  all    3.98    0.00    1.99    0.25    0.25    0.75    0.00    0.00    0.00   92.79
05時01分48秒  all    8.25    0.00    2.75    0.75    0.75    0.50    0.00    0.00    0.00   87.00
05時01分49秒  all    5.30    0.00    2.27    0.25    0.00    0.51    0.00    0.00    0.00   91.67
05時01分50秒  all    8.52    0.00    2.26    0.50    0.25    0.25    0.00    0.00    0.00   88.22
平均時間：  all   14.84    0.00   12.33   21.79    1.70    2.39    0.00    0.00    0.00   46.96
