Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月09日 	_x86_64_	(4 CPU)

00時40分23秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時40分24秒        lo      7.00      7.00      1.03      1.03      0.00      0.00      0.00      0.00
00時40分24秒     ens33  19351.00  17801.00   7634.20   9234.37      0.00      0.00      0.00      0.76
00時40分24秒      cni0   4573.00   4893.00   3090.75   1477.06      0.00      0.00      0.00      0.00
00時40分24秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時40分24秒 veth854270a4      6.00      6.00      0.50      3.43      0.00      0.00      0.00      0.00
00時40分24秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時40分24秒 veth8c54fcdc     56.00     62.00     11.07     10.48      0.00      0.00      0.00      0.00
00時40分24秒 veth31d8334d   1725.00   1749.00    771.02    825.46      0.00      0.00      0.00      0.07
00時40分24秒 veth8017ce2c   2880.00   3170.00   2408.83    675.85      0.00      0.00      0.00      0.20

00時40分24秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時40分25秒        lo      8.00      8.00      0.78      0.78      0.00      0.00      0.00      0.00
00時40分25秒     ens33  23530.00  21253.00   8298.64   8252.54      0.00      0.00      0.00      0.68
00時40分25秒      cni0  10377.00  10430.00   5701.43   5749.44      0.00      0.00      0.00      0.00
00時40分25秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時40分25秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
00時40分25秒 veth0c9b2fa5     29.00     29.00      5.84      3.69      0.00      0.00      0.00      0.00
00時40分25秒 veth8c54fcdc    123.00    134.00     14.49     15.33      0.00      0.00      0.00      0.00
00時40分25秒 veth31d8334d   7332.00   7221.00   4586.11   5150.91      0.00      0.00      0.00      0.42
00時40分25秒 veth8017ce2c   4314.00   4466.00   2158.05   1502.72      0.00      0.00      0.00      0.18

00時40分25秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時40分26秒        lo     25.00     25.00     10.26     10.26      0.00      0.00      0.00      0.00
00時40分26秒     ens33  25992.00  23242.00   9765.25  10047.47      0.00      0.00      0.00      0.82
00時40分26秒      cni0  11569.00  11543.00   7280.50   6980.30      0.00      0.00      0.00      0.00
00時40分26秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時40分26秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時40分26秒 veth0c9b2fa5      7.00      7.00      1.41      1.00      0.00      0.00      0.00      0.00
00時40分26秒 veth8c54fcdc     70.00     76.00     11.82     11.66      0.00      0.00      0.00      0.00
00時40分26秒 veth31d8334d   8178.00   7712.00   5988.65   6277.69      0.00      0.00      0.00      0.51
00時40分26秒 veth8017ce2c   5199.00   5633.00   2599.77   1852.94      0.00      0.00      0.00      0.21

00時40分26秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時40分27秒        lo      2.00      2.00      0.22      0.22      0.00      0.00      0.00      0.00
00時40分27秒     ens33  26077.00  23444.00   9711.11   9934.67      0.00      0.00      0.00      0.81
00時40分27秒      cni0  12627.00  12501.00   7409.28   7187.41      0.00      0.00      0.00      0.00
00時40分27秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時40分27秒 veth854270a4     10.00     13.00      3.27      1.38      0.00      0.00      0.00      0.00
00時40分27秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
00時40分27秒 veth8c54fcdc     55.00     60.00      6.30     10.64      0.00      0.00      0.00      0.00
00時40分27秒 veth31d8334d   8259.00   7449.00   5590.41   6234.77      0.00      0.00      0.00      0.51
00時40分27秒 veth8017ce2c   6490.00   7166.00   3303.75   2263.00      0.00      0.00      0.00      0.27

00時40分27秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時40分28秒        lo     20.00     20.00      2.54      2.54      0.00      0.00      0.00      0.00
00時40分28秒     ens33  27432.00  24755.00  10266.60  10638.15      0.00      0.00      0.00      0.87
00時40分28秒      cni0  12935.00  12644.00   7812.52   7429.54      0.00      0.00      0.00      0.00
00時40分28秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時40分28秒 veth854270a4      1.00      1.00      0.06      0.06      0.00      0.00      0.00      0.00
00時40分28秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時40分28秒 veth8c54fcdc     72.00     80.00      8.59      7.87      0.00      0.00      0.00      0.00
00時40分28秒 veth31d8334d   8806.00   7797.00   6202.69   6638.69      0.00      0.00      0.00      0.54
00時40分28秒 veth8017ce2c   6552.00   7262.00   3378.34   2383.23      0.00      0.00      0.00      0.28

00時40分28秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時40分29秒        lo     13.00     13.00      1.92      1.92      0.00      0.00      0.00      0.00
00時40分29秒     ens33  23853.00  21239.00   8973.03   9218.63      0.00      0.00      0.00      0.76
00時40分29秒      cni0  11675.00  11704.00   6980.27   6725.51      0.00      0.00      0.00      0.00
00時40分29秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時40分29秒 veth854270a4     22.00     24.00      6.67      2.63      0.00      0.00      0.00      0.00
00時40分29秒 veth0c9b2fa5     34.00     34.00      6.30      4.13      0.00      0.00      0.00      0.00
00時40分29秒 veth8c54fcdc    121.00    126.00     17.26     19.98      0.00      0.00      0.00      0.00
00時40分29秒 veth31d8334d   7616.00   6987.00   5353.45   5954.53      0.00      0.00      0.00      0.49
00時40分29秒 veth8017ce2c   6191.00   6842.00   3266.47   2254.51      0.00      0.00      0.00      0.27

00時40分29秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時40分30秒        lo     10.00     10.00      1.30      1.30      0.00      0.00      0.00      0.00
00時40分30秒     ens33  24766.00  22274.00   9182.22   9195.49      0.00      0.00      0.00      0.75
00時40分30秒      cni0  10843.00  10823.00   6502.94   6481.43      0.00      0.00      0.00      0.00
00時40分30秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
00時40分30秒 veth854270a4      1.00      1.00      0.06      0.06      0.00      0.00      0.00      0.00
00時40分30秒 veth0c9b2fa5      7.00      7.00      1.38      0.86      0.00      0.00      0.00      0.00
00時40分30秒 veth8c54fcdc     56.00     59.00      6.92     10.43      0.00      0.00      0.00      0.00
00時40分30秒 veth31d8334d   7356.00   7026.00   5147.27   5765.81      0.00      0.00      0.00      0.47
00時40分30秒 veth8017ce2c   5322.00   5630.00   2572.73   1781.52      0.00      0.00      0.00      0.21

00時40分30秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
00時40分31秒        lo      2.00      2.00      0.23      0.23      0.00      0.00      0.00      0.00
00時40分31秒     ens33  25598.00  24063.00   9598.45  10156.04      0.00      0.00      0.00      0.83
00時40分31秒      cni0  10844.00   9699.00   7105.99   6520.96      0.00      0.00      0.00      0.00
