Linux 4.18.0-553.129.1.el8_10.x86_64 (g-test-poc-2) 	06/22/26 	_x86_64_	(4 CPU)

14:52:36     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:52:37     all    1.53    0.00    2.04    0.00    0.51    0.00    0.00    0.00    0.00   95.93
14:52:38     all    1.25    0.00    1.00    0.75    0.50    0.25    0.00    0.00    0.00   96.25
14:52:39     all    2.27    0.00    1.01    0.76    0.51    0.00    0.00    0.00    0.00   95.45
14:52:40     all    2.28    0.00    0.76    0.00    0.00    0.25    0.00    0.00    0.00   96.70
14:52:41     all    2.27    0.00    1.26    1.01    0.50    0.25    0.00    0.00    0.00   94.71
14:52:42     all    1.01    0.00    1.01    1.01    0.51    0.51    0.00    0.00    0.00   95.96
14:52:43     all    3.02    0.00    1.26    0.50    0.25    0.00    0.00    0.00    0.00   94.97
14:52:44     all    1.01    0.00    1.01    0.25    0.51    0.00    0.00    0.00    0.00   97.22
14:52:45     all    2.01    0.00    1.51    0.75    0.50    0.00    0.50    0.00    0.00   94.72
14:52:46     all   11.72    0.00    1.50    2.00    0.75    0.75    0.00    0.00    0.00   83.29
14:52:47     all   25.19    0.00    4.68    2.86    1.30    0.00    0.00    0.00    0.00   65.97
14:52:48     all   17.90    0.00    3.84    4.60    1.53    0.00    0.00    0.00    0.00   72.12
14:52:49     all    2.54    0.00    1.02    0.51    0.00    0.25    0.00    0.00    0.00   95.69
14:52:50     all    2.02    0.00    0.76    0.00    0.25    0.51    0.00    0.00    0.00   96.46
14:52:51     all    2.25    0.00    1.50    1.25    0.75    0.25    0.00    0.00    0.00   94.00
14:52:52     all    1.27    0.00    1.02    0.76    0.25    0.00    0.00    0.00    0.00   96.69
14:52:53     all    2.52    0.00    0.76    0.76    0.50    0.00    0.00    0.00    0.00   95.47
14:52:54     all    1.50    0.00    1.25    0.75    0.25    0.50    0.00    0.00    0.00   95.75
14:52:55     all    1.53    0.00    0.76    0.25    0.25    0.00    0.00    0.00    0.00   97.20
14:52:56     all    4.23    0.00    1.24    1.00    0.75    0.25    0.00    0.00    0.00   92.54
14:52:57     all    1.02    0.00    0.76    0.25    0.25    0.00    0.00    0.00    0.00   97.71
14:52:58     all    2.00    0.00    1.00    0.25    0.25    0.25    0.00    0.00    0.00   96.25
14:52:59     all    2.01    0.00    1.51    0.75    0.75    0.25    0.00    0.00    0.00   94.72
14:53:00     all    3.05    0.00    1.27    0.76    0.00    0.25    0.00    0.00    0.00   94.67
14:53:01     all    2.78    0.00    0.76    0.76    0.76    0.25    0.00    0.00    0.00   94.70
14:53:02     all    1.26    0.00    1.26    0.75    0.25    0.25    0.00    0.00    0.00   96.23
14:53:03     all    2.51    0.00    1.51    0.75    0.50    0.25    0.00    0.00    0.00   94.47
14:53:04     all    1.77    0.00    0.51    0.76    0.51    0.00    0.00    0.00    0.00   96.46
14:53:05     all    1.52    0.00    1.27    0.51    0.25    0.00    0.00    0.00    0.00   96.46
14:53:06     all    3.77    0.00    1.01    1.01    0.50    0.75    0.00    0.00    0.00   92.96
14:53:07     all    1.77    0.00    0.76    0.00    0.25    0.00    0.00    0.00    0.00   97.22
14:53:08     all    1.26    0.00    1.26    0.00    0.51    0.00    0.00    0.00    0.00   96.97
14:53:09     all    2.25    0.00    1.00    1.25    0.50    0.25    0.25    0.00    0.00   94.50
14:53:10     all    2.29    0.00    0.51    0.25    0.25    0.25    0.00    0.00    0.00   96.44
14:53:11     all    2.01    0.00    1.50    1.00    0.50    0.25    0.00    0.00    0.00   94.74
14:53:12     all    1.76    0.00    1.01    0.76    0.25    0.25    0.25    0.00    0.00   95.72
14:53:13     all    2.52    0.00    0.25    0.50    0.50    0.00    0.25    0.00    0.00   95.97
