87|3022
116|3024
71|3023
68|3024
51|3018
80|3019
70|3029
52|3025
84|3021
92|3027
101|3023
69|3021
114|3025
115|3021
60|3023
97|3025
108|3024
112|3021
22|3020
59|3025
65|3021
127|3025
124|3021
98|3021
73|3018
103|3020
44|3028
11|3027
42|3026
121|3027
117|3020
88|3024
82|3027
125|3019
119|3025
113|3023
40|3023
43|3024
9|3023
120|3023
15|3018
79|3022
26|3026
48|3026
85|3022
72|3026
95|3022
57|3022
19|3024
61|3022
81|3020
77|3022
30|3024
21|3022
3|3024
17|3029
28|3024
37|3020
104|3023
5|3022
56|3023
91|3024
74|3024
54|3020
29|3024
4|3028
34|3022
96|3025
67|3021
83|3025
63|3019
10|3022
90|3022
35|3021
105|3026
45|3023
6|3027
107|3025
86|3025
39|3025
93|3024
89|3029
36|3023
31|3027
50|3020
102|3028
14|3021
66|3020
109|3023
13|3022
118|3023
111|3025
2|3027
16|3023
62|3022
75|3021
123|3027
128|3023
126|3025
99|3023
41|3023
46|3023
53|3024
32|3021
7|3023
100|3025
38|3028
12|3022
78|3023
24|3024
25|3023
122|3028
94|3022
49|3020
47|3020
20|3022
33|3028
1|3025
76|3019
106|3025
18|3021
64|3020
110|3020
55|3026
27|3020
23|3018
58|3025
8|3023
