Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

20時27分33秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時27分34秒        lo      5.00      5.00      0.77      0.77      0.00      0.00      0.00      0.00
20時27分34秒     ens33  41194.00  35252.00  16210.05  15664.14      0.00      0.00      0.00      1.33
20時27分34秒      cni0  16189.00  17026.00  11229.25  11669.04      0.00      0.00      0.00      0.00
20時27分34秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時27分34秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時27分34秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時27分34秒 vethba68c3a0   2416.00   2460.00    313.99    311.20      0.00      0.00      0.00      0.03
20時27分34秒 veth0a72e473   7723.00   9454.00   8299.02  10227.53      0.00      0.00      0.00      0.84
20時27分34秒 veth575532b7  11799.00  10861.00   5306.16   3598.89      0.00      0.00      0.00      0.43

20時27分34秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時27分35秒        lo      3.92      3.92      0.32      0.32      0.00      0.00      0.00      0.00
20時27分35秒     ens33  40506.86  34500.98  15778.28  14727.78      0.00      0.00      0.00      1.29
20時27分35秒      cni0  15717.65  16752.94  10405.57  11352.70      0.00      0.00      0.00      0.00
20時27分35秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時27分35秒 veth854270a4     11.76     12.75      3.33      1.47      0.00      0.00      0.00      0.00
20時27分35秒 veth0c9b2fa5     10.78     10.78      1.77      1.22      0.00      0.00      0.00      0.00
20時27分35秒 vethba68c3a0   2403.92   2461.76    320.99    306.72      0.00      0.00      0.00      0.03
20時27分35秒 veth0a72e473   7198.04   9024.51   7456.96   9902.36      0.00      0.00      0.00      0.81
20時27分35秒 veth575532b7  11408.82  10560.78   5268.53   3572.48      0.00      0.00      0.00      0.43

20時27分35秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時27分36秒        lo      5.00      5.00      0.98      0.98      0.00      0.00      0.00      0.00
