CLUSTER_STATEMENTS_SUMMARY	MAX_PARSE_LATENCY	19	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_COMPILE_LATENCY	20	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_COMPILE_LATENCY	21	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	SUM_COP_TASK_NUM	22	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_COP_PROCESS_TIME	23	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_COP_PROCESS_ADDRESS	24	varchar(256)	YES		
CLUSTER_STATEMENTS_SUMMARY	MAX_COP_WAIT_TIME	25	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_COP_WAIT_ADDRESS	26	varchar(256)	YES		
CLUSTER_STATEMENTS_SUMMARY	AVG_PROCESS_TIME	27	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_PROCESS_TIME	28	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_WAIT_TIME	29	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_WAIT_TIME	30	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_BACKOFF_TIME	31	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_BACKOFF_TIME	32	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_TOTAL_KEYS	33	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_TOTAL_KEYS	34	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_PROCESSED_KEYS	35	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_PROCESSED_KEYS	36	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_ROCKSDB_DELETE_SKIPPED_COUNT	37	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_ROCKSDB_DELETE_SKIPPED_COUNT	38	int unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_ROCKSDB_KEY_SKIPPED_COUNT	39	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_ROCKSDB_KEY_SKIPPED_COUNT	40	int unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_ROCKSDB_BLOCK_CACHE_HIT_COUNT	41	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_ROCKSDB_BLOCK_CACHE_HIT_COUNT	42	int unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_ROCKSDB_BLOCK_READ_COUNT	43	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_ROCKSDB_BLOCK_READ_COUNT	44	int unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_ROCKSDB_BLOCK_READ_BYTE	45	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_ROCKSDB_BLOCK_READ_BYTE	46	int unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_PREWRITE_TIME	47	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_PREWRITE_TIME	48	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_COMMIT_TIME	49	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_COMMIT_TIME	50	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_GET_COMMIT_TS_TIME	51	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_GET_COMMIT_TS_TIME	52	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_COMMIT_BACKOFF_TIME	53	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_COMMIT_BACKOFF_TIME	54	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_RESOLVE_LOCK_TIME	55	bigint unsigned	NO		
