36	3007
90	3009
7	3009
78	3011
62	3011
82	3009
105	3008
72	3010
35	3011
18	3010
47	3013
19	3010
39	3010
41	3009
98	3014
48	3012
57	3010
111	3008
40	3011
6	3011
79	3010
8	3010
60	3010
106	3010
15	3011
37	3010
31	3012
45	3011
73	3013
2	3008
117	3012
51	3011
34	3010
71	3009
94	3009
101	3008
84	3016
127	3009
70	3009
83	3008
28	3011
30	3012
46	3010
107	3014
96	3011
67	3010
12	3009
113	3011
109	3012
23	3012
25	3012
22	3009
26	3011
59	3011
9	3010
52	3010
118	3014
3	3013
126	3011
128	3009
102	3010
121	3012
76	3012
97	3009
32	3011
74	3010
112	3011
61	3013
66	3011
92	3012
120	3011
85	3011
29	3011
86	3012
14	3009
53	3012
24	3010
68	3009
58	3015
108	3010
115	3012
81	3014
10	3008
124	3012
38	3011
114	3010
75	3011
44	3008
110	3009
50	3012
49	3010
103	3008
119	3009
27	3015
43	3015
42	3011
63	3010
65	3013
17	3011
21	3009
64	3011
56	3013
122	3011
116	3009
89	3011
11	3009
87	3010
4	3013
16	3007
55	3012
95	3009
93	3011
88	3010
33	3011
69	3012
13	3010
20	3011
123	3011
80	3010
1	3012
77	3007
54	3009
5	3012
100	3011
104	3010
99	3010
125	3013
91	3010
