Linux 4.18.0-425.3.1.el8.x86_64 (l-dbm-labroom-1) 	西元2026年05月25日 	_x86_64_	(4 CPU)

22時12分51秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
22時12分52秒  all    4.53    0.00    2.77    0.00    0.25    1.26    0.00    0.00    0.00   91.18
22時12分53秒  all    2.03    0.00    2.03    0.00    1.01    1.52    0.00    0.00    0.00   93.42
22時12分54秒  all    4.04    0.00    4.04    0.00    0.76    2.27    0.00    0.00    0.00   88.89
22時12分55秒  all    3.54    0.00    3.29    0.00    0.76    2.03    0.00    0.00    0.00   90.38
22時12分56秒  all    3.53    0.00    3.02    0.00    0.76    1.76    0.00    0.00    0.00   90.93
22時12分57秒  all    2.53    0.00    3.28    0.00    1.01    2.02    0.00    0.00    0.00   91.16
22時12分58秒  all    4.79    0.00    4.79    0.00    0.76    2.02    0.00    0.00    0.00   87.66
22時12分59秒  all    2.55    0.00    2.55    0.00    0.77    2.04    0.00    0.00    0.00   92.09
22時13分00秒  all    3.01    0.00    3.76    0.00    1.25    2.01    0.00    0.00    0.00   89.97
22時13分01秒  all    4.28    0.00    4.03    0.00    0.50    2.02    0.00    0.00    0.00   89.17
22時13分02秒  all    4.79    0.00    4.79    0.25    1.01    2.02    0.00    0.00    0.00   87.15
22時13分03秒  all    3.27    0.00    3.02    0.00    0.76    1.76    0.00    0.00    0.00   91.18
22時13分04秒  all    3.03    0.00    3.28    0.00    0.76    2.02    0.00    0.00    0.00   90.91
22時13分05秒  all    3.06    0.00    2.55    0.00    1.02    2.04    0.00    0.00    0.00   91.33
22時13分06秒  all    4.04    0.00    4.55    0.00    0.51    2.27    0.00    0.00    0.00   88.64
22時13分07秒  all    2.53    0.00    3.29    0.00    1.01    1.52    0.00    0.00    0.00   91.65
22時13分08秒  all    2.81    0.00    2.30    0.00    0.51    1.79    0.00    0.00    0.00   92.58
22時13分09秒  all    3.02    0.00    3.27    0.00    1.01    2.27    0.00    0.00    0.00   90.43
22時13分10秒  all    3.78    0.00    5.29    0.00    0.76    2.02    0.00    0.00    0.00   88.16
22時13分11秒  all    1.79    0.00    2.81    0.00    0.77    1.79    0.00    0.00    0.00   92.86
22時13分12秒  all    2.51    0.00    2.51    0.00    1.01    1.51    0.00    0.00    0.00   92.46
22時13分13秒  all    3.28    0.00    3.54    0.00    0.76    1.77    0.00    0.00    0.00   90.66
22時13分14秒  all    4.03    0.00    4.03    0.00    0.76    2.27    0.00    0.00    0.00   88.92
22時13分15秒  all    2.77    0.00    3.02    0.00    0.76    2.02    0.00    0.00    0.00   91.44
22時13分16秒  all    3.05    0.00    3.30    0.00    0.76    1.78    0.00    0.00    0.00   91.12
22時13分17秒  all    2.79    0.00    3.05    0.00    0.76    2.03    0.00    0.00    0.00   91.37
22時13分18秒  all    3.54    0.00    4.55    0.00    1.01    2.27    0.00    0.00    0.00   88.64
22時13分19秒  all    3.76    0.00    3.51    0.00    0.75    2.01    0.00    0.00    0.00   89.97
22時13分20秒  all    8.82    0.00    5.29    0.00    1.01    1.51    0.00    0.00    0.00   83.38
22時13分21秒  all    3.51    0.00    4.01    0.00    0.75    2.26    0.00    0.00    0.00   89.47
22時13分22秒  all    4.04    0.00    4.29    0.00    0.76    2.02    0.00    0.00    0.00   88.89
22時13分23秒  all    2.55    0.00    2.55    0.00    1.02    2.04    0.00    0.00    0.00   91.84
22時13分24秒  all    3.05    0.00    3.30    0.00    0.76    1.78    0.00    0.00    0.00   91.12
22時13分25秒  all    4.08    0.00    3.57    0.00    0.77    2.30    0.00    0.00    0.00   89.29
22時13分26秒  all    2.54    0.00    3.82    0.00    1.02    2.29    0.00    0.00    0.00   90.33
22時13分27秒  all    3.31    0.00    2.80    0.00    1.02    2.04    0.00    0.00    0.00   90.84
22時13分28秒  all    2.33    0.00    2.58    0.00    0.52    2.07    0.00    0.00    0.00   92.51
22時13分29秒  all    4.01    0.00    4.26    0.00    1.00    2.26    0.00    0.00    0.00   88.47
22時13分30秒  all    2.80    0.00    3.31    0.00    1.02    1.78    0.00    0.00    0.00   91.09
22時13分31秒  all    2.55    0.00    2.81    0.00    0.77    2.04    0.00    0.00    0.00   91.84
22時13分32秒  all    2.53    0.00    2.78    0.00    0.76    2.27    0.00    0.00    0.00   91.67
22時13分33秒  all    3.54    0.00    4.29    0.00    0.76    2.02    0.00    0.00    0.00   89.39
22時13分34秒  all    2.79    0.00    3.81    0.00    1.02    1.78    0.00    0.00    0.00   90.61
22時13分35秒  all    3.31    0.00    3.31    0.00    0.51    2.29    0.00    0.00    0.00   90.59
22時13分36秒  all    3.53    0.00    3.02    0.00    1.26    2.02    0.00    0.00    0.00   90.18
22時13分37秒  all    3.29    0.00    4.30    0.00    0.76    2.28    0.00    0.00    0.00   89.37
22時13分38秒  all    3.54    0.00    4.04    0.00    0.51    1.77    0.00    0.00    0.00   90.15
22時13分39秒  all    1.78    0.00    3.05    0.00    0.76    1.78    0.00    0.00    0.00   92.62
22時13分40秒  all    3.02    0.00    3.27    0.00    1.26    1.76    0.00    0.00    0.00   90.70
22時13分41秒  all    4.05    0.00    4.30    0.25    0.76    2.03    0.00    0.00    0.00   88.61
22時13分42秒  all    2.78    0.00    3.54    0.00    0.76    2.03    0.00    0.00    0.00   90.89
22時13分43秒  all    3.50    0.00    3.50    0.00    1.00    2.00    0.00    0.00    0.00   90.00
22時13分44秒  all    2.53    0.00    3.54    0.00    0.51    2.28    0.00    0.00    0.00   91.14
22時13分45秒  all    4.28    0.00    5.29    0.00    0.76    1.76    0.00    0.00    0.00   87.91
22時13分46秒  all    2.53    0.00    3.04    0.00    1.27    2.28    0.00    0.00    0.00   90.89
22時13分47秒  all    3.27    0.00    3.02    0.00    0.76    2.02    0.00    0.00    0.00   90.93
22時13分48秒  all    2.54    0.00    3.30    0.00    0.76    2.03    0.00    0.00    0.00   91.37
22時13分49秒  all    4.53    0.00    5.04    0.00    1.01    2.02    0.00    0.00    0.00   87.41
22時13分50秒  all    3.05    0.00    2.80    0.00    0.76    2.04    0.00    0.00    0.00   91.35
22時13分51秒  all    2.05    0.00    2.56    0.00    0.77    2.05    0.00    0.00    0.00   92.58
22時13分52秒  all    3.55    0.00    2.79    0.00    0.76    2.03    0.00    0.00    0.00   90.86
22時13分53秒  all    4.03    0.00    4.79    0.00    1.01    2.02    0.00    0.00    0.00   88.16
22時13分54秒  all    3.25    0.00    3.50    0.00    0.75    2.00    0.00    0.00    0.00   90.50
22時13分55秒  all    2.81    0.00    2.55    0.00    0.77    2.04    0.00    0.00    0.00   91.84
22時13分56秒  all    2.04    0.00    3.57    0.00    0.77    1.53    0.00    0.00    0.00   92.09
22時13分57秒  all    4.03    0.00    5.04    0.00    0.76    2.27    0.00    0.00    0.00   87.91
22時13分58秒  all    2.54    0.00    3.05    0.00    1.02    1.78    0.00    0.00    0.00   91.62
22時13分59秒  all    2.79    0.00    3.30    0.00    1.02    2.54    0.00    0.00    0.00   90.36
22時14分00秒  all    3.52    0.00    4.27    0.00    1.01    2.01    0.00    0.00    0.00   89.20
22時14分01秒  all    3.58    0.00    4.09    0.00    0.51    1.79    0.00    0.00    0.00   90.03
22時14分02秒  all    5.29    0.00    2.77    0.00    1.01    2.02    0.00    0.00    0.00   88.92
22時14分03秒  all    2.51    0.00    3.52    0.00    1.01    1.76    0.00    0.00    0.00   91.21
22時14分04秒  all    3.82    0.00    4.58    0.00    0.76    1.78    0.00    0.00    0.00   89.06
22時14分05秒  all    3.49    0.00    4.24    0.00    1.00    2.49    0.00    0.00    0.00   88.78
22時14分06秒  all    2.52    0.00    3.78    0.00    0.76    1.76    0.00    0.00    0.00   91.18
22時14分07秒  all    2.79    0.00    3.30    0.00    0.76    1.78    0.00    0.00    0.00   91.37
22時14分08秒  all    3.54    0.00    4.56    0.00    0.76    2.28    0.00    0.00    0.00   88.86
22時14分09秒  all    1.79    0.00    2.56    0.00    1.02    2.05    0.00    0.00    0.00   92.58
22時14分10秒  all    2.78    0.00    3.28    0.00    0.76    1.77    0.00    0.00    0.00   91.41
22時14分11秒  all    3.03    0.00    3.79    0.00    0.76    2.02    0.00    0.00    0.00   90.40
22時14分12秒  all    3.79    0.00    4.29    0.00    1.01    2.02    0.00    0.00    0.00   88.89
22時14分13秒  all    2.54    0.00    3.05    0.00    0.51    1.78    0.00    0.00    0.00   92.13
22時14分14秒  all    2.78    0.00    3.03    0.00    1.01    2.02    0.00    0.00    0.00   91.16
22時14分15秒  all    4.02    0.00    4.02    0.00    0.75    1.76    0.00    0.00    0.00   89.45
22時14分16秒  all    2.78    0.00    4.55    0.00    0.76    2.27    0.00    0.00    0.00   89.65
22時14分17秒  all    3.02    0.00    2.77    0.00    1.01    1.76    0.00    0.00    0.00   91.44
22時14分18秒  all    2.78    0.00    3.29    0.00    0.76    2.03    0.00    0.00    0.00   91.14
22時14分19秒  all    3.06    0.00    3.57    0.00    0.51    1.79    0.00    0.00    0.00   91.07
22時14分20秒  all    9.07    0.00    5.29    0.00    0.76    1.76    0.00    0.00    0.00   83.12
22時14分21秒  all    3.00    0.00    3.50    0.00    1.25    2.00    0.00    0.00    0.00   90.25
22時14分22秒  all    2.78    0.00    2.78    0.00    0.51    2.02    0.00    0.00    0.00   91.92
22時14分23秒  all    4.27    0.00    4.52    0.00    1.01    2.01    0.00    0.00    0.00   88.19
22時14分24秒  all    2.28    0.00    3.04    0.00    0.76    1.77    0.00    0.00    0.00   92.15
22時14分25秒  all    2.55    0.00    3.06    0.00    0.51    1.79    0.00    0.00    0.00   92.09
22時14分26秒  all    2.51    0.00    3.52    0.00    1.01    2.01    0.00    0.00    0.00   90.95
22時14分27秒  all    3.83    0.00    3.83    0.00    0.77    2.04    0.00    0.00    0.00   89.54
22時14分28秒  all    2.76    0.00    3.77    0.00    1.01    1.76    0.00    0.00    0.00   90.70
22時14分29秒  all    2.02    0.00    2.78    0.00    0.51    2.02    0.00    0.00    0.00   92.68
22時14分30秒  all    3.54    0.00    3.54    0.00    1.01    1.27    0.00    0.00    0.00   90.63
22時14分31秒  all    3.04    0.00    3.29    0.00    0.76    2.03    0.00    0.00    0.00   90.89
22時14分32秒  all    2.53    0.00    3.04    0.00    0.76    2.03    0.00    0.00    0.00   91.65
22時14分33秒  all    2.03    0.00    3.29    0.00    0.76    1.77    0.00    0.00    0.00   92.15
22時14分34秒  all    3.81    0.00    4.57    0.00    0.51    1.78    0.00    0.00    0.00   89.34
22時14分35秒  all    2.51    0.00    3.26    0.00    1.25    1.75    0.00    0.00    0.00   91.23
22時14分36秒  all    3.31    0.00    3.05    0.00    0.76    2.04    0.00    0.00    0.00   90.84
22時14分37秒  all    3.02    0.00    2.52    0.00    0.76    2.02    0.00    0.00    0.00   91.69
22時14分38秒  all    3.81    0.00    3.81    0.00    0.51    1.78    0.00    0.00    0.00   90.10
22時14分39秒  all    2.53    0.00    2.78    0.00    0.76    1.52    0.00    0.00    0.00   92.42
22時14分40秒  all    2.53    0.00    3.03    0.00    1.01    1.77    0.00    0.00    0.00   91.67
22時14分41秒  all    3.07    0.00    2.56    0.00    0.51    2.05    0.00    0.00    0.00   91.82
22時14分42秒  all    4.22    0.00    5.21    0.00    1.24    2.23    0.00    0.00    0.00   87.10
22時14分43秒  all    2.77    0.00    3.53    0.00    0.76    2.02    0.00    0.00    0.00   90.93
22時14分44秒  all    2.78    0.00    3.03    0.00    1.01    2.02    0.00    0.00    0.00   91.16
22時14分45秒  all    3.56    0.00    4.07    0.00    0.76    2.04    0.00    0.00    0.00   89.57
22時14分46秒  all    3.79    0.00    4.29    0.00    0.76    2.02    0.00    0.00    0.00   89.14
22時14分47秒  all    2.54    0.00    3.31    0.00    1.02    2.04    0.00    0.00    0.00   91.09
22時14分48秒  all    3.03    0.00    3.03    0.00    0.76    2.02    0.00    0.00    0.00   91.16
22時14分49秒  all    2.81    0.00    3.06    0.00    0.77    1.53    0.00    0.00    0.00   91.84
22時14分50秒  all    2.99    0.00    3.74    0.00    0.75    1.75    0.00    0.00    0.00   90.77
22時14分51秒  all    2.77    0.00    3.02    0.00    0.76    2.02    0.00    0.00    0.00   91.44
22時14分52秒  all    3.27    0.00    3.27    0.00    1.01    1.51    0.00    0.00    0.00   90.93
22時14分53秒  all    4.33    0.00    4.33    0.00    0.51    2.29    0.00    0.00    0.00   88.55
22時14分54秒  all    3.01    0.00    3.51    0.00    1.00    2.01    0.00    0.00    0.00   90.48
22時14分55秒  all    3.02    0.00    3.52    0.00    1.01    2.01    0.00    0.00    0.00   90.45
22時14分56秒  all    2.56    0.00    3.58    0.00    0.77    2.05    0.00    0.00    0.00   91.05
22時14分57秒  all    5.03    4.27    6.53    0.00    1.01    2.01    0.00    0.00    0.00   81.16
22時14分58秒  all    2.78    0.00    3.03    0.00    1.01    2.27    0.00    0.00    0.00   90.91
22時14分59秒  all    3.29    0.00    3.29    0.00    0.51    2.28    0.00    0.00    0.00   90.63
22時15分00秒  all    3.02    0.00    3.53    0.00    1.01    2.27    0.00    0.00    0.00   90.18
22時15分01秒  all    6.38    0.00    5.10    0.00    1.02    2.04    0.00    0.00    0.00   85.46
22時15分02秒  all    3.05    0.00    3.82    0.00    0.76    2.04    0.00    0.00    0.00   90.33
22時15分03秒  all    3.28    0.00    3.54    0.00    0.76    2.02    0.00    0.00    0.00   90.40
22時15分04秒  all    3.26    0.00    4.01    0.00    1.25    2.26    0.00    0.00    0.00   89.22
22時15分05秒  all    3.81    0.00    4.82    0.00    1.02    2.03    0.00    0.00    0.00   88.32
22時15分06秒  all    2.78    0.00    3.79    0.00    0.51    2.02    0.00    0.00    0.00   90.91
22時15分07秒  all    2.76    0.00    3.26    0.00    0.75    1.75    0.00    0.00    0.00   91.48
22時15分08秒  all    2.77    0.00    2.77    0.00    1.01    2.27    0.00    0.00    0.00   91.18
22時15分09秒  all    5.81    0.00    5.56    0.25    0.76    2.02    0.00    0.00    0.00   85.61
22時15分10秒  all    3.28    0.00    3.54    0.00    1.01    1.77    0.00    0.00    0.00   90.40
22時15分11秒  all    3.26    0.00    3.76    0.00    0.75    2.26    0.00    0.00    0.00   89.97
22時15分12秒  all    3.05    0.00    3.31    0.00    1.02    1.78    0.00    0.00    0.00   90.84
22時15分13秒  all    4.04    0.00    4.80    0.00    0.76    2.27    0.00    0.00    0.00   88.13
22時15分14秒  all    3.28    0.00    3.03    0.00    0.76    2.02    0.00    0.00    0.00   90.91
22時15分15秒  all    3.05    0.00    3.31    0.00    1.27    2.29    0.00    0.00    0.00   90.08
