2026/04/27 13:16:12 maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined
[Current] DELIVERY - Takes(s): 9.2, Count: 218, TPM: 1421.7, Sum(ms): 143067.7, Avg(ms): 656.0, 50th(ms): 604.0, 90th(ms): 906.0, 95th(ms): 1040.2, 99th(ms): 1409.3, 99.9th(ms): 1476.4, Max(ms): 1476.4
[Current] NEW_ORDER - Takes(s): 9.6, Count: 2808, TPM: 17492.5, Sum(ms): 593826.2, Avg(ms): 211.6, 50th(ms): 201.3, 90th(ms): 302.0, 95th(ms): 335.5, 99th(ms): 419.4, 99.9th(ms): 536.9, Max(ms): 570.4
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 241, TPM: 1487.9, Sum(ms): 22549.5, Avg(ms): 93.6, 50th(ms): 92.3, 90th(ms): 142.6, 95th(ms): 159.4, 99th(ms): 192.9, 99.9th(ms): 260.0, Max(ms): 260.0
[Current] PAYMENT - Takes(s): 9.7, Count: 2792, TPM: 17248.5, Sum(ms): 416446.3, Avg(ms): 149.2, 50th(ms): 134.2, 90th(ms): 226.5, 95th(ms): 285.2, 99th(ms): 419.4, 99.9th(ms): 503.3, Max(ms): 671.1
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 247, TPM: 1537.1, Sum(ms): 26195.7, Avg(ms): 106.1, 50th(ms): 92.3, 90th(ms): 167.8, 95th(ms): 201.3, 99th(ms): 285.2, 99.9th(ms): 385.9, Max(ms): 385.9
[Current] DELIVERY - Takes(s): 9.8, Count: 249, TPM: 1520.8, Sum(ms): 161345.5, Avg(ms): 647.9, 50th(ms): 637.5, 90th(ms): 906.0, 95th(ms): 1040.2, 99th(ms): 1342.2, 99.9th(ms): 1543.5, Max(ms): 1543.5
[Current] NEW_ORDER - Takes(s): 10.0, Count: 3044, TPM: 18272.6, Sum(ms): 615657.2, Avg(ms): 202.4, 50th(ms): 192.9, 90th(ms): 302.0, 95th(ms): 352.3, 99th(ms): 436.2, 99.9th(ms): 520.1, Max(ms): 604.0
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 282, TPM: 1693.1, Sum(ms): 24841.8, Avg(ms): 88.1, 50th(ms): 83.9, 90th(ms): 134.2, 95th(ms): 151.0, 99th(ms): 218.1, 99.9th(ms): 226.5, Max(ms): 226.5
[Current] PAYMENT - Takes(s): 10.0, Count: 2807, TPM: 16860.5, Sum(ms): 419063.9, Avg(ms): 149.4, 50th(ms): 130.0, 90th(ms): 243.3, 95th(ms): 302.0, 99th(ms): 402.7, 99.9th(ms): 570.4, Max(ms): 738.2
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 288, TPM: 1739.7, Sum(ms): 28113.4, Avg(ms): 97.7, 50th(ms): 88.1, 90th(ms): 159.4, 95th(ms): 209.7, 99th(ms): 260.0, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] DELIVERY - Takes(s): 10.0, Count: 291, TPM: 1746.1, Sum(ms): 197758.7, Avg(ms): 679.2, 50th(ms): 637.5, 90th(ms): 906.0, 95th(ms): 1140.9, 99th(ms): 1409.3, 99.9th(ms): 1476.4, Max(ms): 1476.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 3016, TPM: 18098.7, Sum(ms): 611963.9, Avg(ms): 203.0, 50th(ms): 201.3, 90th(ms): 285.2, 95th(ms): 318.8, 99th(ms): 402.7, 99.9th(ms): 604.0, Max(ms): 838.9
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 232, TPM: 1398.7, Sum(ms): 20963.3, Avg(ms): 90.4, 50th(ms): 88.1, 90th(ms): 142.6, 95th(ms): 159.4, 99th(ms): 184.5, 99.9th(ms): 201.3, Max(ms): 201.3
[Current] PAYMENT - Takes(s): 10.0, Count: 2791, TPM: 16746.5, Sum(ms): 404501.4, Avg(ms): 145.0, 50th(ms): 130.0, 90th(ms): 226.5, 95th(ms): 268.4, 99th(ms): 369.1, 99.9th(ms): 486.5, Max(ms): 671.1
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 277, TPM: 1669.4, Sum(ms): 23507.8, Avg(ms): 85.0, 50th(ms): 79.7, 90th(ms): 121.6, 95th(ms): 142.6, 99th(ms): 226.5, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] DELIVERY - Takes(s): 10.0, Count: 287, TPM: 1724.1, Sum(ms): 196564.5, Avg(ms): 683.9, 50th(ms): 637.5, 90th(ms): 973.1, 95th(ms): 1275.1, 99th(ms): 1677.7, 99.9th(ms): 2013.3, Max(ms): 2013.3
[Current] NEW_ORDER - Takes(s): 10.0, Count: 2932, TPM: 17595.9, Sum(ms): 598434.2, Avg(ms): 204.1, 50th(ms): 192.9, 90th(ms): 285.2, 95th(ms): 335.5, 99th(ms): 453.0, 99.9th(ms): 520.1, Max(ms): 637.5
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 244, TPM: 1477.4, Sum(ms): 21246.4, Avg(ms): 87.1, 50th(ms): 83.9, 90th(ms): 130.0, 95th(ms): 151.0, 99th(ms): 192.9, 99.9th(ms): 226.5, Max(ms): 226.5
[Current] PAYMENT - Takes(s): 10.0, Count: 2818, TPM: 16913.3, Sum(ms): 416847.1, Avg(ms): 147.9, 50th(ms): 130.0, 90th(ms): 234.9, 95th(ms): 285.2, 99th(ms): 385.9, 99.9th(ms): 604.0, Max(ms): 838.9
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 245, TPM: 1472.3, Sum(ms): 22240.0, Avg(ms): 90.6, 50th(ms): 83.9, 90th(ms): 142.6, 95th(ms): 167.8, 99th(ms): 268.4, 99.9th(ms): 402.7, Max(ms): 402.7
[Current] DELIVERY - Takes(s): 9.9, Count: 280, TPM: 1693.0, Sum(ms): 175321.2, Avg(ms): 626.6, 50th(ms): 604.0, 90th(ms): 872.4, 95th(ms): 1006.6, 99th(ms): 1208.0, 99.9th(ms): 1409.3, Max(ms): 1409.3
[Current] NEW_ORDER - Takes(s): 10.0, Count: 3094, TPM: 18566.2, Sum(ms): 615866.3, Avg(ms): 199.1, 50th(ms): 192.9, 90th(ms): 285.2, 95th(ms): 318.8, 99th(ms): 402.7, 99.9th(ms): 520.1, Max(ms): 637.5
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 268, TPM: 1609.2, Sum(ms): 23796.2, Avg(ms): 88.8, 50th(ms): 88.1, 90th(ms): 130.0, 95th(ms): 167.8, 99th(ms): 184.5, 99.9th(ms): 201.3, Max(ms): 201.3
[Current] PAYMENT - Takes(s): 10.0, Count: 2910, TPM: 17481.8, Sum(ms): 411756.4, Avg(ms): 141.5, 50th(ms): 125.8, 90th(ms): 226.5, 95th(ms): 268.4, 99th(ms): 369.1, 99.9th(ms): 637.5, Max(ms): 805.3
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 262, TPM: 1576.6, Sum(ms): 27545.8, Avg(ms): 105.1, 50th(ms): 92.3, 90th(ms): 176.2, 95th(ms): 226.5, 99th(ms): 268.4, 99.9th(ms): 285.2, Max(ms): 285.2
