Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

23時09分06秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時09分07秒        lo     29.00     29.00      8.61      8.61      0.00      0.00      0.00      0.00
23時09分07秒     ens33  27320.00  24936.00   9239.80   9780.38      0.00      0.00      0.00      0.80
23時09分07秒      cni0  14007.00  14228.00   7124.75   6635.00      0.00      0.00      0.00      0.00
23時09分07秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時09分07秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
23時09分07秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
23時09分07秒 veth8c54fcdc     49.00     55.00      9.58      9.89      0.00      0.00      0.00      0.00
23時09分07秒 veth31d8334d   8925.00   9059.00   5481.25   5643.13      0.00      0.00      0.00      0.46
23時09分07秒 veth8017ce2c   6917.00   6997.00   2902.67   2061.96      0.00      0.00      0.00      0.24

23時09分07秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時09分08秒        lo     13.00     13.00      1.96      1.96      0.00      0.00      0.00      0.00
23時09分08秒     ens33  26315.00  23770.00   9170.53  10444.69      0.00      0.00      0.00      0.86
23時09分08秒      cni0  13487.00  13749.00   8009.95   6779.01      0.00      0.00      0.00      0.00
23時09分08秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時09分08秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時09分08秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時09分08秒 veth8c54fcdc     67.00     72.00      6.58     11.49      0.00      0.00      0.00      0.00
23時09分08秒 veth31d8334d   7901.00   8097.00   6330.60   5833.95      0.00      0.00      0.00      0.52
23時09分08秒 veth8017ce2c   7641.00   7703.00   3108.70   2185.39      0.00      0.00      0.00      0.25

23時09分08秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時09分09秒        lo     55.00     55.00     60.26     60.26      0.00      0.00      0.00      0.00
23時09分09秒     ens33  26213.00  23622.00   9462.86   9838.28      0.00      0.00      0.00      0.81
23時09分09秒      cni0  12265.00  12373.00   7124.38   6754.81      0.00      0.00      0.00      0.00
