87|3020
116|3022
71|3021
68|3022
51|3018
80|3018
70|3023
52|3023
84|3019
92|3027
101|3021
69|3019
114|3023
115|3019
60|3023
97|3024
108|3020
112|3021
22|3019
59|3024
65|3018
127|3022
124|3020
98|3021
73|3018
103|3018
44|3024
11|3024
42|3025
121|3025
117|3018
88|3023
82|3025
125|3019
119|3023
113|3021
40|3022
43|3019
9|3020
120|3022
15|3017
79|3021
26|3022
48|3024
85|3021
72|3025
95|3022
57|3021
19|3020
61|3022
81|3017
77|3019
30|3023
21|3021
3|3023
17|3027
28|3022
37|3019
104|3022
5|3020
56|3022
91|3023
74|3023
54|3020
29|3022
4|3028
34|3020
96|3023
67|3021
83|3024
63|3019
10|3021
90|3020
35|3020
105|3025
45|3021
6|3024
107|3025
86|3022
39|3021
93|3020
89|3026
36|3022
31|3023
50|3019
102|3026
14|3021
66|3020
109|3022
13|3020
118|3020
111|3023
2|3025
16|3019
62|3021
75|3018
123|3025
128|3021
126|3024
99|3021
41|3021
46|3021
53|3022
32|3019
7|3022
100|3023
38|3025
12|3019
78|3022
24|3023
25|3020
122|3027
94|3021
49|3020
47|3018
20|3022
33|3024
1|3021
76|3018
106|3025
18|3020
64|3019
110|3018
55|3023
27|3020
23|3017
58|3021
8|3021
