Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

18時13分59秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時14分00秒        lo     10.00     10.00      1.09      1.09      0.00      0.00      0.00      0.00
18時14分00秒     ens33  22596.00  20386.00   7225.82   6762.57      0.00      0.00      0.00      0.59
18時14分00秒      cni0  12385.00  12739.00   4819.63   5331.18      0.00      0.00      0.00      0.00
18時14分00秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時14分00秒 veth854270a4     11.00     14.00      3.34      1.60      0.00      0.00      0.00      0.00
18時14分00秒 veth0c9b2fa5      5.00      5.00      0.46      0.43      0.00      0.00      0.00      0.00
18時14分00秒 vethba68c3a0   6138.00   6408.00    664.19    684.80      0.00      0.00      0.00      0.06
18時14分00秒 veth0a72e473   6428.00   6526.00   3634.29   4468.68      0.00      0.00      0.00      0.37
18時14分00秒 veth575532b7   5777.00   5760.00   1821.91   1310.91      0.00      0.00      0.00      0.15

18時14分00秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時14分01秒        lo     11.00     11.00      1.52      1.52      0.00      0.00      0.00      0.00
18時14分01秒     ens33  24074.00  21635.00   7535.97   7612.69      0.00      0.00      0.00      0.62
18時14分01秒      cni0  12657.00  13292.00   5413.48   5404.09      0.00      0.00      0.00      0.00
18時14分01秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時14分01秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時14分01秒 veth0c9b2fa5     24.00     24.00      5.38      3.26      0.00      0.00      0.00      0.00
18時14分01秒 vethba68c3a0   6559.00   6892.00    733.85    729.66      0.00      0.00      0.00      0.06
18時14分01秒 veth0a72e473   6322.00   6646.00   4161.58   4510.48      0.00      0.00      0.00      0.37
18時14分01秒 veth575532b7   6032.00   6010.00   1860.87   1335.84      0.00      0.00      0.00      0.15

18時14分01秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時14分02秒        lo      9.00      9.00      1.29      1.29      0.00      0.00      0.00      0.00
18時14分02秒     ens33  22393.00  20232.00   7421.01   6774.61      0.00      0.00      0.00      0.61
18時14分02秒      cni0  12057.00  12249.00   4782.72   5467.84      0.00      0.00      0.00      0.00
18時14分02秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時14分02秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
18時14分02秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
18時14分02秒 vethba68c3a0   6123.00   6442.00    667.55    677.67      0.00      0.00      0.00      0.06
18時14分02秒 veth0a72e473   6003.00   5895.00   3457.51   4487.90      0.00      0.00      0.00      0.37
18時14分02秒 veth575532b7   6294.00   6276.00   1982.50   1464.94      0.00      0.00      0.00      0.16

18時14分02秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時14分03秒        lo     23.00     23.00      7.68      7.68      0.00      0.00      0.00      0.00
18時14分03秒     ens33  23433.00  21229.00   7768.99   7426.58      0.00      0.00      0.00      0.64
18時14分03秒      cni0  12437.00  12601.00   5254.51   5638.57      0.00      0.00      0.00      0.00
18時14分03秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時14分03秒 veth854270a4      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
18時14分03秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
18時14分03秒 vethba68c3a0   6348.00   6691.00    696.29    702.44      0.00      0.00      0.00      0.06
18時14分03秒 veth0a72e473   6234.00   6068.00   3930.33   4675.66      0.00      0.00      0.00      0.38
18時14分03秒 veth575532b7   6342.00   6327.00   2047.73   1510.58      0.00      0.00      0.00      0.17

18時14分03秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時14分04秒        lo      6.00      6.00      0.73      0.73      0.00      0.00      0.00      0.00
18時14分04秒     ens33  24762.00  22175.00   8124.24   7782.33      0.00      0.00      0.00      0.67
18時14分04秒      cni0  12798.00  13289.00   5430.34   5831.18      0.00      0.00      0.00      0.00
18時14分04秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時14分04秒 veth854270a4     12.00     13.00      3.40      1.37      0.00      0.00      0.00      0.00
18時14分04秒 veth0c9b2fa5      5.00      5.00      0.46      0.43      0.00      0.00      0.00      0.00
18時14分04秒 vethba68c3a0   6610.00   6959.00    767.88    733.43      0.00      0.00      0.00      0.06
18時14分04秒 veth0a72e473   6289.00   6437.00   4050.06   4881.37      0.00      0.00      0.00      0.40
18時14分04秒 veth575532b7   6155.00   6148.00   2027.35   1458.43      0.00      0.00      0.00      0.17

18時14分04秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時14分05秒        lo     56.00     56.00     62.12     62.12      0.00      0.00      0.00      0.00
18時14分05秒     ens33  24729.00  22252.00   8059.33   7500.53      0.00      0.00      0.00      0.66
18時14分05秒      cni0  13116.00  13550.00   5294.21   5908.93      0.00      0.00      0.00      0.00
18時14分05秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時14分05秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時14分05秒 veth0c9b2fa5     24.00     24.00      5.38      3.26      0.00      0.00      0.00      0.00
18時14分05秒 vethba68c3a0   6883.00   7210.00    777.19    756.09      0.00      0.00      0.00      0.06
18時14分05秒 veth0a72e473   6409.00   6510.00   3907.84   4922.16      0.00      0.00      0.00      0.40
18時14分05秒 veth575532b7   6786.00   6792.00   2088.40   1532.69      0.00      0.00      0.00      0.17

18時14分05秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時14分06秒        lo     13.00     13.00      2.54      2.54      0.00      0.00      0.00      0.00
18時14分06秒     ens33  26408.00  24061.00   8368.35   7955.00      0.00      0.00      0.00      0.69
18時14分06秒      cni0  14051.00  14354.00   5504.02   5976.76      0.00      0.00      0.00      0.00
18時14分06秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時14分06秒 veth854270a4     10.00     13.00      3.27      1.38      0.00      0.00      0.00      0.00
18時14分06秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
18時14分06秒 vethba68c3a0   7075.00   7473.00    775.70    783.10      0.00      0.00      0.00      0.06
18時14分06秒 veth0a72e473   7090.00   7059.00   4140.16   5014.46      0.00      0.00      0.00      0.41
18時14分06秒 veth575532b7   6924.00   6857.00   2095.65   1497.05      0.00      0.00      0.00      0.17

18時14分06秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時14分07秒        lo     11.00     11.00      2.04      2.04      0.00      0.00      0.00      0.00
18時14分07秒     ens33  24467.00  22116.00   7878.75   7359.02      0.00      0.00      0.00      0.65
18時14分07秒      cni0  12989.00  13375.00   5148.09   5724.38      0.00      0.00      0.00      0.00
18時14分07秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時14分07秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時14分07秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
