Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-3) 	西元2026年06月19日 	_x86_64_	(4 CPU)

05時00分45秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05時00分46秒  all   22.54    0.00   13.47   13.21    1.81    2.85    0.00    0.00    0.00   46.11
05時00分47秒  all   25.32    0.00   15.76   22.48    2.07    3.62    0.00    0.00    0.00   30.75
05時00分48秒  all   25.20    0.00   14.96   20.73    2.10    3.41    0.00    0.00    0.00   33.60
05時00分49秒  all   25.06    0.00   16.02   20.93    2.07    3.36    0.00    0.00    0.00   32.56
05時00分50秒  all   20.92    0.00   12.24   17.35    1.79    3.06    0.00    0.00    0.00   44.64
05時00分51秒  all   22.77    0.00   16.23   17.80    1.83    3.14    0.00    0.00    0.00   38.22
05時00分52秒  all   25.78    0.00   15.62   20.83    1.82    3.39    0.00    0.00    0.00   32.55
05時00分53秒  all   26.49    0.00   15.06   21.30    2.34    3.64    0.00    0.00    0.00   31.17
05時00分54秒  all   25.66    0.00   15.87   19.58    1.85    3.44    0.00    0.00    0.00   33.60
05時00分55秒  all   24.68    0.00   15.06   23.38    2.34    3.12    0.00    0.00    0.00   31.43
05時00分56秒  all   28.42    0.00   16.28   18.86    1.81    3.36    0.00    0.00    0.00   31.27
05時00分57秒  all   26.89    0.00   17.23   19.06    2.35    3.66    0.00    0.00    0.00   30.81
05時00分58秒  all   26.67    0.00   15.38   19.23    1.79    3.33    0.00    0.00    0.00   33.59
05時00分59秒  all   24.81    0.00   16.02   19.38    2.33    3.10    0.00    0.00    0.00   34.37
05時01分00秒  all   25.52    0.00   15.62   20.57    1.82    3.91    0.00    0.00    0.00   32.55
05時01分01秒  all   25.45    0.00   14.65   22.62    2.06    3.34    0.00    0.00    0.00   31.88
05時01分02秒  all   24.80    0.00   14.88   21.67    2.09    3.39    0.00    0.00    0.00   33.16
05時01分03秒  all   26.70    0.00   13.87   21.73    2.09    3.14    0.00    0.00    0.00   32.46
05時01分04秒  all   22.80    0.00   13.21   21.50    1.81    3.37    0.00    0.00    0.00   37.31
05時01分05秒  all   25.00    0.00   15.21   19.07    1.80    3.35    0.00    0.00    0.00   35.57
05時01分06秒  all   25.71    0.00   14.29   20.26    2.08    3.12    0.00    0.00    0.00   34.55
05時01分07秒  all   24.94    0.00   15.32   20.00    2.08    3.64    0.00    0.00    0.00   34.03
05時01分08秒  all   26.17    0.00   16.32   17.88    2.07    3.37    0.00    0.00    0.00   34.20
05時01分09秒  all   26.56    0.00   15.62   16.67    2.08    3.65    0.00    0.00    0.00   35.42
05時01分10秒  all   24.80    0.00   16.19   18.54    1.83    3.39    0.00    0.00    0.00   35.25
05時01分11秒  all   27.49    0.00   15.71   18.59    2.36    3.40    0.00    0.00    0.00   32.46
05時01分12秒  all   28.53    0.00   16.45   16.45    2.31    3.60    0.00    0.00    0.00   32.65
05時01分13秒  all   25.39    0.00   16.06   18.13    1.81    3.37    0.00    0.00    0.00   35.23
05時01分14秒  all   25.33    0.00   16.45   18.28    1.83    3.39    0.00    0.00    0.00   34.73
05時01分15秒  all   26.75    0.00   16.10   18.18    2.34    3.38    0.00    0.00    0.00   33.25
05時01分16秒  all   26.61    0.00   14.73   17.83    2.07    3.36    0.00    0.00    0.00   35.40
05時01分17秒  all   26.25    0.00   15.49   17.59    2.10    3.67    0.00    0.00    0.00   34.91
05時01分18秒  all   26.17    0.00   16.32   17.88    2.07    3.37    0.00    0.00    0.00   34.20
05時01分19秒  all   26.68    0.00   15.28   16.58    2.33    3.37    0.00    0.00    0.00   35.75
05時01分20秒  all   25.00    0.00   16.41   17.97    1.56    3.39    0.00    0.00    0.00   35.68
05時01分21秒  all   26.03    0.00   15.21   18.81    2.58    3.35    0.00    0.00    0.00   34.02
05時01分22秒  all   28.05    0.00   15.58   16.88    1.82    3.38    0.00    0.00    0.00   34.29
05時01分23秒  all   27.55    0.00   16.07   17.09    2.30    3.83    0.00    0.00    0.00   33.16
05時01分24秒  all   26.25    0.00   16.01   17.59    2.10    3.41    0.00    0.00    0.00   34.65
05時01分25秒  all   26.21    0.00   16.03   17.05    1.78    3.05    0.00    0.00    0.00   35.88
05時01分26秒  all   27.65    0.00   16.80   17.05    2.33    3.36    0.00    0.00    0.00   32.82
05時01分27秒  all   27.11    0.00   16.05   17.37    1.84    3.42    0.00    0.00    0.00   34.21
05時01分28秒  all   25.85    0.00   15.40   16.97    2.09    3.66    0.00    0.00    0.00   36.03
05時01分29秒  all   26.46    0.00   16.79   17.81    1.78    3.31    0.00    0.00    0.00   33.84
05時01分30秒  all   25.91    0.00   14.77   16.58    2.33    3.37    0.00    0.00    0.00   37.05
05時01分31秒  all   26.51    0.00   15.22   17.59    1.84    3.67    0.00    0.00    0.00   35.17
05時01分32秒  all   26.48    0.00   17.22   16.20    2.57    3.34    0.00    0.00    0.00   34.19
05時01分33秒  all   28.21    0.00   16.92   16.92    1.54    3.33    0.00    0.00    0.00   33.08
05時01分34秒  all   25.91    0.00   15.28   18.39    2.33    3.63    0.00    0.00    0.00   34.46
05時01分35秒  all   25.13    0.00   14.25   18.39    1.81    2.85    0.00    0.00    0.00   37.56
05時01分36秒  all   27.39    0.00   16.28   18.86    2.58    3.62    0.00    0.00    0.00   31.27
05時01分37秒  all   26.94    0.00   17.62   18.13    1.81    3.63    0.00    0.00    0.00   31.87
05時01分38秒  all   26.11    0.00   14.62   18.80    2.35    3.13    0.00    0.00    0.00   34.99
05時01分39秒  all   24.80    0.00   16.19   17.49    1.57    3.92    0.00    0.00    0.00   36.03
05時01分40秒  all   25.96    0.00   14.91   18.25    2.57    2.83    0.00    0.00    0.00   35.48
05時01分41秒  all   26.67    0.00   16.41   17.95    1.54    3.33    0.00    0.00    0.00   34.10
05時01分42秒  all   27.53    0.00   15.32   18.96    2.34    3.38    0.00    0.00    0.00   32.47
05時01分43秒  all   27.13    0.00   17.05   17.31    1.81    3.36    0.00    0.00    0.00   33.33
05時01分44秒  all   26.10    0.00   14.21   19.12    2.07    3.36    0.00    0.00    0.00   35.14
05時01分45秒  all   20.61    0.00   12.98   18.58    1.78    3.05    0.00    0.00    0.00   43.00
05時01分46秒  all    2.27    0.00    1.26    0.50    0.25    0.00    0.00    0.00    0.00   95.72
05時01分47秒  all    1.50    0.00    0.75    1.00    0.25    0.50    0.00    0.00    0.00   96.01
05時01分48秒  all    5.01    0.00    1.50    0.50    0.50    0.00    0.00    0.00    0.00   92.48
05時01分49秒  all    3.78    0.00    1.01    0.76    0.00    0.25    0.00    0.00    0.00   94.21
05時01分50秒  all    1.51    0.00    1.01    0.50    0.00    0.00    0.00    0.00    0.00   96.98
平均時間：  all   24.05    0.00   14.40   17.18    1.89    3.13    0.00    0.00    0.00   39.36
