ts_ns,query_type,latency_ms
1783032334147779809,select,16.126
1783032334175448969,update,9.183
1783032334292317260,select,7.490
1783032334309994996,update,8.289
1783032334423819737,select,9.463
1783032334436748903,update,8.380
1783032334550639639,select,7.550
1783032334561982975,update,8.465
1783032334675499783,select,9.794
1783032334689558106,update,9.012
1783032334804947735,select,7.180
1783032334816821893,update,7.973
1783032334930209119,select,7.925
1783032334941619743,update,8.190
1783032335055985016,select,7.790
1783032335067050695,update,10.820
1783032335183612327,select,8.631
1783032335195512883,update,8.450
1783032335309039351,select,8.150
1783032335321981970,update,9.735
1783032335436429884,select,6.945
1783032335446758025,update,9.932
1783032335562173918,select,7.193
1783032335573047163,update,9.118
1783032335687241674,select,7.314
1783032335697845167,update,7.861
1783032335812048325,select,6.857
1783032335821877918,update,8.190
1783032335934743433,select,7.858
1783032335945578832,update,8.319
1783032336059703492,select,7.069
1783032336069686766,update,8.343
1783032336182489611,select,6.714
1783032336194908615,update,8.022
1783032336307395899,select,8.452
1783032336318850957,update,8.544
1783032336433358899,select,7.859
1783032336444990018,update,8.978
1783032336558703014,select,7.820
1783032336569645539,update,8.165
1783032336682335898,select,7.484
1783032336693002745,update,8.847
1783032336806394711,select,8.237
1783032336817769828,update,8.598
1783032336930804085,select,7.280
1783032336941412845,update,8.530
1783032337055218091,select,7.708
1783032337066061268,update,11.384
1783032337182534248,select,7.342
1783032337193070026,update,7.834
1783032337305447257,select,8.174
1783032337316664430,update,8.941
1783032337430345977,select,6.977
1783032337440351987,update,8.005
1783032337552750525,select,7.372
1783032337563455644,update,7.863
1783032337676443646,select,8.860
1783032337688569560,update,7.735
1783032337800577190,select,7.034
1783032337810728828,update,7.862
1783032337923195686,select,9.007
1783032337935237339,update,7.636
1783032338047462268,select,8.917
1783032338059625924,update,10.077
1783032338175370584,select,8.390
1783032338186958695,update,8.945
1783032338300844571,select,7.561
1783032338312591286,update,10.600
1783032338428677666,select,7.039
1783032338439154452,update,8.432
1783032338552563390,select,9.360
1783032338565152158,update,9.158
1783032338679136039,select,9.922
1783032338692278127,update,10.001
1783032338808245723,select,8.760
1783032338821796460,update,8.389
1783032338935033440,select,7.569
1783032338946196024,update,8.603
1783032339059519997,select,8.914
1783032339071648257,update,8.466
1783032339185306870,select,7.222
1783032339195690084,update,9.152
1783032339309390698,select,8.274
1783032339320734211,update,8.238
1783032339433484302,select,8.303
1783032339445164531,update,8.733
1783032339558508236,select,8.683
1783032339570553543,update,8.452
1783032339684405034,select,8.358
1783032339696177651,update,8.891
1783032339809407641,select,7.304
1783032339819989530,update,8.558
1783032339933429403,select,7.722
1783032339944104337,update,8.195
1783032340057446038,select,7.349
1783032340068802803,update,8.943
1783032340182400060,select,7.602
1783032340193437619,update,8.469
1783032340306239194,select,7.387
1783032340317423055,update,9.476
1783032340431353400,select,7.873
1783032340442155265,update,8.554
1783032340555186538,select,8.502
1783032340566694248,update,8.388
1783032340679551417,select,7.229
1783032340690619656,update,10.583
1783032340805909544,select,8.828
1783032340817669578,update,8.617
1783032340930701977,select,7.550
1783032340941209424,update,9.241
1783032341055037808,select,7.270
1783032341065367442,update,8.498
1783032341178249365,select,7.798
1783032341189073780,update,8.574
