2026/06/21 03:22:44 maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined
[Current] DELIVERY - Takes(s): 9.4, Count: 13, TPM: 83.2, Sum(ms): 1622.3, Avg(ms): 123.8, 50th(ms): 125.8, 90th(ms): 184.5, 95th(ms): 184.5, 99th(ms): 243.3, 99.9th(ms): 243.3, Max(ms): 243.3
[Current] NEW_ORDER - Takes(s): 9.5, Count: 271, TPM: 1705.4, Sum(ms): 19274.0, Avg(ms): 71.1, 50th(ms): 62.9, 90th(ms): 117.4, 95th(ms): 151.0, 99th(ms): 209.7, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 27, TPM: 167.2, Sum(ms): 772.7, Avg(ms): 28.7, 50th(ms): 8.4, 90th(ms): 79.7, 95th(ms): 96.5, 99th(ms): 96.5, 99.9th(ms): 96.5, Max(ms): 96.5
[Current] PAYMENT - Takes(s): 9.6, Count: 259, TPM: 1616.6, Sum(ms): 8275.0, Avg(ms): 31.9, 50th(ms): 24.1, 90th(ms): 60.8, 95th(ms): 75.5, 99th(ms): 117.4, 99.9th(ms): 167.8, Max(ms): 167.8
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 22, TPM: 136.9, Sum(ms): 551.6, Avg(ms): 25.0, 50th(ms): 15.7, 90th(ms): 46.1, 95th(ms): 79.7, 99th(ms): 79.7, 99.9th(ms): 79.7, Max(ms): 79.7
[2026-06-21 03:22:59] execute run failed, err exec SELECT o_id, o_carrier_id, o_entry_d FROM orders WHERE o_w_id = ? AND o_d_id = ? AND o_c_id = ? ORDER BY o_id DESC LIMIT 1 failed pq: LookupByIdRpc(tablet: f6be6914a6c6412f935d2d26e4dde571, num_attempts: 2) failed: LookupByIdRpc(tablet: f6be6914a6c6412f935d2d26e4dde571, num_attempts: 2) timed out after deadline expired, passed 15.112s of 4.903s
execute run failed, err exec SELECT o_id, o_carrier_id, o_entry_d FROM orders WHERE o_w_id = ? AND o_d_id = ? AND o_c_id = ? ORDER BY o_id DESC LIMIT 1 failed pq: LookupByIdRpc(tablet: f6be6914a6c6412f935d2d26e4dde571, num_attempts: 2) failed: LookupByIdRpc(tablet: f6be6914a6c6412f935d2d26e4dde571, num_attempts: 2) timed out after deadline expired, passed 15.112s of 4.903s
[Current] DELIVERY - Takes(s): 5.3, Count: 6, TPM: 68.2, Sum(ms): 27047.4, Avg(ms): 4514.1, 50th(ms): 62.9, 90th(ms): 13421.8, 95th(ms): 13958.6, 99th(ms): 13958.6, 99.9th(ms): 13958.6, Max(ms): 13958.6
[Current] NEW_ORDER - Takes(s): 5.2, Count: 20, TPM: 229.4, Sum(ms): 805.2, Avg(ms): 40.2, 50th(ms): 37.7, 90th(ms): 54.5, 95th(ms): 54.5, 99th(ms): 54.5, 99.9th(ms): 54.5, Max(ms): 54.5
[Current] ORDER_STATUS_ERR - Takes(s): 5.3, Count: 1, TPM: 11.3, Sum(ms): 12316.6, Avg(ms): 12079.6, 50th(ms): 12348.0, 90th(ms): 12348.0, 95th(ms): 12348.0, 99th(ms): 12348.0, 99.9th(ms): 12348.0, Max(ms): 12348.0
[Current] PAYMENT - Takes(s): 5.3, Count: 19, TPM: 216.9, Sum(ms): 276.2, Avg(ms): 14.6, 50th(ms): 14.2, 90th(ms): 16.3, 95th(ms): 16.3, 99th(ms): 25.2, 99.9th(ms): 25.2, Max(ms): 25.2
