Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

18時28分02秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時28分03秒        lo     32.67     32.67      6.76      6.76      0.00      0.00      0.00      0.00
18時28分03秒     ens33  26483.17  23931.68   8482.49   7436.79      0.00      0.00      0.00      0.69
18時28分03秒      cni0  14074.26  14575.25   5104.18   6219.35      0.00      0.00      0.00      0.00
18時28分03秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時28分03秒 veth854270a4     10.89     11.88      3.30      1.30      0.00      0.00      0.00      0.00
18時28分03秒 veth0c9b2fa5     10.89     10.89      1.79      1.24      0.00      0.00      0.00      0.00
18時28分03秒 vethba68c3a0   6650.50   6966.34    745.15    747.57      0.00      0.00      0.00      0.06
18時28分03秒 veth0a72e473   7503.96   7679.21   3911.18   5336.96      0.00      0.00      0.00      0.44
18時28分03秒 veth575532b7   5903.96   5912.87   1821.44   1318.55      0.00      0.00      0.00      0.15

18時28分03秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時28分04秒        lo     13.00     13.00      1.77      1.77      0.00      0.00      0.00      0.00
18時28分04秒     ens33  25007.00  22318.00   8130.24   7863.62      0.00      0.00      0.00      0.67
18時28分04秒      cni0  13204.00  13820.00   5656.98   5963.62      0.00      0.00      0.00      0.00
18時28分04秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時28分04秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時28分04秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時28分04秒 vethba68c3a0   6631.00   6947.00    736.38    724.68      0.00      0.00      0.00      0.06
18時28分04秒 veth0a72e473   6941.00   7242.00   4362.97   5079.91      0.00      0.00      0.00      0.42
18時28分04秒 veth575532b7   6623.00   6622.00   2120.87   1541.75      0.00      0.00      0.00      0.17

18時28分04秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時28分05秒        lo     53.00     53.00     59.57     59.57      0.00      0.00      0.00      0.00
18時28分05秒     ens33  25453.00  22898.00   8226.92   8194.97      0.00      0.00      0.00      0.67
18時28分05秒      cni0  13350.00  13925.00   5851.99   5958.97      0.00      0.00      0.00      0.00
18時28分05秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時28分05秒 veth854270a4     10.00     12.00      3.27      1.31      0.00      0.00      0.00      0.00
18時28分05秒 veth0c9b2fa5     29.00     29.00      5.84      3.69      0.00      0.00      0.00      0.00
18時28分05秒 vethba68c3a0   6833.00   7175.00    792.09    755.59      0.00      0.00      0.00      0.06
18時28分05秒 veth0a72e473   6863.00   7079.00   4547.15   5119.77      0.00      0.00      0.00      0.42
18時28分05秒 veth575532b7   6541.00   6556.00   2158.47   1550.93      0.00      0.00      0.00      0.18

18時28分05秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時28分06秒        lo      4.00      4.00      0.51      0.51      0.00      0.00      0.00      0.00
18時28分06秒     ens33  25772.00  23192.00   8296.26   7596.53      0.00      0.00      0.00      0.68
18時28分06秒      cni0  13682.00  14256.00   5334.30   6100.98      0.00      0.00      0.00      0.00
18時28分06秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時28分06秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時28分06秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
18時28分06秒 vethba68c3a0   6902.00   7284.00    755.45    761.90      0.00      0.00      0.00      0.06
18時28分06秒 veth0a72e473   6995.00   7208.00   4001.49   5166.88      0.00      0.00      0.00      0.42
18時28分06秒 veth575532b7   6772.00   6751.00   2115.45   1523.76      0.00      0.00      0.00      0.17

18時28分06秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時28分07秒        lo     10.00     10.00      1.55      1.55      0.00      0.00      0.00      0.00
18時28分07秒     ens33  26010.00  23502.00   8220.89   8213.48      0.00      0.00      0.00      0.67
18時28分07秒      cni0  14150.00  14755.00   5973.03   6051.50      0.00      0.00      0.00      0.00
18時28分07秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時28分07秒 veth854270a4     10.00     13.00      3.27      1.38      0.00      0.00      0.00      0.00
18時28分07秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
18時28分07秒 vethba68c3a0   6983.00   7328.00    764.36    770.99      0.00      0.00      0.00      0.06
18時28分07秒 veth0a72e473   7466.00   7746.00   4743.35   5236.48      0.00      0.00      0.00      0.43
18時28分07秒 veth575532b7   7321.00   7297.00   2225.94   1613.57      0.00      0.00      0.00      0.18

18時28分07秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時28分08秒        lo     36.00     36.00      9.71      9.71      0.00      0.00      0.00      0.00
18時28分08秒     ens33  27702.00  25254.00   9201.91   8646.74      0.00      0.00      0.00      0.75
18時28分08秒      cni0  15078.00  15074.00   6122.44   6728.62      0.00      0.00      0.00      0.00
18時28分08秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時28分08秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時28分08秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時28分08秒 vethba68c3a0   7402.00   7757.00    801.70    810.94      0.00      0.00      0.00      0.07
18時28分08秒 veth0a72e473   8002.00   7679.00   4603.28   5633.96      0.00      0.00      0.00      0.46
18時28分08秒 veth575532b7   7471.00   7436.00   2407.78   1767.95      0.00      0.00      0.00      0.20

18時28分08秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時28分09秒        lo     18.00     18.00      2.55      2.55      0.00      0.00      0.00      0.00
