ts_ns,query_type,latency_ms
1783518677606683158,select,332.230
1783518677945772706,update,299.830
1783518678351157484,select,301.102
1783518678656334322,update,319.516
1783518679082505333,select,276.639
1783518679362954553,update,289.715
1783518679757543545,select,271.044
1783518680032016443,update,254.276
1783518680390809607,select,239.998
1783518680633772352,update,234.917
1783518680974056761,select,247.564
1783518681225259432,update,236.519
1783518681566231484,select,236.957
1783518681806993001,update,251.878
1783518682163744964,select,239.484
1783518682406210986,update,243.679
1783518682755152080,select,247.516
1783518683006313121,update,247.462
1783518683358135305,select,237.378
1783518683598751745,update,237.637
1783518683941489439,select,241.321
1783518684186310865,update,240.847
1783518684532317289,select,232.714
1783518684768408411,update,252.502
1783518685126349416,select,256.243
1783518685385960753,update,245.547
1783518685737469679,select,238.425
1783518685979353652,update,250.233
1783518686335044769,select,247.404
1783518686586385803,update,242.423
1783518686933116753,select,257.386
1783518687193502739,update,228.051
1783518687526419351,select,224.530
1783518687754220620,update,236.259
1783518688095647712,select,234.174
1783518688333268944,update,244.949
1783518688682519420,select,243.116
1783518688928889947,update,256.019
1783518689289377018,select,238.823
1783518689531489726,update,238.366
1783518689874234007,select,248.802
1783518690126733685,update,251.591
1783518690483619241,select,235.337
1783518690722207511,update,230.167
1783518691057222441,select,238.462
1783518691298927759,update,234.373
1783518691638280232,select,238.333
1783518691880848627,update,241.312
1783518692226864999,select,242.647
1783518692472727649,update,243.511
1783518692822077181,select,236.999
1783518693063056988,update,234.834
1783518693402513866,select,247.357
1783518693654293371,update,238.219
1783518693997502960,select,231.883
1783518694232912017,update,228.796
1783518694566654232,select,233.177
1783518694803031367,update,241.863
1783518695149314594,select,242.937
1783518695395121421,update,241.164
1783518695740942157,select,235.411
1783518695980013664,update,244.860
1783518696330365161,select,247.670
1783518696581516303,update,247.205
1783518696933357297,select,238.538
1783518697175185366,update,243.371
1783518697523575334,select,218.675
1783518697745406692,update,232.519
1783518698083159462,select,221.782
1783518698308106412,update,239.790
1783518698652587011,select,234.173
1783518698890211668,update,248.897
1783518699243411706,select,232.851
1783518699479957908,update,232.898
1783518699817765710,select,241.955
1783518700062640268,update,242.803
1783518700410297459,select,238.802
1783518700652280181,update,236.501
1783518700993328109,select,227.051
1783518701223450846,update,229.463
1783518701557781371,select,224.921
1783518701785937030,update,237.681
1783518702128358987,select,239.692
1783518702371344336,update,238.164
1783518702714340197,select,231.404
1783518702948971760,update,228.900
1783518703282464146,select,236.281
1783518703521815758,update,253.886
1783518703880409278,select,227.818
1783518704111710789,update,260.888
1783518704477595169,select,236.596
1783518704717500346,update,280.519
1783518705102834725,select,231.059
1783518705337437607,update,281.745
1783518705723830266,select,234.532
1783518705961616792,update,314.621
1783518706381432504,select,239.426
1783518706624151759,update,267.466
1783518706997298886,select,237.514
1783518707238673783,update,278.590
1783518707622463271,select,231.856
1783518707857653136,update,261.071
1783518708223397355,select,233.190
1783518708459715561,update,276.340
1783518708840940736,select,232.920
1783518709077491985,update,305.809
1783518709488091272,select,242.758
1783518709734253616,update,278.687
1783518710118108554,select,235.605
1783518710357154722,update,295.108
1783518710757162169,select,235.222
1783518710995574457,update,266.398
1783518711367139880,select,228.330
1783518711598641943,update,271.757
1783518711975562978,select,234.420
1783518712213379124,update,249.926
1783518712568555808,select,233.298
1783518712805134186,update,292.709
1783518713202758794,select,228.983
1783518713434901664,update,262.617
1783518713802444906,select,246.431
1783518714052002145,update,260.558
1783518714417340884,select,225.494
1783518714646411072,update,261.800
1783518715013058891,select,228.339
1783518715244846982,update,262.418
1783518715612483508,select,241.012
1783518715856859994,update,258.196
1783518716219859980,select,254.242
1783518716477794766,update,253.470
1783518716837161549,select,243.453
1783518717084021321,update,311.915
1783518717500990914,select,223.841
1783518717728405458,update,262.633
1783518718096188741,select,229.948
1783518718329544719,update,289.107
1783518718723656980,select,223.981
1783518718951305694,update,273.105
1783518719329890300,select,227.136
1783518719560296001,update,227.851
1783518719892711110,select,252.652
1783518720148815600,update,274.529
1783518720528819620,select,236.131
1783518720768372588,update,277.508
1783518721150635006,select,240.553
1783518721394466135,update,252.458
1783518721751542642,select,266.650
1783518722021440477,update,266.718
1783518722393153396,select,224.038
1783518722620321530,update,283.216
1783518723008431605,select,228.498
1783518723240068413,update,262.659
1783518723607671947,select,232.153
1783518723843245575,update,302.502
1783518724250533419,select,231.940
1783518724485648813,update,278.801
1783518724869252617,select,231.635
1783518725104152375,update,262.051
1783518725470900274,select,226.981
1783518725701278081,update,287.855
1783518726093946360,select,231.670
1783518726328906609,update,254.694
1783518726688519913,select,229.070
1783518726920789736,update,260.992
1783518727286738599,select,223.743
1783518727514067048,update,261.207
1783518727880539886,select,231.079
1783518728114985843,update,244.552
1783518728464339491,select,233.576
1783518728701080213,update,290.994
1783518729097224003,select,218.374
1783518729318877508,update,285.736
1783518729709563256,select,229.657
1783518729942500566,update,263.726
1783518730311279294,select,235.743
1783518730550363878,update,247.066
1783518730902327497,select,246.746
1783518731152652984,update,304.160
1783518731561892723,select,229.283
1783518731794442362,update,281.047
1783518732180701970,select,238.055
1783518732422206882,update,303.836
1783518732830848665,select,228.601
1783518733062667694,update,259.224
1783518733427007437,select,230.202
1783518733660461992,update,257.051
1783518734022420132,select,236.603
1783518734262639726,update,242.110
1783518734609656417,select,230.717
1783518734843812065,update,238.503
1783518735187558660,select,233.481
1783518735424281272,update,257.550
1783518735786812904,select,227.788
1783518736017768092,update,270.997
1783518736393521651,select,225.442
1783518736622360736,update,235.496
1783518736963246240,select,239.110
1783518737205446910,update,247.579
