Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年07月08日 	_x86_64_	(4 CPU)

21時51分17秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21時51分43秒  all    0.75    0.00    1.00    0.25    0.00    0.25    0.00    0.00    0.00   97.76
21時51分44秒  all   22.90    0.00    4.07    2.54    1.02    1.53    0.00    0.00    0.00   67.94
21時51分45秒  all   39.03    0.00    8.67    5.61    1.53    3.06    0.00    0.00    0.00   42.09
21時51分46秒  all   38.08    0.00    8.55    5.96    1.30    2.59    0.00    0.00    0.00   43.52
21時51分47秒  all   43.37    0.00    7.40   10.20    1.28    2.81    0.00    0.00    0.00   34.95
21時51分48秒  all   34.02    0.00    5.93   12.63    1.29    2.32    0.00    0.00    0.00   43.81
21時51分49秒  all   40.05    0.00    7.56   12.09    1.26    3.02    0.00    0.00    0.00   36.02
21時51分50秒  all   31.61    0.00    6.22   13.21    1.30    2.33    0.00    0.00    0.00   45.34
21時51分51秒  all   37.44    0.00    7.44   12.82    1.28    2.82    0.00    0.00    0.00   38.21
21時51分52秒  all   38.56    0.00    7.20   12.34    1.03    3.08    0.00    0.00    0.00   37.79
21時51分53秒  all   39.85    0.00    7.36   13.20    1.27    2.79    0.00    0.00    0.00   35.53
21時51分54秒  all   36.04    0.00    5.84   13.71    1.27    2.79    0.00    0.00    0.00   40.36
21時51分55秒  all   37.02    0.00    7.46   13.88    1.29    3.08    0.00    0.00    0.00   37.28
21時51分56秒  all   35.40    0.00    6.98   13.18    1.29    2.58    0.00    0.00    0.00   40.57
21時51分57秒  all   42.42    0.00    6.94   13.11    1.54    3.08    0.00    0.00    0.00   32.90
21時51分58秒  all   37.44    0.00    8.46   12.56    1.28    2.82    0.00    0.00    0.00   37.44
21時51分59秒  all   42.42    0.00    6.94   13.11    1.03    2.57    0.00    0.00    0.00   33.93
21時52分00秒  all   41.41    0.00    8.07   11.46    1.30    2.86    0.00    0.00    0.00   34.90
21時52分01秒  all   33.67    0.00    7.59   12.66    1.27    3.04    0.00    0.00    0.00   41.77
21時52分02秒  all   46.65    0.00    6.96   12.63    1.03    2.84    0.00    0.00    0.00   29.90
21時52分03秒  all   36.32    0.00    6.65   13.81    1.28    2.81    0.00    0.00    0.00   39.13
21時52分04秒  all   33.76    0.00    6.19   12.89    1.29    2.58    0.00    0.00    0.00   43.30
21時52分05秒  all   37.47    0.00    6.98   13.18    1.29    2.84    0.00    0.00    0.00   38.24
21時52分06秒  all   39.23    0.00    6.41   13.85    1.28    2.82    0.00    0.00    0.00   36.41
21時52分07秒  all   33.68    0.00    6.17   13.11    1.03    3.08    0.00    0.00    0.00   42.93
21時52分08秒  all   35.06    0.00    7.01   13.77    1.30    2.34    0.00    0.00    0.00   40.52
21時52分09秒  all   34.96    0.00    7.46   13.37    1.29    2.83    0.00    0.00    0.00   40.10
21時52分10秒  all   38.86    0.00    7.25   11.92    1.55    2.85    0.00    0.00    0.00   37.56
21時52分11秒  all   45.41    0.00    7.65   11.73    1.02    2.55    0.00    0.00    0.00   31.63
21時52分12秒  all   34.96    0.00    6.94   12.34    1.03    2.57    0.00    0.00    0.00   42.16
21時52分13秒  all   34.37    0.00    6.46   12.92    1.29    2.58    0.00    0.00    0.00   42.38
21時52分14秒  all   36.27    0.00    7.77   13.47    1.30    3.11    0.00    0.00    0.00   38.08
21時52分15秒  all   39.64    0.00    6.74   13.47    1.30    2.59    0.00    0.00    0.00   36.27
21時52分16秒  all   35.38    0.00    7.18   12.82    1.28    3.33    0.00    0.00    0.00   40.00
21時52分17秒  all   36.32    0.00    6.91   13.30    1.28    2.56    0.00    0.00    0.00   39.64
21時52分18秒  all   36.34    0.00    7.73   13.14    1.29    2.84    0.00    0.00    0.00   38.66
21時52分19秒  all   36.76    0.00    6.94   13.11    1.03    3.08    0.00    0.00    0.00   39.07
21時52分20秒  all   46.70    0.00    7.11   11.42    1.27    2.54    0.00    0.00    0.00   30.96
21時52分21秒  all   43.77    0.00    6.87   12.47    1.53    2.80    0.00    0.00    0.00   32.57
21時52分22秒  all   43.48    0.00    6.91   12.02    1.28    2.56    0.00    0.00    0.00   33.76
平均時間：  all   22.92    0.00    4.52    7.30    0.84    1.70    0.00    0.00    0.00   62.73
