Linux 4.18.0-553.139.1.el8_10.x86_64 (g-test-poc-3) 	07/08/26 	_x86_64_	(4 CPU)

13:51:17     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
13:51:18     all    2.27    3.27    2.77    1.26    1.01    0.25    0.00    0.00    0.00   89.17
13:51:19     all    1.25    0.00    1.00    0.25    0.75    0.25    0.00    0.00    0.00   96.49
13:51:20     all    1.51    0.00    1.51    0.50    0.25    0.00    0.00    0.00    0.00   96.22
13:51:21     all    1.01    0.00    0.76    0.76    0.76    0.25    0.00    0.00    0.00   96.46
13:51:22     all    1.49    0.00    1.24    0.50    0.75    0.25    0.00    0.00    0.00   95.77
13:51:23     all    2.03    0.00    0.76    0.51    0.25    0.25    0.00    0.00    0.00   96.20
13:51:24     all    1.25    0.00    1.25    0.75    1.00    0.00    0.25    0.00    0.00   95.51
13:51:25     all    1.76    0.00    1.01    0.76    0.25    0.25    0.00    0.00    0.00   95.97
13:51:26     all    1.50    0.00    1.25    0.75    0.75    0.00    0.00    0.00    0.00   95.74
13:51:27     all    1.77    0.00    1.26    0.51    0.51    0.51    0.00    0.00    0.00   95.45
13:51:28     all    1.74    0.00    1.24    0.99    0.74    0.00    0.25    0.00    0.00   95.04
13:51:29     all    1.01    0.00    0.76    0.00    0.51    0.00    0.00    0.00    0.00   97.72
13:51:30     all    1.50    0.00    1.50    0.75    0.50    0.50    0.25    0.00    0.00   95.01
13:51:31     all    1.51    0.00    0.75    0.50    0.75    0.25    0.00    0.00    0.00   96.23
13:51:32     all    1.01    0.00    1.26    0.25    0.50    0.00    0.00    0.00    0.00   96.98
13:51:33     all    2.26    0.00    1.26    0.50    0.75    0.00    0.00    0.00    0.00   95.23
13:51:34     all    1.25    0.00    1.00    0.75    0.50    0.00    0.00    0.00    0.00   96.49
13:51:35     all    1.51    0.00    0.75    0.50    0.75    0.75    0.00    0.00    0.00   95.73
13:51:36     all    2.27    0.00    1.01    1.01    0.25    0.25    0.00    0.00    0.00   95.21
13:51:37     all   21.08    0.00    3.86    2.83    2.06    0.00    0.00    0.00    0.00   70.18
13:51:38     all   15.11    0.00    6.80    3.53    1.76    0.25    0.00    0.00    0.00   72.54
13:51:39     all    1.27    0.00    1.01    0.25    0.25    0.00    0.00    0.00    0.00   97.22
13:51:40     all    1.98    0.00    1.23    0.99    0.74    0.74    0.25    0.00    0.00   94.07
13:51:41     all    2.51    0.00    2.51    0.25    1.01    0.25    0.00    0.00    0.00   93.47
13:51:42     all    1.26    0.00    1.01    0.50    0.50    0.00    0.00    0.00    0.00   96.73
13:51:43     all    2.03    0.00    0.76    0.51    0.51    0.00    0.00    0.00    0.00   96.19
13:51:44     all    0.75    0.00    0.75    0.25    0.75    0.25    0.00    0.00    0.00   97.24
13:51:45     all    1.26    0.00    1.26    1.01    0.51    0.00    0.00    0.00    0.00   95.96
13:51:46     all    1.74    0.00    1.24    0.74    0.74    0.50    0.25    0.00    0.00   94.79
13:51:47     all    1.77    0.00    0.51    0.51    0.25    0.25    0.25    0.00    0.00   96.46
13:51:48     all    1.26    0.00    1.01    1.01    0.75    0.00    0.00    0.00    0.00   95.98
13:51:49     all    1.26    0.00    1.01    0.00    0.50    0.00    0.25    0.00    0.00   96.98
13:51:50     all    1.75    0.00    1.00    0.75    0.75    0.50    0.00    0.00    0.00   95.26
13:51:51     all    1.50    0.00    1.50    0.50    0.75    0.00    0.00    0.00    0.00   95.75
