Linux 4.18.0-553.139.1.el8_10.x86_64 (g-test-poc-3) 	07/08/26 	_x86_64_	(4 CPU)

13:51:17     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
13:51:52     all    1.51    0.00    0.76    0.50    0.25    0.00    0.00    0.00    0.00   96.98
13:51:53     all    2.01    0.00    1.26    0.25    1.01    0.50    0.00    0.00    0.00   94.97
13:51:54     all    1.00    0.00    1.00    1.00    0.50    0.25    0.00    0.00    0.00   96.24
13:51:55     all    1.76    0.00    1.01    0.50    0.50    0.25    0.00    0.00    0.00   95.97
13:51:56     all    2.01    0.00    1.01    1.26    0.75    0.00    0.00    0.00    0.00   94.97
13:51:57     all    1.76    0.00    1.26    0.76    0.76    0.00    0.00    0.00    0.00   95.47
13:51:58     all    1.50    0.00    1.00    0.25    0.75    0.25    0.25    0.00    0.00   96.00
13:51:59     all    1.26    0.00    0.76    0.51    0.76    0.00    0.00    0.00    0.00   96.72
13:52:00     all    2.00    0.00    1.50    0.75    0.25    0.75    0.00    0.00    0.00   94.76
13:52:01     all    1.02    0.00    0.76    0.76    1.02    0.00    0.00    0.00    0.00   96.45
13:52:02     all    1.01    0.00    1.01    0.25    0.50    0.25    0.00    0.00    0.00   96.98
13:52:03     all    2.27    0.00    0.76    0.76    0.51    0.00    0.25    0.00    0.00   95.45
13:52:04     all    1.25    0.00    1.75    0.25    1.00    0.00    0.00    0.00    0.00   95.74
13:52:05     all    1.75    0.00    1.25    1.25    0.50    0.25    0.00    0.00    0.00   95.00
13:52:06     all    2.50    0.00    0.50    1.00    0.50    0.75    0.00    0.00    0.00   94.75
13:52:07     all    1.52    0.00    1.26    1.01    0.76    0.00    0.51    0.00    0.00   94.95
13:52:08     all    1.50    0.00    1.25    0.50    0.75    0.00    0.00    0.00    0.00   96.00
13:52:09     all    1.52    0.00    0.76    0.25    0.51    0.25    0.00    0.00    0.00   96.71
13:52:10     all    1.50    0.00    1.50    0.75    0.75    0.25    0.00    0.00    0.00   95.24
13:52:11     all    1.51    0.00    0.76    0.50    0.50    0.00    0.00    0.00    0.00   96.73
13:52:12     all    1.26    0.00    0.51    0.76    0.51    0.25    0.00    0.00    0.00   96.72
13:52:13     all    2.73    0.00    1.24    0.50    0.99    0.50    0.00    0.00    0.00   94.04
13:52:14     all    0.76    0.00    1.01    0.51    0.25    0.00    0.00    0.00    0.00   97.47
13:52:15     all    1.76    0.00    1.26    0.50    1.01    0.00    0.00    0.00    0.00   95.48
13:52:16     all    1.52    0.00    0.76    1.02    0.51    0.25    0.00    0.00    0.00   95.94
13:52:17     all    1.75    0.00    1.00    0.75    0.50    0.25    0.25    0.00    0.00   95.50
13:52:18     all    4.50    0.00    3.25    3.50    1.00    0.75    0.00    0.00    0.00   87.00
13:52:19     all    3.32    0.00    1.79    2.81    1.02    0.26    0.00    0.00    0.00   90.82
13:52:20     all    3.75    0.00    2.00    3.25    1.00    0.50    0.25    0.00    0.00   89.25
13:52:21     all    3.53    0.00    2.02    3.27    1.01    0.50    0.00    0.00    0.00   89.67
13:52:22     all    2.78    0.00    1.77    2.03    1.01    0.51    0.00    0.00    0.00   91.90
Average:     all    2.24    0.05    1.31    0.88    0.69    0.22    0.05    0.00    0.00   94.55
