Linux 4.18.0-553.139.1.el8_10.x86_64 (g-test-poc-1) 	07/08/26 	_x86_64_	(4 CPU)

13:51:17     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
13:51:18     all    3.01    0.00    2.01    1.25    1.00    0.50    0.50    0.00    0.00   91.73
13:51:19     all    1.76    0.00    1.01    0.50    0.75    0.00    0.00    0.00    0.00   95.98
13:51:20     all    1.01    0.00    1.01    0.50    1.01    0.25    0.00    0.00    0.00   96.23
13:51:21     all    1.76    0.00    1.26    0.50    0.50    0.25    0.25    0.00    0.00   95.48
13:51:22     all    1.27    0.00    0.76    0.25    0.51    0.00    0.00    0.00    0.00   97.22
13:51:23     all    1.00    0.00    1.25    0.75    0.75    0.50    0.00    0.00    0.00   95.74
13:51:24     all    1.27    0.00    0.76    0.25    0.76    0.00    0.00    0.00    0.00   96.95
13:51:25     all    1.77    0.00    1.52    0.51    0.51    0.25    0.00    0.00    0.00   95.45
13:51:26     all    2.25    0.00    1.25    0.75    0.75    0.00    0.00    0.00    0.00   95.00
13:51:27     all    1.74    0.00    1.24    1.00    0.75    0.50    0.25    0.00    0.00   94.53
13:51:28     all    0.76    0.00    1.26    0.00    0.76    0.25    0.25    0.00    0.00   96.72
13:51:29     all    1.26    0.00    1.51    0.25    0.50    0.00    0.00    0.00    0.00   96.47
13:51:30     all    1.52    0.00    1.02    0.51    0.76    0.00    0.25    0.00    0.00   95.94
13:51:31     all    3.00    0.00    4.00    0.75    1.00    0.75    0.00    0.00    0.00   90.50
13:51:32     all    1.51    0.00    0.76    0.50    0.50    0.25    0.25    0.00    0.00   96.22
13:51:33     all    1.52    0.00    1.01    0.51    0.76    0.00    0.00    0.00    0.00   96.21
13:51:34     all    2.26    0.00    3.02    0.25    1.01    0.00    0.00    0.00    0.00   93.47
13:51:35     all    1.52    0.00    0.76    0.76    0.51    0.51    0.00    0.00    0.00   95.95
13:51:36     all    2.51    0.00    1.26    1.01    0.50    0.25    0.00    0.00    0.00   94.47
13:51:37     all    1.01    0.00    0.76    0.50    1.01    0.00    0.00    0.00    0.00   96.73
13:51:38     all    1.26    0.00    1.26    0.25    0.50    0.25    0.00    0.00    0.00   96.47
13:51:39     all    1.27    0.00    0.76    0.51    0.51    0.00    0.00    0.00    0.00   96.96
13:51:40     all    1.26    0.00    0.75    0.25    0.75    0.25    0.50    0.00    0.00   96.23
13:51:41     all    1.75    0.00    1.00    0.50    0.75    0.50    0.25    0.00    0.00   95.26
13:51:42     all    1.27    0.00    1.02    0.25    0.25    0.00    0.00    0.00    0.00   97.21
13:51:43     all    1.01    0.00    0.75    0.75    0.75    0.25    0.00    0.00    0.00   96.48
13:51:44     all    1.26    0.00    1.01    0.25    0.50    0.00    0.00    0.00    0.00   96.98
13:51:45     all    1.76    0.00    1.01    0.50    0.75    0.25    0.00    0.00    0.00   95.73
13:51:46     all    4.02    0.00    1.01    0.50    0.75    0.25    0.00    0.00    0.00   93.47
13:51:47     all    1.01    0.00    2.02    0.50    0.76    0.25    0.00    0.00    0.00   95.47
13:51:48     all    2.01    0.00    1.51    0.25    0.50    0.00    0.25    0.00    0.00   95.48
13:51:49     all    1.01    0.00    1.26    0.50    0.50    0.00    0.00    0.00    0.00   96.73
13:51:50     all    1.76    0.00    0.75    0.25    0.75    0.25    0.00    0.00    0.00   96.23
13:51:51     all    1.75    0.00    1.00    0.75    0.50    0.50    0.00    0.00    0.00   95.50
13:51:52     all    1.02    0.00    0.76    0.00    0.51    0.00    0.00    0.00    0.00   97.72
13:51:53     all    1.76    0.00    0.75    0.50    0.50    0.25    0.00    0.00    0.00   96.23
13:51:54     all    1.26    0.00    0.75    0.75    0.75    0.00    0.00    0.00    0.00   96.48
13:51:55     all    1.00    0.00    1.50    0.25    0.75    0.25    0.25    0.00    0.00   95.99
13:51:56     all    2.02    0.00    1.01    0.51    0.51    0.51    0.00    0.00    0.00   95.45
13:51:57     all    2.23    0.00    1.24    0.74    0.74    0.00    0.50    0.00    0.00   94.54
13:51:58     all    1.01    0.00    1.01    0.00    0.76    0.00    0.00    0.00    0.00   97.22
13:51:59     all    1.51    0.00    1.01    0.50    0.25    0.25    0.00    0.00    0.00   96.47
13:52:00     all    1.25    0.00    1.00    0.75    1.00    0.25    0.00    0.00    0.00   95.74
13:52:01     all    1.27    0.00    1.02    0.51    0.51    0.25    0.00    0.00    0.00   96.45
13:52:02     all    1.76    0.00    0.76    0.25    0.50    0.00    0.00    0.00    0.00   96.73
13:52:03     all    1.25    0.00    1.25    0.75    1.00    0.00    0.00    0.00    0.00   95.75
13:52:04     all    1.26    0.00    0.76    0.25    0.25    0.25    0.25    0.00    0.00   96.97
13:52:05     all    1.51    0.00    0.76    0.50    0.76    0.76    0.00    0.00    0.00   95.72
13:52:06     all    2.49    0.00    1.24    1.00    0.75    0.00    0.00    0.00    0.00   94.53
13:52:07     all    1.01    0.00    1.52    0.51    0.51    0.25    0.00    0.00    0.00   96.21
13:52:08     all    1.52    0.00    1.01    0.00    0.76    0.00    0.00    0.00    0.00   96.71
13:52:09     all    1.00    0.00    1.00    1.00    0.50    0.00    0.25    0.00    0.00   96.24
13:52:10     all    1.25    0.00    1.25    0.00    0.75    0.50    0.00    0.00    0.00   96.24
13:52:11     all    1.00    0.00    1.00    0.75    0.75    0.25    0.25    0.00    0.00   95.99
13:52:12     all    2.02    0.00    1.01    0.51    0.25    0.00    0.25    0.00    0.00   95.96
13:52:13     all    1.01    0.00    1.01    0.25    0.76    0.00    0.00    0.00    0.00   96.98
13:52:14     all    0.76    0.00    1.26    0.25    0.76    0.00    0.00    0.00    0.00   96.97
13:52:15     all    1.50    0.00    1.00    0.75    0.50    0.50    0.00    0.00    0.00   95.74
13:52:16     all    2.02    0.00    0.76    0.51    0.76    0.51    0.00    0.00    0.00   95.45
13:52:17     all    1.51    0.00    0.76    0.76    0.76    0.00    0.00    0.00    0.00   96.22
13:52:18     all    5.33    0.00    3.55    2.03    1.27    0.76    0.25    0.00    0.00   86.80
13:52:19     all    5.26    0.00    2.51    2.26    1.25    0.50    0.00    0.00    0.00   88.22
13:52:20     all    4.55    0.00    1.52    2.27    1.01    0.76    0.25    0.00    0.00   89.65
13:52:21     all    4.75    0.00    2.50    3.00    1.00    0.75    0.50    0.00    0.00   87.50
13:52:22     all    3.57    0.00    2.30    2.04    1.28    0.51    0.00    0.00    0.00   90.31
Average:     all    1.80    0.00    1.25    0.64    0.70    0.23    0.09    0.00    0.00   95.30
