65	3035
44	3041
27	3034
81	3038
64	3037
103	3038
108	3031
58	3037
75	3031
49	3033
50	3035
63	3039
10	3039
116	3038
38	3033
42	3032
56	3029
43	3034
21	3037
124	3032
17	3034
122	3032
110	3035
68	3029
115	3032
119	3032
114	3034
123	3033
5	3041
33	3032
104	3036
13	3035
16	3038
20	3034
95	3036
11	3031
93	3038
88	3035
99	3030
125	3037
77	3041
89	3035
80	3041
1	3033
100	3038
69	3033
4	3036
55	3035
54	3034
87	3031
91	3033
71	3033
94	3032
70	3037
9	3037
23	3033
15	3035
83	3037
12	3038
73	3035
25	3036
26	3030
109	3032
84	3033
28	3030
127	3041
59	3035
113	3036
67	3043
37	3029
31	3037
22	3029
101	3038
30	3032
117	3036
46	3034
34	3033
107	3045
96	3035
2	3037
51	3034
45	3037
106	3042
35	3036
39	3031
62	3029
41	3036
8	3036
105	3033
7	3040
18	3035
60	3032
48	3037
19	3038
78	3037
90	3028
6	3033
82	3036
98	3029
57	3037
111	3032
40	3037
79	3033
47	3032
72	3034
36	3037
61	3036
66	3037
118	3033
120	3035
128	3034
14	3037
112	3036
92	3032
74	3029
126	3038
29	3038
53	3038
24	3036
97	3031
3	3041
86	3031
121	3037
32	3035
85	3035
102	3038
76	3033
52	3028
