Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

20時48分42秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時48分43秒        lo     24.75     24.75      6.45      6.45      0.00      0.00      0.00      0.00
20時48分43秒     ens33  35344.55  30535.64  12870.74  14121.34      0.00      0.00      0.00      1.16
20時48分43秒      cni0  14273.27  15275.25  10379.42   9079.45      0.00      0.00      0.00      0.00
20時48分43秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時48分43秒 veth854270a4     10.89     14.85      3.39      1.53      0.00      0.00      0.00      0.00
20時48分43秒 veth0c9b2fa5     10.89     10.89      1.79      1.24      0.00      0.00      0.00      0.00
20時48分43秒 vethba68c3a0   2754.46   2863.37    356.19    346.90      0.00      0.00      0.00      0.03
20時48分43秒 veth0a72e473   5515.84   7313.86   7964.86   8026.39      0.00      0.00      0.00      0.66
20時48分43秒 veth575532b7  10113.86   9203.96   4377.91   2832.70      0.00      0.00      0.00      0.36

20時48分43秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時48分44秒        lo     32.00     32.00      6.10      6.10      0.00      0.00      0.00      0.00
20時48分44秒     ens33  38361.00  32961.00  13784.06  15475.04      0.00      0.00      0.00      1.27
20時48分44秒      cni0  16020.00  17447.00  11483.04   9762.29      0.00      0.00      0.00      0.00
20時48分44秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時48分44秒 veth854270a4     21.00     14.00      3.75      1.95      0.00      0.00      0.00      0.00
20時48分44秒 veth0c9b2fa5     12.00     12.00      2.69      1.63      0.00      0.00      0.00      0.00
20時48分44秒 vethba68c3a0   3115.00   3229.00    394.18    394.10      0.00      0.00      0.00      0.03
20時48分44秒 veth0a72e473   6732.00   8439.00   9063.05   8656.92      0.00      0.00      0.00      0.74
20時48分44秒 veth575532b7  10557.00  10170.00   4577.76   3047.05      0.00      0.00      0.00      0.38

20時48分44秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時48分45秒        lo     14.00     14.00      2.11      2.11      0.00      0.00      0.00      0.00
20時48分45秒     ens33  32930.00  28289.00  11811.10  13490.26      0.00      0.00      0.00      1.11
20時48分45秒      cni0  16233.00  17445.00  10582.58   8905.89      0.00      0.00      0.00      0.00
20時48分45秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時48分45秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
20時48分45秒 veth0c9b2fa5     23.00     23.00      4.50      2.88      0.00      0.00      0.00      0.00
20時48分45秒 vethba68c3a0   3724.00   3895.00    475.86    454.93      0.00      0.00      0.00      0.04
20時48分45秒 veth0a72e473   6645.00   8031.00   7940.36   7726.14      0.00      0.00      0.00      0.65
20時48分45秒 veth575532b7  11877.00  11531.00   5000.09   3340.26      0.00      0.00      0.00      0.41

20時48分45秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時48分46秒        lo     18.00     18.00      2.82      2.82      0.00      0.00      0.00      0.00
20時48分46秒     ens33  34324.00  29495.00  11942.59  13359.25      0.00      0.00      0.00      1.09
20時48分46秒      cni0  16845.00  18296.00  10289.77   8886.19      0.00      0.00      0.00      0.00
