Linux 4.18.0-553.129.1.el8_10.x86_64 (g-test-poc-1) 	06/22/26 	_x86_64_	(4 CPU)

15:04:39     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:04:40     all    3.32    0.00    3.07    1.28    1.02    0.00    0.26    0.00    0.00   91.05
15:04:41     all    2.53    0.00    2.03    1.01    0.51    0.51    0.25    0.00    0.00   93.16
15:04:42     all    3.28    0.00    2.02    0.76    0.51    0.25    0.25    0.00    0.00   92.93
15:04:43     all    1.53    0.00    2.29    0.25    0.51    0.00    0.00    0.00    0.00   95.42
15:04:44     all    3.31    0.00    1.27    0.76    0.76    0.00    0.51    0.00    0.00   93.38
15:04:45     all    3.27    0.00    2.52    1.26    0.50    0.76    0.00    0.00    0.00   91.69
15:04:46     all    2.54    0.00    1.78    0.25    0.76    0.25    0.00    0.00    0.00   94.42
15:04:47     all    2.54    0.00    1.53    0.51    0.25    0.00    0.25    0.00    0.00   94.91
15:04:48     all    2.27    0.00    2.02    0.51    0.76    0.25    0.25    0.00    0.00   93.94
15:04:49     all    3.52    0.00    2.26    1.01    0.50    0.25    0.25    0.00    0.00   92.21
15:04:50     all    2.81    0.00    1.79    1.28    0.51    0.51    0.26    0.00    0.00   92.86
15:04:51     all    2.78    0.00    1.77    1.26    0.51    0.25    0.00    0.00    0.00   93.43
15:04:52     all    3.04    0.00    2.28    0.76    0.51    0.00    0.00    0.00    0.00   93.42
15:04:53     all    2.77    0.00    1.76    0.50    0.76    0.50    0.25    0.00    0.00   93.45
15:04:54     all    3.54    0.00    2.03    0.76    0.25    0.00    0.25    0.00    0.00   93.16
15:04:55     all    4.04    0.00    1.52    1.01    1.01    0.25    0.51    0.00    0.00   91.67
15:04:56     all    2.28    0.00    2.28    0.76    0.51    0.25    0.00    0.00    0.00   93.92
15:04:57     all    2.27    0.00    2.27    0.00    0.51    0.25    0.00    0.00    0.00   94.70
15:04:58     all    3.52    0.00    2.01    0.75    0.75    0.25    0.25    0.00    0.00   92.46
15:04:59     all    3.30    0.00    2.28    1.02    0.25    0.51    0.25    0.00    0.00   92.39
15:05:00     all    3.29    0.00    1.52    1.77    0.76    0.25    0.51    0.00    0.00   91.90
15:05:01     all    1.78    0.00    2.79    0.76    0.76    0.25    0.00    0.00    0.00   93.65
15:05:02     all    3.58    0.00    1.28    0.77    0.51    0.00    0.26    0.00    0.00   93.61
15:05:03     all    2.03    0.00    1.52    0.00    0.76    0.51    0.25    0.00    0.00   94.94
15:05:04     all    3.27    0.00    1.76    1.01    0.25    0.50    0.00    0.00    0.00   93.20
15:05:05     all    4.35    0.00    1.79    1.28    0.77    0.00    0.51    0.00    0.00   91.30
15:05:06     all    2.03    0.00    2.03    0.25    0.51    0.00    0.25    0.00    0.00   94.94
15:05:07     all    2.53    0.00    1.52    0.25    0.51    0.51    0.00    0.00    0.00   94.68
15:05:08     all    3.56    0.00    2.54    2.54    1.02    0.25    0.25    0.00    0.00   89.82
15:05:09     all    6.06    0.00    3.03    4.80    0.76    0.76    0.25    0.00    0.00   84.34
15:05:10     all    5.34    0.00    3.56    6.87    1.02    0.76    0.25    0.00    0.00   82.19
15:05:11     all    9.51    0.00    2.31    5.40    0.77    1.29    0.26    0.00    0.00   80.46
15:05:12     all    3.28    0.00    2.27    1.26    0.76    0.00    0.25    0.00    0.00   92.17
15:05:13     all    1.79    0.00    1.79    0.00    0.51    0.00    0.26    0.00    0.00   95.66
15:05:14     all    2.81    0.00    1.79    1.02    0.77    0.26    0.00    0.00    0.00   93.37
15:05:15     all    3.81    0.00    2.03    1.02    0.25    0.76    0.51    0.00    0.00   91.62
15:05:16     all    2.27    0.00    2.27    0.51    0.76    0.25    0.25    0.00    0.00   93.69
15:05:17     all    2.31    0.00    1.54    0.26    0.51    0.00    0.26    0.00    0.00   95.12
15:05:18     all    2.51    0.00    1.76    0.50    0.50    0.25    0.50    0.00    0.00   93.97
15:05:19     all    3.05    0.00    2.04    1.02    0.76    0.25    0.00    0.00    0.00   92.88
15:05:20     all    2.81    0.00    1.79    1.28    0.51    0.26    0.00    0.00    0.00   93.37
15:05:21     all    3.02    0.00    2.01    1.26    0.75    0.25    0.00    0.00    0.00   92.71
15:05:22     all    2.80    0.00    1.27    0.51    0.51    0.51    0.00    0.00    0.00   94.40
15:05:23     all    2.52    0.00    1.76    0.50    0.50    0.00    0.50    0.00    0.00   94.21
15:05:24     all    3.27    0.00    1.76    1.01    0.76    0.25    0.00    0.00    0.00   92.95
15:05:25     all    3.33    0.00    2.05    0.77    0.26    0.26    0.00    0.00    0.00   93.33
15:05:26     all    2.51    0.00    1.51    0.75    0.75    0.25    0.50    0.00    0.00   93.72
15:05:27     all    2.28    0.00    2.28    0.25    0.51    0.00    0.00    0.00    0.00   94.68
15:05:28     all    2.79    0.00    1.52    0.00    0.51    0.51    0.25    0.00    0.00   94.42
15:05:29     all    3.29    0.00    2.03    1.27    0.76    0.51    0.25    0.00    0.00   91.90
15:05:30     all    2.52    0.00    2.02    1.51    0.50    0.00    0.25    0.00    0.00   93.20
15:05:31     all    2.05    0.00    1.79    0.51    0.51    0.26    0.00    0.00    0.00   94.88
15:05:32     all    8.93    0.00    1.79    1.28    0.77    0.26    0.26    0.00    0.00   86.73
15:05:33     all   24.61    0.00    4.66    2.33    1.81    0.26    0.00    0.00    0.00   66.32
15:05:34     all   23.48    0.00    4.22    3.96    1.32    0.26    0.26    0.00    0.00   66.49
15:05:35     all   19.95    0.00    4.86    5.37    1.79    0.51    0.51    0.00    0.00   67.01
15:05:36     all    2.29    0.00    1.78    0.00    0.25    0.25    0.00    0.00    0.00   95.42
15:05:37     all    2.02    0.00    1.52    0.25    0.76    0.25    0.25    0.00    0.00   94.95
15:05:38     all    3.05    0.00    2.04    0.25    0.25    0.25    0.00    0.00    0.00   94.15
15:05:39     all    2.56    0.00    1.79    1.28    0.77    0.00    0.00    0.00    0.00   93.61
15:05:40     all    4.71    0.00    3.72    1.49    0.74    0.74    0.74    0.00    0.00   87.84
15:05:41     all    2.04    0.00    2.29    0.76    0.51    0.25    0.00    0.00    0.00   94.15
15:05:42     all    2.55    0.00    1.53    0.77    0.77    0.00    0.00    0.00    0.00   94.39
15:05:43     all    2.03    0.00    2.28    0.25    0.25    0.00    0.25    0.00    0.00   94.94
15:05:44     all    3.26    0.00    1.50    1.00    1.00    0.75    0.25    0.00    0.00   92.23
15:05:45     all    3.84    0.00    2.30    1.02    0.00    0.00    0.00    0.00    0.00   92.84
15:05:46     all    2.28    0.00    1.52    0.25    1.02    0.00    0.00    0.00    0.00   94.92
15:05:47     all    2.52    0.00    2.27    0.25    0.00    0.76    0.50    0.00    0.00   93.70
15:05:48     all    2.04    0.00    1.27    0.51    1.02    0.00    0.00    0.00    0.00   95.17
15:05:49     all    3.75    0.00    2.00    1.25    0.75    0.25    0.25    0.00    0.00   91.75
15:05:50     all    2.30    0.00    2.30    1.28    0.26    0.26    0.26    0.00    0.00   93.35
15:05:51     all    2.78    0.00    2.03    0.76    1.01    0.25    0.00    0.00    0.00   93.16
15:05:52     all    2.56    0.00    1.79    0.77    0.00    0.00    0.00    0.00    0.00   94.88
15:05:53     all    2.28    0.00    1.78    0.25    1.02    0.51    0.51    0.00    0.00   93.65
15:05:54     all    3.03    0.00    1.77    1.01    0.51    0.51    0.51    0.00    0.00   92.68
