ts_ns,query_type,latency_ms
1784282877401218757,select,7.828
1784282877414543608,update,28.599
1784282877556322184,select,8.002
1784282877568052346,update,32.126
1784282877704794618,select,8.275
1784282877716423725,update,17.266
1784282877838592494,select,8.484
1784282877850797824,update,42.777
1784282877998360037,select,7.263
1784282878008923074,update,23.676
1784282878138325618,select,7.936
1784282878149720841,update,25.657
1784282878281574991,select,8.257
1784282878293143849,update,20.324
1784282878418610136,select,7.126
1784282878429366515,update,23.007
1784282878557838019,select,8.852
1784282878570582173,update,26.686
1784282878702146057,select,10.466
1784282878716305558,update,22.065
1784282878843767506,select,8.957
1784282878855968965,update,35.603
1784282878997117142,select,10.292
1784282879010918978,update,29.200
1784282879145523888,select,9.086
1784282879158366530,update,24.057
1784282879287340773,select,8.967
1784282879299709176,update,26.434
1784282879431820345,select,9.463
1784282879445651715,update,26.685
1784282879578048816,select,9.297
1784282879591446190,update,24.366
1784282879720837160,select,7.806
1784282879731912899,update,21.373
1784282879859291244,select,8.030
1784282879870310819,update,40.704
1784282880015460758,select,9.894
1784282880029530949,update,20.600
1784282880155556917,select,9.080
1784282880168329705,update,22.712
1784282880296458766,select,9.229
1784282880309048644,update,20.742
1784282880436548086,select,8.196
1784282880448206324,update,23.754
1784282880578414537,select,8.157
1784282880589739221,update,21.207
1784282880716819123,select,8.253
1784282880729774313,update,20.459
1784282880856519834,select,10.127
1784282880871158255,update,38.783
1784282881016139179,select,9.362
1784282881029659035,update,21.129
1784282881156176808,select,8.467
1784282881169448281,update,29.212
1784282881304720914,select,9.008
1784282881318929438,update,29.321
1784282881453880861,select,9.869
1784282881467413719,update,23.085
1784282881596292607,select,8.916
1784282881608770227,update,21.896
1784282881735571030,select,7.842
1784282881746667766,update,21.505
1784282881873513847,select,20.321
1784282881897539077,update,23.168
1784282882028176410,select,9.030
1784282882041269897,update,21.789
1784282882168031074,select,8.591
1784282882179783711,update,22.401
1784282882307411765,select,8.298
1784282882319289607,update,21.550
1784282882446138582,select,9.397
1784282882459786115,update,25.264
1784282882590571707,select,7.845
1784282882601568524,update,27.866
1784282882735494027,select,8.784
1784282882747393257,update,25.044
1784282882877382894,select,18.542
1784282882900336024,update,23.124
1784282883028271882,select,7.929
1784282883039785559,update,27.807
1784282883173613192,select,8.983
1784282883186100533,update,22.904
1784282883314112365,select,7.862
1784282883328199449,update,23.221
1784282883456806577,select,9.202
1784282883469283484,update,24.343
1784282883599516614,select,10.236
1784282883612988331,update,24.341
1784282883743964831,select,8.817
1784282883755994675,update,23.830
1784282883884953150,select,9.481
1784282883898148820,update,22.281
1784282884026414205,select,9.312
1784282884039982763,update,23.533
