2026/06/19 02:05:19 maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined
[Current] DELIVERY - Takes(s): 9.2, Count: 27, TPM: 175.3, Sum(ms): 6571.7, Avg(ms): 243.4, 50th(ms): 226.5, 90th(ms): 302.0, 95th(ms): 369.1, 99th(ms): 402.7, 99.9th(ms): 402.7, Max(ms): 402.7
[Current] NEW_ORDER - Takes(s): 9.8, Count: 363, TPM: 2216.2, Sum(ms): 56751.1, Avg(ms): 156.3, 50th(ms): 96.5, 90th(ms): 318.8, 95th(ms): 453.0, 99th(ms): 939.5, 99.9th(ms): 1744.8, Max(ms): 1744.8
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 43, TPM: 263.9, Sum(ms): 936.7, Avg(ms): 21.7, 50th(ms): 28.3, 90th(ms): 31.5, 95th(ms): 32.5, 99th(ms): 33.6, 99.9th(ms): 33.6, Max(ms): 33.6
[Current] PAYMENT - Takes(s): 9.8, Count: 369, TPM: 2255.7, Sum(ms): 91604.5, Avg(ms): 248.5, 50th(ms): 209.7, 90th(ms): 453.0, 95th(ms): 536.9, 99th(ms): 704.6, 99.9th(ms): 1073.7, Max(ms): 1073.7
[Current] STOCK_LEVEL - Takes(s): 9.5, Count: 25, TPM: 158.5, Sum(ms): 387.9, Avg(ms): 15.5, 50th(ms): 14.2, 90th(ms): 17.8, 95th(ms): 17.8, 99th(ms): 46.1, 99.9th(ms): 46.1, Max(ms): 46.1
[Current] DELIVERY - Takes(s): 10.0, Count: 36, TPM: 216.6, Sum(ms): 8949.7, Avg(ms): 248.4, 50th(ms): 226.5, 90th(ms): 318.8, 95th(ms): 369.1, 99th(ms): 520.1, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] NEW_ORDER - Takes(s): 9.9, Count: 318, TPM: 1920.1, Sum(ms): 52405.1, Avg(ms): 164.6, 50th(ms): 96.5, 90th(ms): 234.9, 95th(ms): 436.2, 99th(ms): 1409.3, 99.9th(ms): 4563.4, Max(ms): 4563.4
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 28, TPM: 171.8, Sum(ms): 643.5, Avg(ms): 23.0, 50th(ms): 29.4, 90th(ms): 30.4, 95th(ms): 31.5, 99th(ms): 31.5, 99.9th(ms): 31.5, Max(ms): 31.5
[Current] PAYMENT - Takes(s): 10.0, Count: 340, TPM: 2042.8, Sum(ms): 95871.5, Avg(ms): 282.4, 50th(ms): 209.7, 90th(ms): 520.1, 95th(ms): 771.8, 99th(ms): 1140.9, 99.9th(ms): 1543.5, Max(ms): 1543.5
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 37, TPM: 226.8, Sum(ms): 623.1, Avg(ms): 16.8, 50th(ms): 15.2, 90th(ms): 25.2, 95th(ms): 30.4, 99th(ms): 35.7, 99.9th(ms): 35.7, Max(ms): 35.7
[Current] DELIVERY - Takes(s): 9.8, Count: 41, TPM: 250.0, Sum(ms): 9632.0, Avg(ms): 235.4, 50th(ms): 226.5, 90th(ms): 260.0, 95th(ms): 268.4, 99th(ms): 520.1, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 356, TPM: 2144.0, Sum(ms): 53782.6, Avg(ms): 150.9, 50th(ms): 92.3, 90th(ms): 352.3, 95th(ms): 436.2, 99th(ms): 805.3, 99.9th(ms): 1744.8, Max(ms): 1744.8
[Current] ORDER_STATUS - Takes(s): 9.6, Count: 36, TPM: 225.6, Sum(ms): 799.8, Avg(ms): 22.3, 50th(ms): 28.3, 90th(ms): 30.4, 95th(ms): 30.4, 99th(ms): 31.5, 99.9th(ms): 31.5, Max(ms): 31.5
[Current] PAYMENT - Takes(s): 9.9, Count: 350, TPM: 2115.5, Sum(ms): 95875.9, Avg(ms): 273.9, 50th(ms): 226.5, 90th(ms): 520.1, 95th(ms): 671.1, 99th(ms): 1140.9, 99.9th(ms): 1275.1, Max(ms): 1275.1
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 41, TPM: 250.4, Sum(ms): 785.7, Avg(ms): 19.1, 50th(ms): 14.7, 90th(ms): 31.5, 95th(ms): 44.0, 99th(ms): 54.5, 99.9th(ms): 54.5, Max(ms): 54.5
[Current] DELIVERY - Takes(s): 9.8, Count: 29, TPM: 177.7, Sum(ms): 7642.7, Avg(ms): 264.0, 50th(ms): 226.5, 90th(ms): 402.7, 95th(ms): 503.3, 99th(ms): 637.5, 99.9th(ms): 637.5, Max(ms): 637.5
[Current] NEW_ORDER - Takes(s): 9.9, Count: 384, TPM: 2318.7, Sum(ms): 60826.4, Avg(ms): 158.3, 50th(ms): 92.3, 90th(ms): 268.4, 95th(ms): 486.5, 99th(ms): 1208.0, 99.9th(ms): 2415.9, Max(ms): 2415.9
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 31, TPM: 187.9, Sum(ms): 698.8, Avg(ms): 22.6, 50th(ms): 28.3, 90th(ms): 30.4, 95th(ms): 30.4, 99th(ms): 30.4, 99.9th(ms): 30.4, Max(ms): 30.4
[Current] PAYMENT - Takes(s): 10.0, Count: 360, TPM: 2165.3, Sum(ms): 90431.6, Avg(ms): 251.1, 50th(ms): 201.3, 90th(ms): 469.8, 95th(ms): 604.0, 99th(ms): 872.4, 99.9th(ms): 1073.7, Max(ms): 1073.7
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 35, TPM: 211.9, Sum(ms): 643.5, Avg(ms): 18.4, 50th(ms): 13.6, 90th(ms): 29.4, 95th(ms): 50.3, 99th(ms): 67.1, 99.9th(ms): 67.1, Max(ms): 67.1
[Current] DELIVERY - Takes(s): 9.4, Count: 40, TPM: 256.0, Sum(ms): 11377.4, Avg(ms): 284.1, 50th(ms): 234.9, 90th(ms): 419.4, 95th(ms): 436.2, 99th(ms): 570.4, 99.9th(ms): 570.4, Max(ms): 570.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 385, TPM: 2313.0, Sum(ms): 58727.8, Avg(ms): 152.7, 50th(ms): 92.3, 90th(ms): 335.5, 95th(ms): 436.2, 99th(ms): 939.5, 99.9th(ms): 1543.5, Max(ms): 1543.5
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 21, TPM: 129.0, Sum(ms): 495.2, Avg(ms): 23.6, 50th(ms): 28.3, 90th(ms): 31.5, 95th(ms): 31.5, 99th(ms): 32.5, 99.9th(ms): 32.5, Max(ms): 32.5
[Current] PAYMENT - Takes(s): 10.0, Count: 373, TPM: 2239.9, Sum(ms): 88833.2, Avg(ms): 238.5, 50th(ms): 201.3, 90th(ms): 436.2, 95th(ms): 536.9, 99th(ms): 738.2, 99.9th(ms): 973.1, Max(ms): 973.1
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 44, TPM: 267.1, Sum(ms): 761.1, Avg(ms): 17.3, 50th(ms): 14.7, 90th(ms): 23.1, 95th(ms): 30.4, 99th(ms): 67.1, 99.9th(ms): 67.1, Max(ms): 67.1
[Current] DELIVERY - Takes(s): 10.0, Count: 38, TPM: 228.2, Sum(ms): 9054.2, Avg(ms): 237.3, 50th(ms): 218.1, 90th(ms): 285.2, 95th(ms): 318.8, 99th(ms): 436.2, 99.9th(ms): 436.2, Max(ms): 436.2
[Current] NEW_ORDER - Takes(s): 10.0, Count: 341, TPM: 2051.2, Sum(ms): 60591.2, Avg(ms): 178.0, 50th(ms): 92.3, 90th(ms): 369.1, 95th(ms): 604.0, 99th(ms): 1275.1, 99.9th(ms): 1811.9, Max(ms): 1811.9
[Current] ORDER_STATUS - Takes(s): 9.3, Count: 23, TPM: 149.0, Sum(ms): 475.4, Avg(ms): 20.7, 50th(ms): 27.3, 90th(ms): 30.4, 95th(ms): 31.5, 99th(ms): 33.6, 99.9th(ms): 33.6, Max(ms): 33.6
[Current] PAYMENT - Takes(s): 9.9, Count: 344, TPM: 2075.9, Sum(ms): 88546.5, Avg(ms): 257.7, 50th(ms): 209.7, 90th(ms): 486.5, 95th(ms): 570.4, 99th(ms): 805.3, 99.9th(ms): 1006.6, Max(ms): 1006.6
[Current] STOCK_LEVEL - Takes(s): 9.4, Count: 38, TPM: 242.6, Sum(ms): 704.4, Avg(ms): 18.5, 50th(ms): 15.7, 90th(ms): 28.3, 95th(ms): 32.5, 99th(ms): 65.0, 99.9th(ms): 65.0, Max(ms): 65.0
Finished
[Summary] DELIVERY - Takes(s): 59.7, Count: 212, TPM: 213.2, Sum(ms): 53447.9, Avg(ms): 252.0, 50th(ms): 226.5, 90th(ms): 369.1, 95th(ms): 436.2, 99th(ms): 520.1, 99.9th(ms): 637.5, Max(ms): 637.5
[Summary] NEW_ORDER - Takes(s): 60.2, Count: 2154, TPM: 2145.2, Sum(ms): 344949.4, Avg(ms): 160.1, 50th(ms): 92.3, 90th(ms): 335.5, 95th(ms): 469.8, 99th(ms): 1140.9, 99.9th(ms): 2415.9, Max(ms): 4563.4
[Summary] ORDER_STATUS - Takes(s): 60.2, Count: 182, TPM: 181.4, Sum(ms): 4049.4, Avg(ms): 22.3, 50th(ms): 28.3, 90th(ms): 30.4, 95th(ms): 31.5, 99th(ms): 32.5, 99.9th(ms): 33.6, Max(ms): 33.6
[Summary] PAYMENT - Takes(s): 60.2, Count: 2144, TPM: 2135.7, Sum(ms): 553562.0, Avg(ms): 258.4, 50th(ms): 209.7, 90th(ms): 486.5, 95th(ms): 604.0, 99th(ms): 906.0, 99.9th(ms): 1208.0, Max(ms): 1543.5
[Summary] STOCK_LEVEL - Takes(s): 59.9, Count: 220, TPM: 220.4, Sum(ms): 3905.7, Avg(ms): 17.7, 50th(ms): 14.7, 90th(ms): 28.3, 95th(ms): 35.7, 99th(ms): 65.0, 99.9th(ms): 67.1, Max(ms): 67.1
tpmC: 2145.2, tpmTotal: 4896.0, efficiency: 4170.4%
