2026/06/22 14:06:15 maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined
[Current] DELIVERY - Takes(s): 9.8, Count: 153, TPM: 941.4, Sum(ms): 20794.0, Avg(ms): 135.9, 50th(ms): 113.2, 90th(ms): 209.7, 95th(ms): 243.3, 99th(ms): 335.5, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] NEW_ORDER - Takes(s): 9.9, Count: 1550, TPM: 9403.4, Sum(ms): 74227.2, Avg(ms): 47.9, 50th(ms): 44.0, 90th(ms): 75.5, 95th(ms): 83.9, 99th(ms): 117.4, 99.9th(ms): 134.2, Max(ms): 151.0
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 125, TPM: 762.4, Sum(ms): 1671.6, Avg(ms): 13.4, 50th(ms): 13.6, 90th(ms): 17.8, 95th(ms): 19.9, 99th(ms): 23.1, 99.9th(ms): 24.1, Max(ms): 24.1
[Current] PAYMENT - Takes(s): 9.9, Count: 1441, TPM: 8720.9, Sum(ms): 58575.2, Avg(ms): 40.7, 50th(ms): 35.7, 90th(ms): 71.3, 95th(ms): 88.1, 99th(ms): 113.2, 99.9th(ms): 151.0, Max(ms): 159.4
[Current] STOCK_LEVEL - Takes(s): 9.7, Count: 137, TPM: 847.2, Sum(ms): 2342.9, Avg(ms): 17.1, 50th(ms): 16.8, 90th(ms): 21.0, 95th(ms): 26.2, 99th(ms): 28.3, 99.9th(ms): 35.7, Max(ms): 35.7
[Current] DELIVERY - Takes(s): 9.9, Count: 143, TPM: 862.3, Sum(ms): 18628.2, Avg(ms): 130.1, 50th(ms): 113.2, 90th(ms): 201.3, 95th(ms): 234.9, 99th(ms): 302.0, 99.9th(ms): 335.5, Max(ms): 335.5
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1470, TPM: 8820.5, Sum(ms): 70357.2, Avg(ms): 47.9, 50th(ms): 44.0, 90th(ms): 71.3, 95th(ms): 88.1, 99th(ms): 117.4, 99.9th(ms): 151.0, Max(ms): 159.4
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 157, TPM: 944.2, Sum(ms): 1990.0, Avg(ms): 12.7, 50th(ms): 12.6, 90th(ms): 16.8, 95th(ms): 19.9, 99th(ms): 23.1, 99.9th(ms): 25.2, Max(ms): 25.2
[Current] PAYMENT - Takes(s): 10.0, Count: 1490, TPM: 8941.2, Sum(ms): 65046.0, Avg(ms): 43.7, 50th(ms): 37.7, 90th(ms): 79.7, 95th(ms): 92.3, 99th(ms): 121.6, 99.9th(ms): 151.0, Max(ms): 159.4
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 154, TPM: 930.7, Sum(ms): 2583.8, Avg(ms): 16.8, 50th(ms): 16.8, 90th(ms): 21.0, 95th(ms): 23.1, 99th(ms): 28.3, 99.9th(ms): 29.4, Max(ms): 29.4
[Current] DELIVERY - Takes(s): 10.0, Count: 125, TPM: 750.3, Sum(ms): 15877.5, Avg(ms): 127.2, 50th(ms): 113.2, 90th(ms): 201.3, 95th(ms): 226.5, 99th(ms): 243.3, 99.9th(ms): 260.0, Max(ms): 260.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1582, TPM: 9504.9, Sum(ms): 78259.1, Avg(ms): 49.5, 50th(ms): 46.1, 90th(ms): 75.5, 95th(ms): 88.1, 99th(ms): 125.8, 99.9th(ms): 167.8, Max(ms): 184.5
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 136, TPM: 836.3, Sum(ms): 1858.0, Avg(ms): 13.7, 50th(ms): 13.1, 90th(ms): 18.9, 95th(ms): 21.0, 99th(ms): 26.2, 99.9th(ms): 37.7, Max(ms): 37.7
[Current] PAYMENT - Takes(s): 10.0, Count: 1452, TPM: 8713.3, Sum(ms): 60758.7, Avg(ms): 41.9, 50th(ms): 35.7, 90th(ms): 75.5, 95th(ms): 92.3, 99th(ms): 121.6, 99.9th(ms): 176.2, Max(ms): 218.1
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 133, TPM: 798.8, Sum(ms): 2340.0, Avg(ms): 17.6, 50th(ms): 16.8, 90th(ms): 25.2, 95th(ms): 26.2, 99th(ms): 30.4, 99.9th(ms): 35.7, Max(ms): 35.7
[Current] DELIVERY - Takes(s): 9.8, Count: 106, TPM: 648.6, Sum(ms): 17571.7, Avg(ms): 165.9, 50th(ms): 142.6, 90th(ms): 268.4, 95th(ms): 335.5, 99th(ms): 419.4, 99.9th(ms): 453.0, Max(ms): 453.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 1264, TPM: 7592.7, Sum(ms): 75993.4, Avg(ms): 60.1, 50th(ms): 54.5, 90th(ms): 96.5, 95th(ms): 113.2, 99th(ms): 151.0, 99.9th(ms): 184.5, Max(ms): 234.9
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 123, TPM: 751.1, Sum(ms): 1943.6, Avg(ms): 15.8, 50th(ms): 15.2, 90th(ms): 23.1, 95th(ms): 27.3, 99th(ms): 33.6, 99.9th(ms): 33.6, Max(ms): 33.6
