87|3010
116|3010
71|3010
68|3012
51|3009
80|3014
70|3019
52|3016
84|3009
92|3013
101|3012
69|3015
114|3018
115|3013
60|3016
97|3009
108|3014
112|3015
22|3010
59|3012
65|3015
127|3014
124|3014
98|3010
73|3013
103|3012
44|3013
11|3014
42|3010
121|3011
117|3011
88|3013
82|3012
125|3013
119|3009
113|3018
40|3010
43|3009
9|3012
120|3012
15|3014
79|3013
26|3012
48|3012
85|3013
72|3013
95|3015
57|3013
19|3011
61|3009
81|3011
77|3010
30|3014
21|3016
3|3013
17|3017
28|3016
37|3010
104|3014
5|3013
56|3009
91|3014
74|3017
54|3015
29|3013
4|3008
34|3010
96|3014
67|3012
83|3012
63|3016
10|3012
90|3011
35|3012
105|3009
45|3013
6|3016
107|3012
86|3011
39|3012
93|3016
89|3013
36|3015
31|3012
50|3011
102|3010
14|3010
66|3016
109|3012
13|3013
118|3014
111|3013
2|3012
16|3012
62|3014
75|3011
123|3011
128|3015
126|3013
99|3010
41|3009
46|3011
53|3013
32|3016
7|3010
100|3010
38|3017
12|3011
78|3012
24|3012
25|3011
122|3012
94|3013
49|3015
47|3012
20|3012
33|3013
1|3017
76|3012
106|3012
18|3014
64|3011
110|3009
55|3015
27|3013
23|3017
58|3017
8|3011
