87|3011
116|3018
71|3014
68|3014
51|3018
80|3013
70|3018
52|3014
84|3009
92|3014
101|3012
69|3013
114|3014
115|3014
60|3016
97|3013
108|3016
112|3011
22|3015
59|3015
65|3015
127|3014
124|3015
98|3012
73|3015
103|3013
44|3015
11|3013
42|3015
121|3016
117|3011
88|3012
82|3011
125|3014
119|3012
113|3012
40|3017
43|3014
9|3015
120|3011
15|3015
79|3014
26|3013
48|3014
85|3014
72|3017
95|3019
57|3019
19|3016
61|3015
81|3011
77|3013
30|3013
21|3015
3|3013
17|3014
28|3012
37|3012
104|3012
5|3011
56|3012
91|3014
74|3016
54|3015
29|3014
4|3015
34|3018
96|3016
67|3014
83|3016
63|3013
10|3018
90|3015
35|3013
105|3013
45|3015
6|3012
107|3017
86|3014
39|3013
93|3014
89|3015
36|3011
31|3012
50|3019
102|3012
14|3017
66|3013
109|3016
13|3014
118|3014
111|3017
2|3013
16|3015
62|3014
75|3019
123|3014
128|3012
126|3017
99|3014
41|3014
46|3013
53|3014
32|3013
7|3014
100|3014
38|3015
12|3016
78|3013
24|3014
25|3013
122|3013
94|3011
49|3014
47|3013
20|3011
33|3013
1|3013
76|3012
106|3017
18|3012
64|3013
110|3014
55|3013
27|3016
23|3013
58|3014
8|3011
