87|3012
116|3019
71|3016
68|3015
51|3021
80|3018
70|3021
52|3015
84|3011
92|3017
101|3015
69|3014
114|3016
115|3015
60|3019
97|3013
108|3019
112|3012
22|3017
59|3015
65|3016
127|3015
124|3016
98|3013
73|3017
103|3014
44|3015
11|3013
42|3016
121|3017
117|3014
88|3012
82|3015
125|3017
119|3014
113|3014
40|3017
43|3015
9|3017
120|3013
15|3015
79|3016
26|3015
48|3014
85|3016
72|3019
95|3020
57|3019
19|3016
61|3016
81|3013
77|3015
30|3016
21|3016
3|3016
17|3015
28|3012
37|3016
104|3013
5|3014
56|3013
91|3017
74|3016
54|3016
29|3016
4|3015
34|3019
96|3018
67|3019
83|3018
63|3015
10|3019
90|3018
35|3015
105|3016
45|3015
6|3013
107|3020
86|3015
39|3014
93|3014
89|3015
36|3012
31|3015
50|3021
102|3013
14|3019
66|3015
109|3018
13|3014
118|3015
111|3019
2|3018
16|3016
62|3015
75|3019
123|3015
128|3013
126|3017
99|3015
41|3016
46|3016
53|3016
32|3014
7|3015
100|3015
38|3015
12|3016
78|3015
24|3015
25|3014
122|3013
94|3012
49|3016
47|3013
20|3013
33|3014
1|3016
76|3012
106|3020
18|3014
64|3014
110|3015
55|3014
27|3018
23|3013
58|3014
8|3012
