ts_ns,query_type,latency_ms
1784307236716506109,select,295.673
1784307237015488514,update,262.144
1784307237382133967,select,246.917
1784307237632754660,update,258.811
1784307237996493097,select,264.001
1784307238264184346,update,270.011
1784307238639470323,select,269.774
1784307238913421052,update,274.370
1784307239293731539,select,267.907
1784307239565347512,update,283.652
1784307239954362019,select,278.279
1784307240236969948,update,281.828
1784307240624189705,select,268.068
1784307240895933147,update,258.335
1784307241259305213,select,248.470
1784307241510919587,update,260.903
1784307241876324367,select,250.374
1784307242131430846,update,256.606
1784307242492933715,select,251.899
1784307242748517232,update,255.757
1784307243109016131,select,262.703
1784307243375758172,update,270.614
1784307243752498200,select,267.583
1784307244023376483,update,290.487
1784307244419197609,select,260.301
1784307244683066548,update,266.603
1784307245054789111,select,282.793
1784307245340938316,update,253.022
1784307245698856363,select,243.887
1784307245945910780,update,255.202
1784307246307323666,select,258.643
1784307246569832325,update,254.513
1784307246929549440,select,236.131
1784307247168761375,update,240.426
1784307247514345194,select,258.334
1784307247776286916,update,249.994
1784307248131638948,select,249.574
1784307248384984760,update,260.762
1784307248750935145,select,263.197
1784307249018012986,update,256.619
1784307249379291610,select,238.427
1784307249620604322,update,248.937
1784307249976146956,select,241.542
1784307250221181451,update,248.123
1784307250573990884,select,248.293
1784307250825520473,update,250.975
1784307251181643674,select,243.723
1784307251428677691,update,240.818
1784307251774282506,select,233.684
1784307252011326161,update,250.498
1784307252366534016,select,239.151
1784307252609084342,update,255.546
1784307252970214039,select,246.520
1784307253220352534,update,245.434
1784307253570443805,select,254.290
1784307253828489677,update,257.859
1784307254191867960,select,261.644
1784307254456786761,update,256.327
1784307254818440911,select,250.114
1784307255072185726,update,250.542
1784307255427923227,select,243.179
1784307255674173865,update,224.904
1784307256004010303,select,234.181
1784307256241514926,update,241.994
1784307256588342070,select,249.497
1784307256841746715,update,246.758
1784307257193030615,select,240.004
1784307257436897363,update,246.291
1784307257788344147,select,256.686
1784307258049331358,update,262.203
1784307258416944131,select,247.376
1784307258668274564,update,258.805
1784307259034108006,select,262.825
1784307259300455156,update,258.944
1784307259664600027,select,247.748
1784307259916556131,update,250.791
1784307260272177538,select,237.042
1784307260514933360,update,234.781
1784307260854479580,select,234.012
1784307261091652871,update,233.862
1784307261430955444,select,232.981
1784307261667781130,update,239.043
1784307262011411551,select,248.513
1784307262263169739,update,242.431
1784307262610582170,select,254.038
1784307262867633270,update,246.235
1784307263219492729,select,245.316
1784307263468149276,update,297.535
1784307263870351645,select,262.438
1784307264136054699,update,277.713
1784307264519395277,select,253.665
1784307264776436482,update,236.034
1784307265117768956,select,234.932
1784307265355974209,update,246.703
1784307265708135637,select,250.587
1784307265962092886,update,242.452
1784307266309668204,select,229.355
1784307266542363430,update,261.873
1784307266909473574,select,247.190
1784307267160380554,update,244.217
1784307267509779720,select,233.372
1784307267746382790,update,287.136
1784307268139052730,select,265.110
1784307268407849657,update,274.157
1784307268787814013,select,261.061
1784307269052446464,update,250.297
1784307269408183133,select,257.974
1784307269670023063,update,266.869
1784307270042751548,select,271.363
1784307270318054701,update,281.602
1784307270705349005,select,249.871
1784307270959324821,update,268.017
1784307271332790710,select,257.195
1784307271593739425,update,288.903
1784307271988653961,select,260.822
1784307272253437499,update,281.665
1784307272640501022,select,248.873
1784307272892733242,update,287.866
1784307273285681456,select,255.029
1784307273544419593,update,269.162
1784307273918893363,select,267.514
1784307274189671537,update,302.464
1784307274598356257,select,257.705
1784307274859692700,update,283.316
1784307275248177327,select,259.700
1784307275511812389,update,252.549
1784307275869725979,select,243.823
1784307276116860597,update,253.377
1784307276475069309,select,242.889
1784307276721393319,update,241.719
1784307277068261974,select,251.143
1784307277322616043,update,259.598
1784307277687209475,select,239.187
1784307277929849790,update,266.518
1784307278301399431,select,254.025
1784307278558873795,update,276.678
1784307278940741456,select,244.916
1784307279189203115,update,259.911
1784307279554569020,select,253.879
1784307279812109148,update,283.511
1784307280201519399,select,267.177
1784307280472547309,update,252.271
1784307280830560573,select,248.780
1784307281082633743,update,245.271
1784307281432837530,select,231.713
1784307281667817203,update,248.506
1784307282021703431,select,242.314
1784307282267403648,update,278.475
1784307282650761138,select,238.446
1784307282892549121,update,254.975
1784307283252583007,select,259.330
1784307283515513768,update,321.173
1784307283942259884,select,278.287
1784307284224206143,update,296.209
1784307284626046502,select,256.907
1784307284887180799,update,248.919
1784307285242624282,select,275.197
1784307285521268443,update,274.518
1784307285901432501,select,253.817
1784307286158861342,update,277.839
1784307286541886915,select,251.377
1784307286796887424,update,268.757
1784307287171819201,select,273.059
1784307287448671106,update,284.619
1784307287838091244,select,250.526
1784307288092143224,update,272.012
1784307288469791917,select,260.358
1784307288733404201,update,255.919
1784307289094674694,select,256.279
1784307289354706732,update,266.595
1784307289726508273,select,266.418
1784307289996427003,update,247.701
1784307290350782167,select,246.958
1784307290601174473,update,272.812
1784307290979060227,select,240.002
1784307291222583949,update,268.601
1784307291596189228,select,246.827
1784307291846563642,update,250.143
1784307292201982380,select,268.595
1784307292474044512,update,262.234
1784307292841447738,select,249.960
1784307293095768439,update,275.431
1784307293476928881,select,285.658
1784307293766903553,update,300.840
1784307294173055708,select,321.796
1784307294498879065,update,272.651
1784307294877709497,select,260.615
1784307295141893798,update,269.769
1784307295517158936,select,245.020
1784307295765627648,update,334.843
