87|3005
116|3005
71|3003
68|3004
51|3003
80|3005
70|3004
52|3003
84|3004
92|3004
101|3004
69|3004
114|3002
115|3006
60|3004
97|3002
108|3004
112|3005
22|3006
59|3003
65|3004
127|3002
124|3004
98|3004
73|3004
103|3006
44|3006
11|3005
42|3005
121|3004
117|3004
88|3006
82|3005
125|3005
119|3004
113|3005
40|3005
43|3002
9|3003
120|3003
15|3004
79|3003
26|3004
48|3005
85|3004
72|3005
95|3003
57|3005
19|3004
61|3003
81|3005
77|3004
30|3002
21|3005
3|3003
17|3003
28|3004
37|3004
104|3005
5|3005
56|3003
91|3005
74|3004
54|3003
29|3005
4|3003
34|3003
96|3004
67|3006
83|3005
63|3003
10|3003
90|3005
35|3004
105|3006
45|3003
6|3004
107|3004
86|3005
39|3005
93|3004
89|3004
36|3003
31|3003
50|3003
102|3004
14|3003
66|3005
109|3004
13|3005
118|3002
111|3003
2|3002
16|3002
62|3003
75|3002
123|3006
128|3004
126|3005
99|3004
41|3004
46|3002
53|3003
32|3002
7|3006
100|3004
38|3005
12|3004
78|3005
24|3005
25|3005
122|3004
94|3003
49|3005
47|3002
20|3003
33|3004
1|3004
76|3003
106|3005
18|3005
64|3005
110|3004
55|3005
27|3005
23|3004
58|3004
8|3004
