ts_ns,query_type,latency_ms
1783053056262881537,select,7.512
1783053056284589246,update,17.356
1783053056419609907,select,9.144
1783053056431850158,update,9.005
1783053056545860078,select,7.926
1783053056557093443,update,9.295
1783053056672299278,select,9.035
1783053056686337032,update,8.645
1783053056800173064,select,8.653
1783053056811930844,update,9.609
1783053056926466016,select,7.552
1783053056937777172,update,10.945
1783053057054247647,select,7.518
1783053057065087936,update,8.738
1783053057179691028,select,8.563
1783053057192090619,update,9.367
1783053057306725471,select,7.665
1783053057317705543,update,8.487
1783053057432187661,select,9.053
1783053057444932143,update,9.235
1783053057558883153,select,7.658
1783053057569621199,update,8.358
1783053057683236331,select,8.623
1783053057694994447,update,8.059
1783053057807763246,select,7.463
1783053057818563106,update,8.470
1783053057931320518,select,7.370
1783053057941754369,update,8.816
1783053058055014396,select,8.361
1783053058066884577,update,8.527
1783053058180009869,select,7.787
1783053058191268056,update,9.444
1783053058305418577,select,7.364
1783053058316261455,update,9.026
1783053058430091507,select,10.234
1783053058444031184,update,8.333
1783053058557146557,select,8.702
1783053058569393679,update,9.457
1783053058684674963,select,8.806
1783053058696735950,update,10.105
1783053058811864111,select,7.284
1783053058822959302,update,9.079
1783053058937749808,select,7.453
1783053058948946648,update,9.095
1783053059063569574,select,8.299
1783053059075103613,update,8.965
1783053059189143029,select,8.695
1783053059201801690,update,9.671
1783053059316655270,select,8.043
1783053059327970725,update,8.911
1783053059442363690,select,9.279
1783053059455489593,update,9.205
1783053059571859609,select,8.872
1783053059584232306,update,9.747
1783053059698775382,select,8.117
1783053059709953603,update,8.293
1783053059824599710,select,9.807
1783053059838516073,update,8.907
1783053059952492941,select,7.919
1783053059963527863,update,8.507
1783053060076471106,select,8.314
1783053060088700729,update,10.007
1783053060203732948,select,9.107
1783053060217294732,update,10.683
1783053060333089717,select,8.890
1783053060346017256,update,9.516
1783053060460533607,select,7.490
1783053060471590145,update,9.905
1783053060586584303,select,8.544
1783053060598521143,update,9.651
1783053060713000670,select,7.565
1783053060723761370,update,10.386
1783053060839019800,select,8.272
1783053060850620781,update,8.993
1783053060965352301,select,8.549
1783053060977113116,update,9.134
1783053061091745895,select,9.996
1783053061105248741,update,10.891
1783053061222266520,select,9.597
1783053061235588645,update,8.696
1783053061349496260,select,8.814
1783053061361627963,update,9.022
1783053061477487090,select,11.208
1783053061492161631,update,9.196
1783053061607423078,select,7.730
1783053061618360168,update,9.601
1783053061732456529,select,8.105
1783053061744345077,update,9.757
1783053061858941962,select,7.924
1783053061870295083,update,8.212
1783053061982990488,select,7.503
1783053061994062613,update,9.125
1783053062108447412,select,8.189
1783053062120870567,update,10.184
1783053062236764693,select,8.580
1783053062248775722,update,9.675
1783053062363310393,select,8.563
1783053062375724529,update,9.216
1783053062490539467,select,8.569
1783053062502616144,update,10.431
1783053062617829090,select,8.616
1783053062629609669,update,9.636
1783053062744040456,select,8.387
1783053062755765531,update,8.793
1783053062868987127,select,7.594
1783053062879966871,update,8.492
1783053062992932614,select,8.399
1783053063004821131,update,8.623
1783053063118253052,select,8.113
1783053063130046639,update,8.997
1783053063244972655,select,8.097
1783053063257050078,update,9.806
1783053063371583407,select,7.281
1783053063382040736,update,9.397
1783053063496484525,select,9.606
1783053063510186522,update,10.516
