Linux 4.18.0-425.3.1.el8.x86_64 (l-dbm-labroom-1) 	西元2026年06月11日 	_x86_64_	(4 CPU)

15時57分23秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15時57分24秒  all    8.35    0.00    5.82    0.00    1.01    2.03    0.00    0.00    0.00   82.78
15時57分25秒  all    1.78    0.00    2.28    0.00    0.25    1.27    0.00    0.00    0.00   94.42
15時57分26秒  all    2.74    0.00    2.74    0.00    1.00    1.74    0.00    0.00    0.00   91.79
15時57分27秒  all    2.25    0.00    2.00    0.00    0.50    1.00    0.00    0.00    0.00   94.25
15時57分28秒  all    1.78    0.00    1.27    0.00    0.00    1.27    0.00    0.00    0.00   95.67
15時57分29秒  all    2.02    0.00    2.02    0.00    1.01    1.26    0.00    0.00    0.00   93.70
15時57分30秒  all    2.26    0.00    2.51    0.00    0.25    1.26    0.00    0.00    0.00   93.72
15時57分31秒  all    2.25    0.00    3.00    0.00    0.75    1.75    0.00    0.00    0.00   92.25
15時57分32秒  all    2.53    0.00    2.53    0.00    0.51    1.26    0.00    0.00    0.00   93.18
15時57分33秒  all    2.26    0.00    2.01    0.00    0.75    1.50    0.00    0.00    0.00   93.48
15時57分34秒  all    1.26    0.00    2.27    0.00    0.50    1.26    0.00    0.00    0.00   94.71
15時57分35秒  all    2.50    0.00    1.75    0.00    0.75    1.00    0.00    0.00    0.00   94.00
15時57分36秒  all    1.52    0.00    1.77    0.00    0.00    1.27    0.00    0.00    0.00   95.44
15時57分37秒  all    2.25    0.00    1.75    0.00    1.00    1.25    0.00    0.00    0.00   93.75
15時57分38秒  all    1.27    0.00    1.52    0.00    0.25    1.01    0.00    0.00    0.00   95.95
15時57分39秒  all    1.76    0.00    1.76    0.00    0.50    1.01    0.00    0.00    0.00   94.97
15時57分40秒  all    1.27    0.00    1.52    0.00    0.25    1.01    0.00    0.00    0.00   95.95
15時57分41秒  all    2.23    0.00    2.48    0.00    0.74    1.24    0.00    0.00    0.00   93.32
15時57分42秒  all    2.01    0.00    1.26    0.00    0.25    1.01    0.00    0.00    0.00   95.48
15時57分43秒  all    1.25    0.00    2.01    0.00    0.75    1.25    0.00    0.00    0.00   94.74
15時57分44秒  all    2.26    0.00    2.26    0.00    0.25    1.00    0.00    0.00    0.00   94.24
15時57分45秒  all    1.75    0.00    2.00    0.00    1.00    1.00    0.00    0.00    0.00   94.26
15時57分46秒  all    2.01    0.00    1.75    0.00    0.00    1.25    0.00    0.00    0.00   94.99
15時57分47秒  all    2.01    0.00    1.51    0.00    0.50    0.75    0.00    0.00    0.00   95.23
15時57分48秒  all    1.76    0.00    1.51    0.00    0.50    1.01    0.00    0.00    0.00   95.23
15時57分49秒  all    1.26    0.00    1.51    0.00    0.50    1.26    0.00    0.00    0.00   95.47
15時57分50秒  all    1.99    0.00    2.24    0.00    0.75    1.24    0.00    0.00    0.00   93.78
