procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0   2560 850652   5796 6647068    0    0     0     1    0    0  0  0 100  0  0
 1  0   2560 834200   5796 6647140    0    0     0     0 28391 28447  4  6 90  0  0
 0  0   2560 830256   5796 6647140    0    0     0    80 26481 27422  2  6 92  0  0
 1  0   2560 830404   5796 6647140    0    0     0     0 27473 29152  2  6 92  0  0
 0  0   2560 829900   5796 6647140    0    0     0     0 26172 28432  2  5 93  0  0
 1  0   2560 830208   5796 6647140    0    0     0     0 27211 29084  3  5 92  0  0
 0  0   2560 829956   5796 6647140    0    0     0     0 21610 23665  3  4 94  0  0
 0  0   2560 829464   5796 6647140    0    0     0    32 22798 24567  2  5 94  0  0
 0  0   2560 829280   5796 6647140    0    0     0     0 26461 28199  2  5 93  0  0
 1  0   2560 828712   5796 6647140    0    0     0     0 26663 28886  2  5 94  0  0
 1  0   2560 828968   5796 6647140    0    0     0     0 26162 28320  2  5 93  0  0
 0  0   2560 828756   5796 6647144    0    0     0     0 26213 28057  3  5 92  0  0
 0  0   2560 828260   5796 6647144    0    0     0     0 21855 23537  2  4 94  0  0
 0  0   2560 828208   5796 6647144    0    0     0    40 23705 25340  2  5 93  0  0
 0  0   2560 828620   5796 6647156    0    0     0     0 27887 29933  2  5 93  0  0
 1  0   2560 828680   5796 6647156    0    0     0     0 28517 30515  2  6 92  0  0
 0  0   2560 828804   5796 6647156    0    0     0     0 27305 29393  3  6 92  0  0
 0  0   2560 828208   5796 6647156    0    0     0     0 25484 27724  2  5 93  0  0
 0  0   2560 828316   5796 6647156    0    0     0     0 22956 24663  2  5 93  0  0
 1  0   2560 828900   5796 6647156    0    0     0    44 23265 25018  2  4 94  0  0
 0  0   2560 829024   5796 6647156    0    0     0     0 24826 26383  2  5 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0   2560 828508   5796 6647160    0    0     0     0 27308 28991  2  5 93  0  0
 1  0   2560 828348   5796 6647160    0    0     0   144 24000 25435  3  5 92  0  0
 3  0   2560 828012   5796 6647160    0    0     0     0 24820 26684  2  5 93  0  0
 0  0   2560 827960   5796 6647160    0    0     0     0 25116 26916  2  5 94  0  0
 0  0   2560 827528   5796 6647160    0    0     0    44 25767 26850  3  5 92  0  0
 0  0   2560 828148   5796 6647160    0    0     0     0 27984 29761  3  6 92  0  0
 2  0   2560 828140   5796 6647168    0    0     0     0 28073 30357  3  6 92  0  0
 0  0   2560 827812   5796 6647172    0    0     0     0 23421 25342  2  4 94  0  0
 1  0   2560 827328   5796 6647172    0    0     0     0 26232 28063  2  5 93  0  0
 1  0   2560 828332   5796 6647172    0    0     0    44 26967 28863  2  5 93  0  0
 2  0   2560 827840   5796 6647172    0    0     0     0 25684 27790  2  5 93  0  0
 0  0   2560 805336   5796 6647176    0    0     0     4 24857 26340  5  6 89  0  0
 1  0   2560 805688   5796 6647176    0    0     0     0 23641 24963  2  4 94  0  0
 1  0   2560 805828   5796 6647176    0    0     0     0 23003 24747  2  4 94  0  0
 2  0   2560 805292   5796 6647176    0    0     0     0 28330 29235  2  5 93  0  0
 0  0   2560 805404   5796 6647176    0    0     0    48 28882 30921  3  6 92  0  0
 0  0   2560 805528   5796 6647176    0    0     0     0 28652 30776  3  6 92  0  0
 0  0   2560 804464   5796 6647176    0    0     0     0 25143 27416  2  4 94  0  0
 0  0   2560 805036   5796 6647180    0    0     0     0 25074 27302  2  4 94  0  0
 0  0   2560 805168   5796 6647192    0    0     0     0 24723 26386  2  5 94  0  0
 1  0   2560 805256   5796 6647192    0    0     0     0 26704 28478  2  5 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   2560 805420   5796 6647196    0    0     0    56 26722 28549  2  5 93  0  0
 0  0   2560 805580   5796 6647212    0    0     0     0 24134 26044  2  5 93  0  0
 1  0   2560 805336   5796 6647212    0    0     0     0 21989 23761  2  4 94  0  0
 0  0   2560 804832   5796 6647212    0    0     0     0 23425 25112  2  5 94  0  0
 0  0   2560 804760   5796 6647212    0    0     0     0 24590 26283  3  5 93  0  0
 0  0   2560 804324   5796 6647212    0    0     0     0 22525 24086  2  5 94  0  0
 0  0   2560 804424   5796 6647212    0    0     0    44 25204 27202  2  4 94  0  0
 0  0   2560 804032   5796 6647212    0    0     0     0 22752 24363  2  4 93  0  0
 1  0   2560 823968   5796 6647212    0    0     0    68 24823 26199  4  6 91  0  0
 2  0   2560 828040   5796 6647220    0    0     0   208 27558 29030  5  6 89  0  0
 0  0   2560 827420   5796 6647220    0    0     0    69 29129 30804  2  5 92  0  0
 1  0   2560 827188   5796 6647232    0    0     0     0 28497 30911  2  5 94  0  0
 0  0   2560 827500   5796 6647232    0    0     0     0 23994 26370  2  4 94  0  0
 0  0   2560 827576   5796 6647232    0    0     0     0 24693 26437  2  5 93  0  0
 1  0   2560 827536   5796 6647232    0    0     0     0 26646 28235  3  5 92  0  0
 0  0   2560 826940   5796 6647236    0    0     0     0 25728 27566  2  5 93  0  0
 0  0   2560 826916   5796 6647236    0    0     0     0 27349 29109  2  5 93  0  0
 0  0   2560 827096   5796 6647236    0    0     0     0 26998 29248  2  5 93  0  0
 0  0   2560 827776   5796 6647236    0    0     0     0 21830 23657  2  4 95  0  0
 1  0   2560 828008   5796 6647236    0    0     0     0 21862 23227  2  5 93  0  0
 1  0   2560 828400   5796 6647236    0    0     0     0 24713 26326  3  5 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0   2560 828144   5796 6647236    0    0     0   100 26806 28084  2  5 93  0  0
 1  0   2560 828024   5796 6647240    0    0     0     0 25743 27243  2  5 93  0  0
 0  0   2560 827944   5796 6647248    0    0     0     0 22665 24186  2  4 94  0  0
 1  0   2560 828072   5796 6647248    0    0     0     0 20856 22410  2  4 94  0  0
 0  0   2560 827912   5796 6647248    0    0     0     0 24310 26003  2  5 93  0  0
 0  0   2560 827904   5796 6647248    0    0     0     0 24841 26368  2  5 92  0  0
 3  0   2560 827672   5796 6647248    0    0     0     0 24399 25904  2  4 94  0  0
 0  0   2560 827732   5796 6647248    0    0     0     0 21426 22878  2  4 94  0  0
 0  0   2560 827672   5796 6647252    0    0     0     0 22639 24070  2  5 93  0  0
 0  0   2560 827428   5796 6647252    0    0     0     0 23007 24765  2  5 93  0  0
 0  0   2560 827684   5796 6647252    0    0     0     0 23368 25136  2  5 93  0  0
 1  0   2560 828216   5796 6647256    0    0     0     0 24638 26279  2  5 93  0  0
 0  0   2560 827808   5796 6647256    0    0     0     0 27493 29050  3  6 92  0  0
 0  0   2560 827268   5796 6647256    0    0     0     0 25183 27023  2  5 93  0  0
 4  0   2560 827524   5796 6647260    0    0     0     0 22367 23888  2  5 93  0  0
 0  0   2560 828296   5796 6647264    0    0     0     0 24560 25923  2  5 93  0  0
 0  0   2560 827148   5796 6647264    0    0     0     0 28427 30465  3  5 92  0  0
 0  0   2560 827620   5796 6647268    0    0     0     0 27826 30014  3  5 92  0  0
 0  0   2560 827712   5796 6647272    0    0     0     0 26005 28295  3  5 93  0  0
 0  0   2560 828596   5796 6647272    0    0     0   163 23131 24872  3  5 92  0  0
 0  0   2560 828488   5796 6647272    0    0     0     0 23030 24421  2  5 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   2560 829112   5796 6647272    0    0     0     0 20914 22408  2  4 94  0  0
 0  0   2560 828696   5796 6647276    0    0     0     0 23334 24692  3  5 92  0  0
 1  0   2560 828272   5796 6647276    0    0     0     0 22379 23538  3  5 92  0  0
 1  0   2560 827976   5796 6647280    0    0     0     0 23440 25053  2  5 93  0  0
 0  0   2560 827980   5796 6647288    0    0     0     0 19265 20712  2  5 93  0  0
 0  0   2560 828252   5796 6647288    0    0     0     0 20743 22364  2  4 94  0  0
 0  0   2560 828012   5796 6647292    0    0     0     0 23394 25191  2  5 93  0  0
 2  0   2560 828372   5796 6647300    0    0     0     0 23826 25573  2  6 93  0  0
 0  0   2560 827928   5796 6647300    0    0     0     0 25443 26793  3  5 93  0  0
