Linux 4.18.0-553.129.1.el8_10.x86_64 (g-test-poc-2) 	07/03/26 	_x86_64_	(4 CPU)

06:43:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:43:56     all    1.49    0.00    1.00    1.24    0.50    1.00    0.00    0.00    0.00   94.78
06:43:57     all    1.01    0.00    0.76    0.00    0.25    0.00    0.00    0.00    0.00   97.97
06:43:58     all    1.26    0.00    1.01    0.00    0.50    0.00    0.00    0.00    0.00   97.23
06:43:59     all    1.01    0.00    1.01    0.00    0.50    0.75    0.00    0.00    0.00   96.73
06:44:00     all    1.52    0.00    0.51    0.00    0.25    0.00    0.00    0.00    0.00   97.73
06:44:01     all    1.50    0.00    0.75    0.00    0.50    0.25    0.25    0.00    0.00   96.75
06:44:02     all    1.01    0.00    1.26    0.00    0.25    0.00    0.00    0.00    0.00   97.49
06:44:03     all    1.50    0.00    0.50    0.00    0.00    0.75    0.00    0.00    0.00   97.24
06:44:04     all    1.26    0.00    1.01    0.00    0.75    0.00    0.00    0.00    0.00   96.98
06:44:05     all    0.76    0.00    0.51    0.00    0.25    0.00    0.25    0.00    0.00   98.23
06:44:06     all    1.50    0.00    0.50    0.00    0.50    0.00    0.25    0.00    0.00   97.25
06:44:07     all    1.00    0.00    1.25    0.00    0.25    0.50    0.00    0.00    0.00   97.00
06:44:08     all    1.27    0.00    0.76    0.00    0.25    0.51    0.00    0.00    0.00   97.22
06:44:09     all    1.25    0.00    0.50    0.50    0.75    0.25    0.25    0.00    0.00   96.49
06:44:10     all    1.27    0.00    0.51    0.00    0.25    0.00    0.00    0.00    0.00   97.97
06:44:11     all    0.75    0.00    1.01    0.25    0.00    0.25    0.00    0.00    0.00   97.74
06:44:12     all    1.24    0.00    1.24    0.00    0.75    0.50    0.00    0.00    0.00   96.27
06:44:13     all    2.02    0.00    1.26    0.00    0.25    0.25    0.00    0.00    0.00   96.22
06:44:14     all    1.75    0.00    1.00    0.00    0.75    0.25    0.00    0.00    0.00   96.24
06:44:15     all    1.26    0.00    0.25    0.00    0.25    0.00    0.25    0.00    0.00   97.98
06:44:16     all    1.25    0.00    1.25    0.00    0.00    0.50    0.00    0.00    0.00   96.99
06:44:17     all    0.75    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   97.74
06:44:18     all    1.25    0.00    1.00    0.25    0.50    0.00    0.00    0.00    0.00   96.99
06:44:19     all    1.52    0.00    0.76    0.00    0.00    0.25    0.00    0.00    0.00   97.46
06:44:20     all    1.24    0.00    0.74    0.00    0.99    0.50    0.50    0.00    0.00   96.03
06:44:21     all    1.01    0.00    1.26    0.00    0.00    0.00    0.00    0.00    0.00   97.74
06:44:22     all    1.26    0.00    0.50    0.00    0.25    0.00    0.25    0.00    0.00   97.73
06:44:23     all    1.00    0.00    0.75    0.00    0.75    0.25    0.00    0.00    0.00   97.25
06:44:24     all    1.01    0.00    1.01    0.00    0.00    0.50    0.00    0.00    0.00   97.48
06:44:25     all    1.26    0.00    0.76    0.00    0.00    0.25    0.00    0.00    0.00   97.73
06:44:26     all    1.24    0.00    0.99    0.00    0.99    0.00    0.00    0.00    0.00   96.77
06:44:27     all    1.02    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.73
06:44:28     all    1.50    0.00    1.00    0.00    0.00    0.50    0.00    0.00    0.00   96.99
06:44:29     all    0.75    0.00    0.75    0.00    1.00    0.25    0.25    0.00    0.00   96.99
06:44:30     all    1.26    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   97.74
06:44:31     all    1.26    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   97.98
06:44:32     all    1.50    0.00    0.75    0.00    1.00    0.00    0.00    0.00    0.00   96.75
06:44:33     all    1.51    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   97.74
06:44:34     all    1.00    0.00    0.75    0.25    0.00    0.25    0.25    0.00    0.00   97.49
06:44:35     all    1.00    0.00    1.00    0.00    0.75    0.25    0.00    0.00    0.00   97.01
06:44:36     all    1.50    0.00    0.50    0.00    0.25    0.25    0.25    0.00    0.00   97.24
06:44:37     all    1.01    0.00    0.51    0.00    0.00    0.00    0.00    0.00    0.00   98.48
06:44:38     all    1.00    0.00    1.00    0.00    0.75    0.50    0.00    0.00    0.00   96.75
