Linux 4.18.0-553.129.1.el8_10.x86_64 (g-test-poc-1) 	07/03/26 	_x86_64_	(4 CPU)

06:43:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:43:56     all    2.01    0.00    1.51    0.75    1.01    0.25    0.25    0.00    0.00   94.22
06:43:57     all    2.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.96
06:43:58     all    2.26    0.00    1.26    0.25    0.75    0.50    0.00    0.00    0.00   94.97
06:43:59     all    2.27    0.00    1.01    0.00    0.51    0.25    0.00    0.00    0.00   95.96
06:44:00     all    2.02    0.00    1.26    0.00    0.51    0.51    0.00    0.00    0.00   95.71
06:44:01     all    2.01    0.00    1.51    0.00    0.50    0.00    0.00    0.00    0.00   95.98
06:44:02     all    2.03    0.00    1.01    0.00    0.51    0.25    0.00    0.00    0.00   96.20
06:44:03     all    2.51    0.00    0.75    0.00    0.25    0.50    0.00    0.00    0.00   95.98
06:44:04     all    1.76    0.00    1.26    0.00    0.76    0.25    0.00    0.00    0.00   95.97
06:44:05     all    2.52    0.00    1.26    0.00    0.25    0.00    0.00    0.00    0.00   95.97
06:44:06     all    2.02    0.00    0.76    0.00    0.50    0.00    0.00    0.00    0.00   96.73
06:44:07     all    1.51    0.00    0.75    0.00    0.50    0.75    0.00    0.00    0.00   96.48
06:44:08     all    2.02    0.00    1.76    0.00    0.00    0.25    0.00    0.00    0.00   95.97
06:44:09     all    2.02    0.00    1.51    0.25    1.01    0.00    0.25    0.00    0.00   94.96
06:44:10     all    4.03    0.00    1.01    0.00    0.25    0.25    0.00    0.00    0.00   94.46
06:44:11     all    2.00    0.00    1.00    0.00    0.75    0.50    0.00    0.00    0.00   95.75
06:44:12     all    1.28    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.70
06:44:13     all    1.99    0.00    1.24    0.00    1.00    0.25    0.00    0.00    0.00   95.52
06:44:14     all    2.03    0.00    1.01    0.00    0.00    0.25    0.00    0.00    0.00   96.71
06:44:15     all    2.25    0.00    1.00    0.00    0.75    0.25    0.00    0.00    0.00   95.75
06:44:16     all    1.52    0.00    0.76    0.00    0.25    0.25    0.00    0.00    0.00   97.21
06:44:17     all    1.75    0.00    1.00    0.00    0.25    0.00    0.25    0.00    0.00   96.74
06:44:18     all    2.02    0.00    0.76    0.00    0.76    0.76    0.00    0.00    0.00   95.71
06:44:19     all    2.27    0.00    1.51    0.00    0.25    0.00    0.00    0.00    0.00   95.97
06:44:20     all    2.01    0.00    1.00    0.25    0.75    0.25    0.00    0.00    0.00   95.74
06:44:21     all    2.50    0.00    1.00    0.00    0.25    0.25    0.00    0.00    0.00   96.00
06:44:22     all    1.74    0.00    1.49    0.00    0.74    0.50    0.25    0.00    0.00   95.29
