Linux 4.18.0-553.129.1.el8_10.x86_64 (g-test-poc-3) 	07/03/26 	_x86_64_	(4 CPU)

06:43:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:43:56     all    1.49    0.00    1.24    0.75    0.75    0.25    0.00    0.00    0.00   95.52
06:43:57     all    0.76    0.00    0.51    0.00    0.25    0.00    0.00    0.00    0.00   98.48
06:43:58     all    1.50    0.00    1.25    0.00    0.00    0.50    0.00    0.00    0.00   96.75
06:43:59     all    1.00    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   97.49
06:44:00     all    1.26    0.00    0.25    0.00    0.50    0.25    0.00    0.00    0.00   97.73
06:44:01     all    1.01    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   97.99
06:44:02     all    1.26    0.00    0.75    0.00    0.25    0.00    0.00    0.00    0.00   97.74
06:44:03     all    0.75    0.00    0.50    0.00    0.75    0.50    0.00    0.00    0.00   97.51
06:44:04     all    1.26    0.00    0.75    0.25    0.00    0.00    0.00    0.00    0.00   97.74
06:44:05     all    1.00    0.00    1.00    0.25    0.00    0.25    0.25    0.00    0.00   97.26
06:44:06     all    0.50    0.00    0.50    0.00    0.50    0.00    0.00    0.00    0.00   98.49
06:44:07     all    1.25    0.00    0.50    0.00    0.50    0.00    0.00    0.00    0.00   97.76
06:44:08     all    0.76    0.00    0.76    0.00    0.00    0.00    0.00    0.00    0.00   98.47
06:44:09     all    1.50    0.00    1.25    0.00    0.25    0.75    0.00    0.00    0.00   96.26
06:44:10     all    0.50    0.00    0.50    0.00    0.75    0.00    0.00    0.00    0.00   98.24
06:44:11     all    1.00    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.25
06:44:12     all    1.01    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   98.24
06:44:13     all    0.50    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   97.99
06:44:14     all    0.75    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   97.75
06:44:15     all    1.25    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.25
06:44:16     all    0.25    0.00    0.76    0.00    0.00    0.25    0.00    0.00    0.00   98.74
06:44:17     all    1.24    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   97.26
06:44:18     all    1.49    0.00    1.00    0.00    0.50    0.25    0.00    0.00    0.00   96.77
06:44:19     all    1.01    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.74
06:44:20     all    0.75    0.00    0.75    0.00    0.25    0.25    0.25    0.00    0.00   97.75
06:44:21     all    0.75    0.00    0.25    0.00    0.75    0.00    0.00    0.00    0.00   98.25
06:44:22     all    0.50    0.00    0.75    0.00    0.00    0.50    0.00    0.00    0.00   98.25
06:44:23     all    1.01    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.49
06:44:24     all    0.75    0.00    0.75    0.25    0.25    0.00    0.00    0.00    0.00   97.99
06:44:25     all    0.75    0.00    0.25    0.25    0.50    0.25    0.00    0.00    0.00   98.00
06:44:26     all    0.75    0.00    1.25    0.00    0.25    0.00    0.00    0.00    0.00   97.76
06:44:27     all    0.76    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   98.73
06:44:28     all    1.00    0.00    1.00    0.00    0.50    0.25    0.00    0.00    0.00   97.26
06:44:29     all    1.01    0.00    0.50    0.00    0.25    0.00    0.25    0.00    0.00   97.99
06:44:30     all    0.75    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.50
06:44:31     all    0.50    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.74
06:44:32     all    1.24    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   97.26
06:44:33     all    0.51    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   98.99
06:44:34     all    0.75    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   97.76
06:44:35     all    1.00    0.00    0.75    0.00    0.25    0.00    0.00    0.00    0.00   98.00
06:44:36     all    0.51    0.00    0.25    0.00    0.25    0.25    0.00    0.00    0.00   98.74
06:44:37     all    1.25    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   98.00
06:44:38     all    0.76    0.00    0.76    0.00    0.25    0.00    0.25    0.00    0.00   97.98
06:44:39     all    0.75    0.00    0.75    0.50    0.75    0.25    0.00    0.00    0.00   96.98
06:44:40     all    0.76    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.49
06:44:41     all    1.00    0.00    1.00    0.00    0.25    0.50    0.00    0.00    0.00   97.26
06:44:42     all    0.25    0.00    0.25    0.00    0.25    0.00    0.00    0.00    0.00   99.24
06:44:43     all    0.75    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   97.74
06:44:44     all    1.01    0.00    0.76    0.00    0.25    0.00    0.00    0.00    0.00   97.98
06:44:45     all    0.75    0.00    0.00    0.00    0.00    0.50    0.00    0.00    0.00   98.75
06:44:46     all    0.99    0.00    0.99    0.00    0.50    0.00    0.00    0.00    0.00   97.52
06:44:47     all    1.01    0.00    0.25    0.00    0.25    0.00    0.00    0.00    0.00   98.48
06:44:48     all    1.00    0.00    0.75    0.00    0.25    0.25    0.00    0.00    0.00   97.74
06:44:49     all    1.50    0.00    0.50    0.00    0.00    0.50    0.00    0.00    0.00   97.50
06:44:50     all    0.00    0.00    0.75    0.00    0.75    0.00    0.00    0.00    0.00   98.49
06:44:51     all    1.50    0.00    1.25    0.00    0.25    0.25    0.00    0.00    0.00   96.75
06:44:52     all    1.26    0.00    0.76    0.00    0.25    0.00    0.00    0.00    0.00   97.73
06:44:53     all    1.01    0.00    1.26    0.25    0.25    0.25    0.00    0.00    0.00   96.98
06:44:54     all    1.50    0.00    1.25    0.00    0.50    0.00    0.25    0.00    0.00   96.50
06:44:55     all    1.01    0.00    0.76    0.00    0.50    0.25    0.00    0.00    0.00   97.48
06:44:56     all    3.53    0.00    4.53    0.00    0.76    0.76    0.00    0.00    0.00   90.43
06:44:57     all    2.77    0.00    3.27    0.00    0.50    0.00    0.00    0.00    0.00   93.45
06:44:58     all    2.01    0.00    0.75    0.25    0.25    0.25    0.00    0.00    0.00   96.48
06:44:59     all    0.75    0.00    1.25    0.25    0.50    0.50    0.00    0.00    0.00   96.76
06:45:00     all    1.00    0.00    1.50    0.00    0.25    0.25    0.00    0.00    0.00   96.99
Average:     all    1.01    0.00    0.82    0.05    0.30    0.18    0.02    0.00    0.00   97.62
